date,team1,team2,score1,score2
21.07.1994,Гомсельмаш,Неман Гродно,1,0
21.07.1994,Обувщик Лида,Шахтер Солигорск,1,0
21.07.1994,Динамо-93 Минск,Молодечно,3,1
21.07.1994,Двина Витебск,Динамо Брест,1,1
28.08.1994,Шахтер Солигорск,Торпедо Могилев,1,1
28.08.1994,Молодечно,Двина Витебск,1,1
28.08.1994,Неман Гродно,Динамо Минск,0,1
28.08.1994,Ведрич Речица,Гомсельмаш,1,1
28.08.1994,Локомотив Витебск,Динамо-93 Минск,0,6
28.08.1994,Торпедо Минск,Обувщик Лида,1,0
28.08.1994,Динамо Брест,Днепр Могилёв,1,0
09.10.1994,Шинник Бобруйск,Бобруйск,1,1
09.09.1994,Динамо Минск,Обувщик Лида,3,2
10.09.1994,Бобруйск,Ведрич Речица,1,0
11.09.1994,Неман Гродно,Торпедо Минск,2,1
11.09.1994,Динамо Брест,Молодечно,1,0
11.09.1994,Гомсельмаш,Динамо-93 Минск,0,2
11.09.1994,Днепр Могилёв,Шахтер Солигорск,0,0
11.09.1994,Двина Витебск,Торпедо Могилев,2,0
11.09.1994,Шинник Бобруйск,Локомотив Витебск,2,1
17.09.1994,Динамо-93 Минск,Двина Витебск,0,0
18.09.1994,Неман Гродно,Молодечно,2,0
18.09.1994,Шахтер Солигорск,Шинник Бобруйск,3,2
18.09.1994,Гомсельмаш,Бобруйск,0,0
18.09.1994,Ведрич Речица,Динамо Брест,1,0
18.09.1994,Динамо Минск,Днепр Могилёв,4,1
18.09.1994,Обувщик Лида,Локомотив Витебск,4,1
18.09.1994,Торпедо Могилев,Торпедо Минск,2,0
25.09.1994,Ведрич Речица,Шахтер Солигорск,1,0
25.09.1994,Бобруйск,Обувщик Лида,3,1
25.09.1994,Динамо Брест,Динамо-93 Минск,2,0
25.09.1994,Неман Гродно,Торпедо Могилев,1,0
25.09.1994,Торпедо Минск,Днепр Могилёв,2,1
25.09.1994,Локомотив Витебск,Гомсельмаш,1,0
26.09.1994,Шинник Бобруйск,Двина Витебск,1,2
19.10.1994,Молодечно,Динамо Минск,3,2
01.10.1994,Динамо-93 Минск,Шинник Бобруйск,4,1
01.10.1994,Торпедо Могилев,Локомотив Витебск,1,0
02.10.1994,Гомсельмаш,Молодечно,0,1
02.10.1994,Обувщик Лида,Ведрич Речица,1,0
02.10.1994,Днепр Могилёв,Бобруйск,1,0
02.10.1994,Динамо Минск,Динамо Брест,1,1
02.10.1994,Шахтер Солигорск,Неман Гродно,1,1
02.10.1994,Двина Витебск,Торпедо Минск,2,0
14.10.1994,Бобруйск,Двина Витебск,0,0
16.10.1994,Днепр Могилёв,Обувщик Лида,1,0
16.10.1994,Шинник Бобруйск,Динамо Минск,0,2
16.10.1994,Локомотив Витебск,Шахтер Солигорск,3,1
16.10.1994,Молодечно,Торпедо Могилев,2,2
16.10.1994,Динамо Брест,Гомсельмаш,5,1
16.10.1994,Неман Гродно,Ведрич Речица,2,1
16.10.1994,Торпедо Минск,Динамо-93 Минск,0,4
22.10.1994,Динамо-93 Минск,Бобруйск,2,1
23.10.1994,Динамо Минск,Торпедо Минск,0,1
23.10.1994,Шахтер Солигорск,Молодечно,0,3
23.10.1994,Обувщик Лида,Неман Гродно,1,1
23.10.1994,Двина Витебск,Днепр Могилёв,0,0
23.10.1994,Торпедо Могилев,Динамо Брест,0,0
23.10.1994,Ведрич Речица,Локомотив Витебск,2,1
23.10.1994,Гомсельмаш,Шинник Бобруйск,4,2
30.10.1994,Молодечно,Шинник Бобруйск,0,0
30.10.1994,Бобруйск,Неман Гродно,0,1
30.10.1994,Динамо Брест,Обувщик Лида,2,0
30.10.1994,Гомсельмаш,Динамо Минск,0,2
30.10.1994,Шахтер Солигорск,Двина Витебск,0,1
30.10.1994,Торпедо Могилев,Динамо-93 Минск,0,1
30.10.1994,Ведрич Речица,Днепр Могилёв,1,0
30.10.1994,Локомотив Витебск,Торпедо Минск,0,7
05.11.1994,Динамо-93 Минск,Обувщик Лида,5,1
05.11.1994,Шинник Бобруйск,Ведрич Речица,1,0
06.11.1994,Молодечно,Локомотив Витебск,4,0
06.11.1994,Неман Гродно,Динамо Брест,1,0
06.11.1994,Двина Витебск,Динамо Минск,0,0
06.11.1994,Торпедо Минск,Шахтер Солигорск,2,2
06.11.1994,Днепр Могилёв,Гомсельмаш,4,2
06.11.1994,Бобруйск,Торпедо Могилев,0,3
05.04.1995,Молодечно,Обувщик Лида,0,1
05.04.1995,Гомсельмаш,Двина Витебск,0,5
05.04.1995,Бобруйск,Шахтер Солигорск,2,2
05.04.1995,Динамо Брест,Локомотив Витебск,3,0
05.04.1995,Динамо-93 Минск,Динамо Минск,1,1
05.04.1995,Днепр Могилёв,Торпедо Могилев,2,0
05.04.1995,Ведрич Речица,Торпедо Минск,0,0
06.04.1995,Шинник Бобруйск,Неман Гродно,2,1
10.04.1995,Бобруйск,Динамо Минск,1,1
10.04.1995,Гомсельмаш,Торпедо Минск,0,0
10.04.1995,Ведрич Речица,Молодечно,1,0
10.04.1995,Обувщик Лида,Двина Витебск,1,1
10.04.1995,Шахтер Солигорск,Динамо Брест,0,1
10.04.1995,Динамо-93 Минск,Днепр Могилёв,1,0
11.04.1995,Торпедо Могилев,Шинник Бобруйск,1,2
11.04.1995,Неман Гродно,Локомотив Витебск,2,1
15.04.1995,Динамо Брест,Бобруйск,0,0
15.04.1995,Динамо Минск,Ведрич Речица,3,2
15.04.1995,Шахтер Солигорск,Гомсельмаш,1,0
15.04.1995,Молодечно,Днепр Могилёв,2,2
16.04.1995,Торпедо Могилев,Обувщик Лида,1,1
16.04.1995,Неман Гродно,Динамо-93 Минск,0,0
16.04.1995,Торпедо Минск,Шинник Бобруйск,3,1
16.04.1995,Локомотив Витебск,Двина Витебск,1,1
20.04.1995,Динамо Минск,Шахтер Солигорск,3,0
20.04.1995,Бобруйск,Молодечно,0,1
21.04.1995,Шинник Бобруйск,Обувщик Лида,1,0
21.04.1995,Двина Витебск,Неман Гродно,2,2
21.04.1995,Днепр Могилёв,Локомотив Витебск,2,0
21.04.1995,Торпедо Минск,Динамо Брест,0,0
21.04.1995,Ведрич Речица,Динамо-93 Минск,1,1
21.04.1995,Гомсельмаш,Торпедо Могилев,0,1
29.04.1995,Локомотив Витебск,Бобруйск,0,2
30.04.1995,Молодечно,Торпедо Минск,1,1
30.04.1995,Двина Витебск,Ведрич Речица,0,0
30.04.1995,Динамо Брест,Шинник Бобруйск,2,2
30.04.1995,Обувщик Лида,Гомсельмаш,3,0
30.04.1995,Торпедо Могилев,Динамо Минск,0,5
30.04.1995,Динамо-93 Минск,Шахтер Солигорск,0,0
30.04.1995,Неман Гродно,Днепр Могилёв,0,0
05.05.1995,Локомотив Витебск,Динамо Минск,0,3
05.05.1995,Неман Гродно,Гомсельмаш,1,0
05.05.1995,Шахтер Солигорск,Обувщик Лида,1,3
05.05.1995,Торпедо Минск,Бобруйск,0,1
05.05.1995,Молодечно,Динамо-93 Минск,1,1
05.05.1995,Динамо Брест,Двина Витебск,0,3
05.05.1995,Ведрич Речица,Торпедо Могилев,0,0
05.05.1995,Шинник Бобруйск,Днепр Могилёв,1,0
10.05.1995,Бобруйск,Шинник Бобруйск,1,1
10.05.1995,Двина Витебск,Молодечно,4,1
10.05.1995,Днепр Могилёв,Динамо Брест,5,2
10.05.1995,Динамо-93 Минск,Локомотив Витебск,1,0
10.05.1995,Обувщик Лида,Торпедо Минск,1,1
10.05.1995,Гомсельмаш,Ведрич Речица,0,0
11.05.1995,Динамо Минск,Неман Гродно,5,1
11.05.1995,Торпедо Могилев,Шахтер Солигорск,1,0
15.05.1995,Локомотив Витебск,Шинник Бобруйск,0,0
15.05.1995,Ведрич Речица,Бобруйск,2,0
15.05.1995,Молодечно,Динамо Брест,1,0
15.05.1995,Динамо-93 Минск,Гомсельмаш,1,0
16.05.1995,Торпедо Могилев,Двина Витебск,0,0
16.05.1995,Обувщик Лида,Динамо Минск,0,4
16.05.1995,Торпедо Минск,Неман Гродно,2,0
16.05.1995,Шахтер Солигорск,Днепр Могилёв,1,3
19.05.1995,Двина Витебск,Динамо-93 Минск,1,1
20.05.1995,Бобруйск,Гомсельмаш,4,2
20.05.1995,Динамо Брест,Ведрич Речица,0,0
21.05.1995,Шинник Бобруйск,Шахтер Солигорск,3,1
21.05.1995,Молодечно,Неман Гродно,1,0
21.05.1995,Днепр Могилёв,Динамо Минск,0,0
21.05.1995,Торпедо Минск,Торпедо Могилев,0,0
22.05.1995,Локомотив Витебск,Обувщик Лида,0,0
27.05.1995,Торпедо Могилев,Неман Гродно,0,0
28.05.1995,Обувщик Лида,Бобруйск,1,1
28.05.1995,Шахтер Солигорск,Ведрич Речица,0,1
28.05.1995,Двина Витебск,Шинник Бобруйск,2,1
28.05.1995,Динамо-93 Минск,Динамо Брест,2,1
28.05.1995,Гомсельмаш,Локомотив Витебск,1,0
28.05.1995,Днепр Могилёв,Торпедо Минск,3,2
29.05.1995,Динамо Минск,Молодечно,2,2
02.06.1995,Ведрич Речица,Обувщик Лида,1,1
02.06.1995,Торпедо Минск,Двина Витебск,0,0
02.06.1995,Шинник Бобруйск,Динамо-93 Минск,2,3
02.06.1995,Динамо Брест,Динамо Минск,1,2
03.06.1995,Неман Гродно,Шахтер Солигорск,0,1
03.06.1995,Молодечно,Гомсельмаш,3,1
03.06.1995,Локомотив Витебск,Торпедо Могилев,0,4
03.06.1995,Бобруйск,Днепр Могилёв,0,2
10.06.1995,Торпедо Могилев,Молодечно,1,1
10.06.1995,Динамо-93 Минск,Торпедо Минск,3,0
10.06.1995,Гомсельмаш,Динамо Брест,1,3
11.06.1995,Обувщик Лида,Днепр Могилёв,3,2
11.06.1995,Ведрич Речица,Неман Гродно,2,0
11.06.1995,Двина Витебск,Бобруйск,2,1
11.06.1995,Динамо Минск,Шинник Бобруйск,3,0
11.06.1995,Шахтер Солигорск,Локомотив Витебск,1,1
14.06.1995,Динамо Брест,Торпедо Могилев,5,2
14.06.1995,Бобруйск,Динамо-93 Минск,0,0
15.06.1995,Локомотив Витебск,Ведрич Речица,0,2
15.06.1995,Неман Гродно,Обувщик Лида,0,0
15.06.1995,Шинник Бобруйск,Гомсельмаш,3,4
15.06.1995,Молодечно,Шахтер Солигорск,0,0
15.06.1995,Торпедо Минск,Динамо Минск,0,4
15.06.1995,Днепр Могилёв,Двина Витебск,1,3
18.06.1995,Динамо-93 Минск,Торпедо Могилев,3,0
19.06.1995,Торпедо Минск,Локомотив Витебск,7,0
19.06.1995,Обувщик Лида,Динамо Брест,0,0
19.06.1995,Динамо Минск,Гомсельмаш,9,3
19.06.1995,Неман Гродно,Бобруйск,1,1
19.06.1995,Шинник Бобруйск,Молодечно,0,5
19.06.1995,Двина Витебск,Шахтер Солигорск,3,0
19.06.1995,Днепр Могилёв,Ведрич Речица,3,2
23.06.1995,Шахтер Солигорск,Торпедо Минск,2,0
23.06.1995,Ведрич Речица,Шинник Бобруйск,3,1
23.06.1995,Динамо Минск,Двина Витебск,3,0
23.06.1995,Локомотив Витебск,Молодечно,1,5
23.06.1995,Гомсельмаш,Днепр Могилёв,1,1
23.06.1995,Обувщик Лида,Динамо-93 Минск,3,2
23.06.1995,Торпедо Могилев,Бобруйск,3,0
23.06.1995,Динамо Брест,Неман Гродно,1,2
