date,team1,team2,score1,score2
13.06.2010,Шахтер Солигорск,Торпедо Жодино,4,1
19.06.2010,Партизан Минск,Днепр Могилев,1,0
19.06.2010,Нафтан Новополоцк,Динамо Минск,0,2
19.06.2010,Белшина Бобруйск,Торпедо Жодино,2,0
19.06.2010,Витебск,Шахтер Солигорск,1,3
19.06.2010,Минск,Динамо Брест,1,1
19.06.2010,Неман Гродно,БАТЭ Борисов,0,5
23.06.2010,Динамо Брест,Неман Гродно,4,0
23.06.2010,БАТЭ Борисов,Нафтан Новополоцк,1,1
23.06.2010,Динамо Минск,Партизан Минск,0,0
23.06.2010,Торпедо Жодино,Минск,0,4
23.06.2010,Шахтер Солигорск,Белшина Бобруйск,1,1
23.06.2010,Днепр Могилев,Витебск,0,0
27.06.2010,Партизан Минск,БАТЭ Борисов,1,1
27.06.2010,Минск,Белшина Бобруйск,3,1
27.06.2010,Днепр Могилев,Шахтер Солигорск,0,2
27.06.2010,Витебск,Динамо Минск,3,1
27.06.2010,Неман Гродно,Торпедо Жодино,0,0
27.06.2010,Нафтан Новополоцк,Динамо Брест,3,1
03.07.2010,Белшина Бобруйск,Неман Гродно,0,2
03.07.2010,БАТЭ Борисов,Витебск,4,0
04.07.2010,Шахтер Солигорск,Минск,1,0
04.07.2010,Динамо Минск,Днепр Могилев,3,0
04.07.2010,Динамо Брест,Партизан Минск,1,1
18.08.2010,Торпедо Жодино,Нафтан Новополоцк,1,4
25.07.2010,Партизан Минск,Торпедо Жодино,2,3
25.07.2010,Неман Гродно,Минск,0,1
25.07.2010,Днепр Могилев,БАТЭ Борисов,0,2
25.07.2010,Динамо Минск,Шахтер Солигорск,0,1
25.07.2010,Нафтан Новополоцк,Белшина Бобруйск,4,0
25.07.2010,Витебск,Динамо Брест,0,1
31.08.2010,Белшина Бобруйск,Партизан Минск,2,0
31.08.2010,Торпедо Жодино,Витебск,0,4
01.09.2010,Динамо Брест,Днепр Могилев,2,3
01.09.2010,Минск,Нафтан Новополоцк,3,1
01.09.2010,Шахтер Солигорск,Неман Гродно,4,1
22.09.2010,БАТЭ Борисов,Динамо Минск,1,3
14.08.2010,БАТЭ Борисов,Шахтер Солигорск,2,0
14.08.2010,Партизан Минск,Минск,1,4
15.08.2010,Днепр Могилев,Торпедо Жодино,3,1
15.08.2010,Динамо Минск,Динамо Брест,2,2
15.08.2010,Витебск,Белшина Бобруйск,0,0
15.08.2010,Нафтан Новополоцк,Неман Гродно,4,1
22.08.2010,Минск,Витебск,5,1
22.08.2010,Белшина Бобруйск,Днепр Могилев,2,1
22.08.2010,Неман Гродно,Партизан Минск,0,1
22.08.2010,Динамо Брест,БАТЭ Борисов,1,4
22.08.2010,Шахтер Солигорск,Нафтан Новополоцк,0,0
23.08.2010,Торпедо Жодино,Динамо Минск,2,0
28.08.2010,Белшина Бобруйск,Торпедо Жодино,1,1
28.08.2010,Партизан Минск,Минск,1,3
28.08.2010,Нафтан Новополоцк,Неман Гродно,2,1
29.08.2010,Шахтер Солигорск,Динамо Брест,1,1
29.08.2010,Витебск,БАТЭ Борисов,1,6
29.08.2010,Динамо Минск,Днепр Могилев,2,1
11.09.2010,БАТЭ Борисов,Нафтан Новополоцк,1,0
12.09.2010,Торпедо Жодино,Шахтер Солигорск,0,1
12.09.2010,Днепр Могилев,Минск,3,0
12.09.2010,Динамо Брест,Витебск,2,0
12.09.2010,Неман Гродно,Партизан Минск,2,0
12.09.2010,Динамо Минск,Белшина Бобруйск,4,0
18.09.2010,Минск,Неман Гродно,2,0
18.09.2010,Нафтан Новополоцк,Динамо Брест,1,0
18.09.2010,Белшина Бобруйск,Днепр Могилев,1,1
18.09.2010,Витебск,Торпедо Жодино,0,1
19.09.2010,Шахтер Солигорск,Динамо Минск,3,0
19.09.2010,Партизан Минск,БАТЭ Борисов,1,1
26.09.2010,Днепр Могилев,Неман Гродно,1,0
26.09.2010,Динамо Брест,Партизан Минск,4,0
26.09.2010,БАТЭ Борисов,Минск,2,1
26.09.2010,Динамо Минск,Витебск,0,2
26.09.2010,Белшина Бобруйск,Шахтер Солигорск,1,3
26.09.2010,Торпедо Жодино,Нафтан Новополоцк,0,2
02.10.2010,Нафтан Новополоцк,Динамо Минск,2,0
02.10.2010,Неман Гродно,БАТЭ Борисов,1,1
02.10.2010,Минск,Динамо Брест,2,2
02.10.2010,Партизан Минск,Торпедо Жодино,1,0
02.10.2010,Шахтер Солигорск,Днепр Могилев,3,2
02.10.2010,Витебск,Белшина Бобруйск,0,2
16.10.2010,Днепр Могилев,БАТЭ Борисов,2,3
16.10.2010,Динамо Брест,Неман Гродно,2,1
16.10.2010,Шахтер Солигорск,Витебск,2,1
16.10.2010,Динамо Минск,Партизан Минск,5,1
16.10.2010,Белшина Бобруйск,Нафтан Новополоцк,1,1
16.10.2010,Торпедо Жодино,Минск,1,1
23.10.2010,Неман Гродно,Торпедо Жодино,2,1
23.10.2010,Партизан Минск,Белшина Бобруйск,0,0
23.10.2010,Витебск,Днепр Могилев,1,1
24.10.2010,Минск,Динамо Минск,0,0
24.10.2010,Нафтан Новополоцк,Шахтер Солигорск,1,0
25.10.2010,БАТЭ Борисов,Динамо Брест,2,0
30.10.2010,Торпедо Жодино,БАТЭ Борисов,1,1
31.10.2010,Витебск,Нафтан Новополоцк,2,0
31.10.2010,Шахтер Солигорск,Партизан Минск,4,0
31.10.2010,Динамо Минск,Неман Гродно,1,0
31.10.2010,Белшина Бобруйск,Минск,2,0
31.10.2010,Днепр Могилев,Динамо Брест,1,1
06.11.2010,Партизан Минск,Витебск,0,1
06.11.2010,Минск,Шахтер Солигорск,1,2
06.11.2010,Динамо Брест,Торпедо Жодино,3,1
06.11.2010,Нафтан Новополоцк,Днепр Могилев,1,2
06.11.2010,Неман Гродно,Белшина Бобруйск,2,0
08.11.2010,БАТЭ Борисов,Динамо Минск,4,0
13.11.2010,Шахтер Солигорск,Неман Гродно,0,1
13.11.2010,Динамо Минск,Динамо Брест,2,0
13.11.2010,Белшина Бобруйск,БАТЭ Борисов,1,3
13.11.2010,Нафтан Новополоцк,Партизан Минск,4,4
13.11.2010,Днепр Могилев,Торпедо Жодино,0,1
13.11.2010,Витебск,Минск,1,3
20.11.2010,Партизан Минск,Днепр Могилев,4,3
20.11.2010,БАТЭ Борисов,Шахтер Солигорск,1,2
20.11.2010,Минск,Нафтан Новополоцк,2,0
20.11.2010,Динамо Брест,Белшина Бобруйск,2,0
20.11.2010,Торпедо Жодино,Динамо Минск,3,1
20.11.2010,Неман Гродно,Витебск,3,0
