date,team1,team2,score1,score2
29.05.1997,Нафтан-Девон Новополоцк,Торпедо-Кадино Могилев,5,1
30.05.1997,Атака Минск,Трансмаш Могилев,1,0
02.06.1997,Коммунальник Слоним,Шахтер Солигорск,3,1
02.06.1997,Белшина Бобруйск,Динамо-93 Минск,2,1
02.06.1997,Торпедо-Кадино Могилев,Молодечно,2,0
02.06.1997,Торпедо Минск,Динамо Брест,1,3
02.06.1997,Динамо Минск,Локомотив-96 Витебск,6,1
02.06.1997,Неман Гродно,Днепр Могилёв,1,1
03.06.1997,МПКЦ Мозырь,Атака Минск,4,0
03.06.1997,Трансмаш Могилев,Нафтан-Девон Новополоцк,0,1
12.06.1997,Неман Гродно,Нафтан-Девон Новополоцк,1,0
12.06.1997,Коммунальник Слоним,Динамо Брест,3,1
12.06.1997,Динамо Минск,Белшина Бобруйск,0,0
12.06.1997,Трансмаш Могилев,Локомотив-96 Витебск,0,2
12.06.1997,Шахтер Солигорск,Днепр Могилёв,2,2
12.06.1997,МПКЦ Мозырь,Динамо-93 Минск,1,5
13.06.1997,Торпедо-Кадино Могилев,Атака Минск,1,7
13.06.1997,Торпедо Минск,Молодечно,0,0
17.06.1997,Днепр Могилёв,Торпедо-Кадино Могилев,3,0
17.06.1997,Нафтан-Девон Новополоцк,МПКЦ Мозырь,0,1
17.06.1997,Динамо-93 Минск,Коммунальник Слоним,5,2
17.06.1997,Динамо Брест,Неман Гродно,2,0
17.06.1997,Молодечно,Трансмаш Могилев,2,0
17.06.1997,Локомотив-96 Витебск,Белшина Бобруйск,0,4
17.06.1997,Шахтер Солигорск,Торпедо Минск,1,1
18.06.1997,Атака Минск,Динамо Минск,0,2
25.06.1997,Трансмаш Могилев,Шахтер Солигорск,2,0
25.06.1997,Динамо-93 Минск,Нафтан-Девон Новополоцк,0,0
25.06.1997,МПКЦ Мозырь,Динамо Брест,1,1
25.06.1997,Коммунальник Слоним,Неман Гродно,1,1
25.06.1997,Локомотив-96 Витебск,Атака Минск,1,0
25.06.1997,Белшина Бобруйск,Молодечно,3,1
26.06.1997,Торпедо-Кадино Могилев,Торпедо Минск,0,2
26.06.1997,Динамо Минск,Днепр Могилёв,3,1
02.07.1997,Коммунальник Слоним,Днепр Могилёв,1,7
02.07.1997,Трансмаш Могилев,Белшина Бобруйск,2,5
02.07.1997,Торпедо Минск,Атака Минск,3,0
02.07.1997,Динамо Брест,Молодечно,1,2
02.07.1997,МПКЦ Мозырь,Динамо Минск,0,0
02.07.1997,Неман Гродно,Локомотив-96 Витебск,1,2
02.07.1997,Шахтер Солигорск,Нафтан-Девон Новополоцк,0,0
25.07.1997,Торпедо-Кадино Могилев,Динамо-93 Минск,2,3
08.07.1997,Динамо-93 Минск,Трансмаш Могилев,6,3
09.07.1997,Атака Минск,Неман Гродно,2,0
09.07.1997,Молодечно,Шахтер Солигорск,3,2
09.07.1997,Локомотив-96 Витебск,Торпедо-Кадино Могилев,5,1
09.07.1997,Белшина Бобруйск,МПКЦ Мозырь,1,0
09.07.1997,Днепр Могилёв,Динамо Брест,2,0
09.07.1997,Нафтан-Девон Новополоцк,Торпедо Минск,0,1
10.07.1997,Динамо Минск,Коммунальник Слоним,4,0
15.07.1997,Атака Минск,Днепр Могилёв,0,1
16.07.1997,Локомотив-96 Витебск,Динамо Брест,4,0
16.07.1997,МПКЦ Мозырь,Торпедо-Кадино Могилев,2,0
16.07.1997,Нафтан-Девон Новополоцк,Молодечно,1,1
16.07.1997,Белшина Бобруйск,Торпедо Минск,2,1
16.07.1997,Коммунальник Слоним,Трансмаш Могилев,3,1
17.07.1997,Шахтер Солигорск,Динамо-93 Минск,0,4
17.07.1997,Динамо Минск,Неман Гродно,2,1
07.08.1997,Атака Минск,Динамо Брест,0,2
08.08.1997,Динамо Минск,Торпедо-Кадино Могилев,7,0
08.08.1997,Белшина Бобруйск,Неман Гродно,3,2
08.08.1997,Локомотив-96 Витебск,Шахтер Солигорск,3,0
08.08.1997,Коммунальник Слоним,Молодечно,2,0
08.08.1997,МПКЦ Мозырь,Трансмаш Могилев,2,0
08.08.1997,Динамо-93 Минск,Торпедо Минск,2,1
08.08.1997,Нафтан-Девон Новополоцк,Днепр Могилёв,3,0
22.08.1997,МПКЦ Мозырь,Шахтер Солигорск,1,0
23.08.1997,Трансмаш Могилев,Торпедо Минск,0,2
23.08.1997,Белшина Бобруйск,Днепр Могилёв,3,1
23.08.1997,Коммунальник Слоним,Атака Минск,2,1
23.08.1997,Динамо Минск,Динамо Брест,3,0
23.08.1997,Локомотив-96 Витебск,Нафтан-Девон Новополоцк,0,2
24.08.1997,Динамо-93 Минск,Молодечно,4,1
24.08.1997,Торпедо-Кадино Могилев,Неман Гродно,4,0
31.08.1997,Неман Гродно,Трансмаш Могилев,1,3
31.08.1997,Торпедо-Кадино Могилев,Коммунальник Слоним,2,0
31.08.1997,Шахтер Солигорск,Динамо Минск,0,4
31.08.1997,Молодечно,Локомотив-96 Витебск,3,1
31.08.1997,Нафтан-Девон Новополоцк,Атака Минск,6,0
01.09.1997,Днепр Могилёв,Динамо-93 Минск,2,1
01.09.1997,Динамо Брест,Белшина Бобруйск,2,1
01.09.1997,Торпедо Минск,МПКЦ Мозырь,5,0
12.09.1997,МПКЦ Мозырь,Неман Гродно,4,0
13.09.1997,Белшина Бобруйск,Шахтер Солигорск,1,1
13.09.1997,Динамо-93 Минск,Динамо Брест,1,1
13.09.1997,Трансмаш Могилев,Торпедо-Кадино Могилев,3,2
13.09.1997,Коммунальник Слоним,Нафтан-Девон Новополоцк,0,1
13.09.1997,Локомотив-96 Витебск,Днепр Могилёв,1,0
14.09.1997,Атака Минск,Молодечно,3,1
15.09.1997,Динамо Минск,Торпедо Минск,2,1
19.09.1997,Днепр Могилёв,Молодечно,3,1
20.09.1997,Коммунальник Слоним,МПКЦ Мозырь,1,0
20.09.1997,Динамо Брест,Нафтан-Девон Новополоцк,2,0
20.09.1997,Торпедо Минск,Локомотив-96 Витебск,0,1
20.09.1997,Трансмаш Могилев,Динамо Минск,1,1
20.09.1997,Шахтер Солигорск,Атака Минск,1,0
20.09.1997,Динамо-93 Минск,Неман Гродно,0,0
21.09.1997,Торпедо-Кадино Могилев,Белшина Бобруйск,3,4
24.09.1997,Торпедо Минск,Коммунальник Слоним,5,2
24.09.1997,Атака Минск,Белшина Бобруйск,0,3
24.09.1997,Молодечно,МПКЦ Мозырь,0,2
24.09.1997,Шахтер Солигорск,Неман Гродно,1,2
24.09.1997,Локомотив-96 Витебск,Динамо-93 Минск,0,0
24.09.1997,Нафтан-Девон Новополоцк,Динамо Минск,2,3
24.09.1997,Днепр Могилёв,Трансмаш Могилев,2,0
25.09.1997,Динамо Брест,Торпедо-Кадино Могилев,1,1
28.09.1997,Белшина Бобруйск,Нафтан-Девон Новополоцк,4,1
28.09.1997,Коммунальник Слоним,Локомотив-96 Витебск,0,5
28.09.1997,Динамо Минск,Молодечно,1,1
28.09.1997,Динамо-93 Минск,Атака Минск,1,2
28.09.1997,Неман Гродно,Торпедо Минск,2,0
29.09.1997,Трансмаш Могилев,Динамо Брест,4,1
30.09.1997,Торпедо-Кадино Могилев,Шахтер Солигорск,1,0
03.11.1997,МПКЦ Мозырь,Днепр Могилёв,0,1
02.10.1997,Неман Гродно,Молодечно,1,0
02.10.1997,Динамо Минск,Динамо-93 Минск,3,1
02.10.1997,Торпедо Минск,Днепр Могилёв,4,3
02.10.1997,Трансмаш Могилев,Атака Минск,2,1
03.10.1997,МПКЦ Мозырь,Локомотив-96 Витебск,0,1
04.10.1997,Торпедо-Кадино Могилев,Нафтан-Девон Новополоцк,0,0
04.10.1997,Шахтер Солигорск,Динамо Брест,3,0
03.11.1997,Коммунальник Слоним,Белшина Бобруйск,1,0
06.10.1997,Локомотив-96 Витебск,Динамо Минск,1,2
06.10.1997,Динамо-93 Минск,Белшина Бобруйск,0,2
06.10.1997,Атака Минск,МПКЦ Мозырь,0,0
07.10.1997,Нафтан-Девон Новополоцк,Трансмаш Могилев,2,2
08.10.1997,Молодечно,Торпедо-Кадино Могилев,1,0
08.10.1997,Шахтер Солигорск,Коммунальник Слоним,1,0
08.10.1997,Динамо Брест,Торпедо Минск,1,1
14.11.1997,Днепр Могилёв,Неман Гродно,1,1
13.10.1997,Атака Минск,Торпедо-Кадино Могилев,0,0
14.10.1997,Локомотив-96 Витебск,Трансмаш Могилев,3,0
14.10.1997,Молодечно,Торпедо Минск,0,0
14.10.1997,Динамо Брест,Коммунальник Слоним,5,3
14.10.1997,Динамо-93 Минск,МПКЦ Мозырь,0,1
14.10.1997,Нафтан-Девон Новополоцк,Неман Гродно,1,1
14.10.1997,Днепр Могилёв,Шахтер Солигорск,0,0
15.10.1997,Белшина Бобруйск,Динамо Минск,1,2
22.10.1997,Динамо Минск,Атака Минск,3,1
22.10.1997,Коммунальник Слоним,Динамо-93 Минск,2,0
22.10.1997,Неман Гродно,Динамо Брест,4,1
22.10.1997,МПКЦ Мозырь,Нафтан-Девон Новополоцк,0,1
22.10.1997,Белшина Бобруйск,Локомотив-96 Витебск,1,2
22.10.1997,Торпедо-Кадино Могилев,Днепр Могилёв,0,0
23.10.1997,Торпедо Минск,Шахтер Солигорск,1,2
23.10.1997,Трансмаш Могилев,Молодечно,1,0
26.10.1997,Атака Минск,Локомотив-96 Витебск,4,0
26.10.1997,Днепр Могилёв,Динамо Минск,1,3
26.10.1997,Неман Гродно,Коммунальник Слоним,1,0
26.10.1997,Нафтан-Девон Новополоцк,Динамо-93 Минск,1,0
26.10.1997,Динамо Брест,МПКЦ Мозырь,2,1
27.10.1997,Молодечно,Белшина Бобруйск,1,1
27.10.1997,Торпедо Минск,Торпедо-Кадино Могилев,3,1
27.10.1997,Шахтер Солигорск,Трансмаш Могилев,1,0
30.10.1997,Нафтан-Девон Новополоцк,Шахтер Солигорск,2,3
30.10.1997,Локомотив-96 Витебск,Неман Гродно,4,0
30.10.1997,Днепр Могилёв,Коммунальник Слоним,1,0
30.10.1997,Динамо Минск,МПКЦ Мозырь,2,0
31.10.1997,Динамо-93 Минск,Торпедо-Кадино Могилев,0,0
31.10.1997,Молодечно,Динамо Брест,1,3
31.10.1997,Белшина Бобруйск,Трансмаш Могилев,1,0
31.10.1997,Атака Минск,Торпедо Минск,1,2
07.11.1997,Коммунальник Слоним,Динамо Минск,2,4
07.11.1997,Торпедо Минск,Нафтан-Девон Новополоцк,2,2
07.11.1997,Торпедо-Кадино Могилев,Локомотив-96 Витебск,0,0
07.11.1997,МПКЦ Мозырь,Белшина Бобруйск,0,2
07.11.1997,Шахтер Солигорск,Молодечно,0,1
07.11.1997,Неман Гродно,Атака Минск,0,0
07.11.1997,Трансмаш Могилев,Динамо-93 Минск,0,1
07.11.1997,Динамо Брест,Днепр Могилёв,0,1
11.11.1997,Неман Гродно,Динамо Минск,2,1
11.11.1997,Молодечно,Нафтан-Девон Новополоцк,3,2
11.11.1997,Трансмаш Могилев,Коммунальник Слоним,2,0
11.11.1997,Динамо Брест,Локомотив-96 Витебск,3,1
11.11.1997,Торпедо Минск,Белшина Бобруйск,1,0
11.11.1997,Торпедо-Кадино Могилев,МПКЦ Мозырь,3,1
11.11.1997,Днепр Могилёв,Атака Минск,2,0
11.11.1997,Динамо-93 Минск,Шахтер Солигорск,4,0
