date,team1,team2,score1,score2
09.05.1992,Динамо Минѝк,БелНЗ Жодино,8,1
09.05.1992,Металлург Молодечно,КИМ Витебѝк,1,0
16.05.1992,БелНЗ Жодино,Шахтер Солигорѝк,0,2
16.05.1992,Химик Гродно,Металлург Молодечно,1,0
16.05.1992,Динамо Бреѝт,Динамо Минѝк,0,0
16.05.1992,Гомѝельмаш,Трактор Бобруйѝк,0,1
16.05.1992,Ведрич Речица,СКБ-Локомотив Витебѝк,1,0
16.05.1992,КИМ Витебѝк,Строитель Старые Дороги,1,0
16.05.1992,Торпедо Минѝк,Днепр Могилёв,0,2
16.05.1992,Торпедо Могилев,Обувщик Лида,0,0
27.05.1992,СКБ-Локомотив Витебѝк,Гомѝельмаш,3,0
27.05.1992,Обувщик Лида,КИМ Витебѝк,3,0
03.06.1992,Трактор Бобруйѝк,Торпедо Могилев,2,0
03.06.1992,Химик Гродно,Торпедо Минѝк,2,0
23.06.1992,Металлург Молодечно,Строитель Старые Дороги,0,0
24.06.1992,Шахтер Солигорѝк,Динамо Бреѝт,1,1
27.06.1992,Днепр Могилёв,БелНЗ Жодино,2,1
27.06.1992,Динамо Минѝк,Ведрич Речица,6,0
23.05.1992,КИМ Витебѝк,Трактор Бобруйѝк,1,1
23.05.1992,Торпедо Могилев,СКБ-Локомотив Витебѝк,1,0
23.05.1992,Динамо Бреѝт,Днепр Могилёв,0,1
23.05.1992,Строитель Старые Дороги,Обувщик Лида,1,2
23.05.1992,Ведрич Речица,Шахтер Солигорѝк,1,1
23.05.1992,БелНЗ Жодино,Химик Гродно,2,0
23.05.1992,Гомѝельмаш,Динамо Минѝк,0,1
23.05.1992,Торпедо Минѝк,Металлург Молодечно,0,0
30.05.1992,Торпедо Минѝк,БелНЗ Жодино,3,0
30.05.1992,Динамо Минѝк,Торпедо Могилев,2,0
30.05.1992,Днепр Могилёв,Ведрич Речица,1,0
30.05.1992,Шахтер Солигорѝк,Гомѝельмаш,3,0
30.05.1992,Металлург Молодечно,Обувщик Лида,0,0
30.05.1992,Трактор Бобруйѝк,Строитель Старые Дороги,1,0
30.05.1992,Химик Гродно,Динамо Бреѝт,1,0
30.05.1992,СКБ-Локомотив Витебѝк,КИМ Витебѝк,2,1
06.06.1992,БелНЗ Жодино,Металлург Молодечно,0,1
06.06.1992,Ведрич Речица,Химик Гродно,1,0
06.06.1992,Гомѝельмаш,Днепр Могилёв,0,6
06.06.1992,КИМ Витебѝк,Динамо Минѝк,3,0
06.06.1992,Строитель Старые Дороги,СКБ-Локомотив Витебѝк,3,1
06.06.1992,Динамо Бреѝт,Торпедо Минѝк,2,0
06.06.1992,Обувщик Лида,Трактор Бобруйѝк,2,0
06.06.1992,Торпедо Могилев,Шахтер Солигорѝк,0,0
10.06.1992,Металлург Молодечно,Трактор Бобруйѝк,1,0
10.06.1992,Химик Гродно,Гомѝельмаш,5,0
10.06.1992,БелНЗ Жодино,Динамо Бреѝт,1,0
10.06.1992,СКБ-Локомотив Витебѝк,Обувщик Лида,2,0
10.06.1992,Динамо Минѝк,Строитель Старые Дороги,2,0
10.06.1992,Днепр Могилёв,Торпедо Могилев,0,0
10.06.1992,Шахтер Солигорѝк,КИМ Витебѝк,0,2
10.06.1992,Торпедо Минѝк,Ведрич Речица,1,0
13.06.1992,Торпедо Могилев,Химик Гродно,0,1
13.06.1992,Трактор Бобруйѝк,СКБ-Локомотив Витебѝк,2,2
13.06.1992,Динамо Бреѝт,Металлург Молодечно,2,1
13.06.1992,Строитель Старые Дороги,Шахтер Солигорѝк,0,1
13.06.1992,Обувщик Лида,Динамо Минѝк,1,5
13.06.1992,Ведрич Речица,БелНЗ Жодино,3,0
13.06.1992,Гомѝельмаш,Торпедо Минѝк,1,4
13.06.1992,КИМ Витебѝк,Днепр Могилёв,0,0
17.06.1992,Металлург Молодечно,СКБ-Локомотив Витебѝк,1,0
17.06.1992,Динамо Минѝк,Трактор Бобруйѝк,1,0
17.06.1992,Днепр Могилёв,Строитель Старые Дороги,4,1
17.06.1992,Шахтер Солигорѝк,Обувщик Лида,2,1
17.06.1992,Динамо Бреѝт,Ведрич Речица,3,2
17.06.1992,Торпедо Минѝк,Торпедо Могилев,2,3
17.06.1992,Химик Гродно,КИМ Витебѝк,3,2
17.06.1992,БелНЗ Жодино,Гомѝельмаш,2,0
20.06.1992,КИМ Витебѝк,Торпедо Минѝк,1,0
20.06.1992,Ведрич Речица,Металлург Молодечно,2,0
20.06.1992,Трактор Бобруйѝк,Шахтер Солигорѝк,1,0
20.06.1992,Гомѝельмаш,Динамо Бреѝт,0,1
20.06.1992,СКБ-Локомотив Витебѝк,Динамо Минѝк,1,1
20.06.1992,Обувщик Лида,Днепр Могилёв,0,2
20.06.1992,Строитель Старые Дороги,Химик Гродно,2,0
20.06.1992,Торпедо Могилев,БелНЗ Жодино,5,1
