date,team1,team2,score1,score2
30.09.2006,Торпедо Жодино,МТЗ-РИПО Минск,0,1
30.09.2006,Нафтан Новополоцк,Дарида,2,0
30.09.2006,Гомель,БАТЭ Борисов,0,1
30.09.2006,Шахтер Солигорск,Локомотив Витебск,3,1
30.09.2006,Днепр Могилев,Неман Гродно,0,1
30.09.2006,Белшина Бобруйск,Динамо Минск,1,3
15.10.2006,Динамо Брест,Локомотив Витебск,0,0
15.10.2006,Динамо Минск,Гомель,4,1
15.10.2006,Неман Гродно,Нафтан Новополоцк,2,3
15.10.2006,Торпедо Жодино,Шахтер Солигорск,1,0
15.10.2006,БАТЭ Борисов,Локомотив Минск,4,2
15.10.2006,Дарида,Белшина Бобруйск,1,0
15.10.2006,МТЗ-РИПО Минск,Днепр Могилев,3,1
21.10.2006,Белшина Бобруйск,Неман Гродно,0,0
21.10.2006,Локомотив Минск,Динамо Минск,1,2
21.10.2006,Шахтер Солигорск,Динамо Брест,1,0
21.10.2006,Нафтан Новополоцк,МТЗ-РИПО Минск,2,1
21.10.2006,Гомель,Дарида,0,0
21.10.2006,Локомотив Витебск,БАТЭ Борисов,1,1
21.10.2006,Днепр Могилев,Торпедо Жодино,0,0
29.10.2006,МТЗ-РИПО Минск,Белшина Бобруйск,2,0
29.10.2006,Днепр Могилев,Шахтер Солигорск,0,2
29.10.2006,Динамо Минск,Локомотив Витебск,3,1
29.10.2006,Неман Гродно,Гомель,1,1
29.10.2006,Торпедо Жодино,Нафтан Новополоцк,2,0
29.10.2006,БАТЭ Борисов,Динамо Брест,3,0
29.10.2006,Дарида,Локомотив Минск,0,1
04.11.2006,Шахтер Солигорск,БАТЭ Борисов,3,2
04.11.2006,Белшина Бобруйск,Торпедо Жодино,1,3
04.11.2006,Неман Гродно,Локомотив Минск,1,0
04.11.2006,Динамо Брест,Динамо Минск,0,0
04.11.2006,Нафтан Новополоцк,Днепр Могилев,4,3
04.11.2006,Гомель,МТЗ-РИПО Минск,2,8
04.11.2006,Локомотив Витебск,Дарида,1,0
