date,team1,team2,score1,score2
06.05.2009,Днепр Могилев,Шахтер Солигорск,1,0
06.05.2009,Динамо Брест,Торпедо Жодино,2,2
06.05.2009,БАТЭ Борисов,Неман Гродно,6,0
06.05.2009,Сморгонь,Гранит Микашевичи,1,0
06.05.2009,Гомель,МТЗ-РИПО Минск,3,3
06.05.2009,Минск,Нафтан Новополоцк,2,0
06.05.2009,Динамо Минск,Витебск,2,1
10.05.2009,Неман Гродно,Динамо Брест,0,1
10.05.2009,Нафтан Новополоцк,Сморгонь,3,0
10.05.2009,МТЗ-РИПО Минск,Днепр Могилев,0,1
10.05.2009,Витебск,БАТЭ Борисов,0,2
10.05.2009,Шахтер Солигорск,Минск,0,5
10.05.2009,Гомель,Торпедо Жодино,2,1
10.05.2009,Гранит Микашевичи,Динамо Минск,2,1
16.05.2009,Неман Гродно,Витебск,1,0
16.05.2009,Динамо Минск,Нафтан Новополоцк,2,0
16.05.2009,БАТЭ Борисов,Гранит Микашевичи,1,1
16.05.2009,Сморгонь,Шахтер Солигорск,2,2
17.05.2009,Днепр Могилев,Торпедо Жодино,0,0
17.05.2009,Минск,МТЗ-РИПО Минск,1,2
17.05.2009,Динамо Брест,Гомель,3,1
23.05.2009,Гранит Микашевичи,Неман Гродно,3,0
23.05.2009,Гомель,Днепр Могилев,2,0
23.05.2009,МТЗ-РИПО Минск,Сморгонь,2,1
23.05.2009,Нафтан Новополоцк,БАТЭ Борисов,0,4
23.05.2009,Витебск,Динамо Брест,0,2
23.05.2009,Торпедо Жодино,Минск,1,0
23.05.2009,Шахтер Солигорск,Динамо Минск,1,1
27.05.2009,Неман Гродно,Нафтан Новополоцк,2,0
27.05.2009,БАТЭ Борисов,Шахтер Солигорск,2,3
30.05.2009,Витебск,Гранит Микашевичи,2,1
30.05.2009,Сморгонь,Торпедо Жодино,0,1
30.05.2009,Минск,Гомель,1,0
30.05.2009,Динамо Минск,МТЗ-РИПО Минск,5,0
30.05.2009,Динамо Брест,Днепр Могилев,0,0
26.06.2009,Гомель,Сморгонь,3,2
27.06.2009,Гранит Микашевичи,Динамо Брест,1,1
27.06.2009,Днепр Могилев,Минск,3,2
27.06.2009,МТЗ-РИПО Минск,БАТЭ Борисов,0,2
28.06.2009,Нафтан Новополоцк,Витебск,2,1
28.06.2009,Торпедо Жодино,Динамо Минск,0,0
28.06.2009,Шахтер Солигорск,Неман Гродно,2,0
04.07.2009,Витебск,Шахтер Солигорск,0,1
04.07.2009,Динамо Брест,Минск,1,2
04.07.2009,Гранит Микашевичи,Нафтан Новополоцк,0,2
04.07.2009,БАТЭ Борисов,Торпедо Жодино,3,0
04.07.2009,Сморгонь,Днепр Могилев,0,2
05.07.2009,Неман Гродно,МТЗ-РИПО Минск,2,1
05.07.2009,Динамо Минск,Гомель,1,2
10.07.2009,Гомель,БАТЭ Борисов,0,3
10.07.2009,Днепр Могилев,Динамо Минск,1,0
10.07.2009,Минск,Сморгонь,2,0
11.07.2009,Шахтер Солигорск,Гранит Микашевичи,0,0
11.07.2009,Торпедо Жодино,Неман Гродно,3,0
12.07.2009,МТЗ-РИПО Минск,Витебск,1,2
12.07.2009,Нафтан Новополоцк,Динамо Брест,0,1
01.08.2009,Динамо Брест,Сморгонь,1,1
01.08.2009,Днепр Могилев,БАТЭ Борисов,3,1
02.08.2009,МТЗ-РИПО Минск,Гранит Микашевичи,2,2
02.08.2009,Гомель,Неман Гродно,0,3
02.08.2009,Нафтан Новополоцк,Шахтер Солигорск,0,4
02.08.2009,Торпедо Жодино,Витебск,3,0
02.08.2009,Минск,Динамо Минск,0,0
16.08.2009,Нафтан Новополоцк,МТЗ-РИПО Минск,2,1
16.08.2009,Днепр Могилев,Неман Гродно,1,2
16.08.2009,БАТЭ Борисов,Минск,1,0
16.08.2009,Витебск,Гомель,1,0
16.08.2009,Шахтер Солигорск,Динамо Брест,1,1
16.08.2009,Торпедо Жодино,Гранит Микашевичи,1,3
16.08.2009,Динамо Минск,Сморгонь,1,1
22.08.2009,Днепр Могилев,Витебск,3,2
22.08.2009,Гомель,Гранит Микашевичи,1,1
22.08.2009,Минск,Неман Гродно,0,0
22.08.2009,Торпедо Жодино,Нафтан Новополоцк,0,1
23.08.2009,Динамо Брест,Динамо Минск,0,1
23.08.2009,МТЗ-РИПО Минск,Шахтер Солигорск,1,2
28.10.2009,Сморгонь,БАТЭ Борисов,0,0
30.08.2009,Торпедо Жодино,Шахтер Солигорск,1,2
30.08.2009,Неман Гродно,Сморгонь,1,1
30.08.2009,Гранит Микашевичи,Днепр Могилев,1,0
30.08.2009,Нафтан Новополоцк,Гомель,1,2
30.08.2009,МТЗ-РИПО Минск,Динамо Брест,1,1
30.08.2009,Витебск,Минск,1,0
31.08.2009,БАТЭ Борисов,Динамо Минск,1,1
13.09.2009,Днепр Могилев,Нафтан Новополоцк,2,1
13.09.2009,Сморгонь,Витебск,0,3
13.09.2009,Динамо Брест,БАТЭ Борисов,1,2
13.09.2009,Гомель,Шахтер Солигорск,2,1
13.09.2009,Минск,Гранит Микашевичи,1,0
13.09.2009,Динамо Минск,Неман Гродно,2,0
13.09.2009,Торпедо Жодино,МТЗ-РИПО Минск,2,1
19.09.2009,Шахтер Солигорск,Днепр Могилев,1,2
19.09.2009,Торпедо Жодино,Динамо Брест,1,2
19.09.2009,Витебск,Динамо Минск,2,3
19.09.2009,Нафтан Новополоцк,Минск,1,0
19.09.2009,МТЗ-РИПО Минск,Гомель,4,2
19.09.2009,Гранит Микашевичи,Сморгонь,1,1
20.09.2009,Неман Гродно,БАТЭ Борисов,1,2
23.09.2009,Минск,Шахтер Солигорск,1,1
23.09.2009,Динамо Брест,Неман Гродно,2,0
23.09.2009,Сморгонь,Нафтан Новополоцк,2,2
23.09.2009,Торпедо Жодино,Гомель,4,0
23.09.2009,Днепр Могилев,МТЗ-РИПО Минск,0,1
23.09.2009,Динамо Минск,Гранит Микашевичи,1,0
24.09.2009,БАТЭ Борисов,Витебск,3,1
27.09.2009,Шахтер Солигорск,Сморгонь,2,0
27.09.2009,Торпедо Жодино,Днепр Могилев,0,0
27.09.2009,Витебск,Неман Гродно,2,1
27.09.2009,Нафтан Новополоцк,Динамо Минск,0,2
27.09.2009,МТЗ-РИПО Минск,Минск,1,0
27.09.2009,Гомель,Динамо Брест,3,1
27.09.2009,Гранит Микашевичи,БАТЭ Борисов,1,3
04.10.2009,Неман Гродно,Гранит Микашевичи,0,0
04.10.2009,Динамо Минск,Шахтер Солигорск,0,1
04.10.2009,Минск,Торпедо Жодино,0,4
04.10.2009,Динамо Брест,Витебск,3,0
04.10.2009,Сморгонь,МТЗ-РИПО Минск,0,4
04.10.2009,Днепр Могилев,Гомель,2,0
05.10.2009,БАТЭ Борисов,Нафтан Новополоцк,4,0
17.10.2009,Торпедо Жодино,Сморгонь,1,2
17.10.2009,Днепр Могилев,Динамо Брест,0,0
17.10.2009,Гранит Микашевичи,Витебск,1,2
17.10.2009,Гомель,Минск,1,3
18.10.2009,Шахтер Солигорск,БАТЭ Борисов,0,1
18.10.2009,МТЗ-РИПО Минск,Динамо Минск,0,2
18.10.2009,Нафтан Новополоцк,Неман Гродно,2,0
24.10.2009,Минск,Днепр Могилев,2,1
24.10.2009,Неман Гродно,Шахтер Солигорск,2,1
24.10.2009,Динамо Брест,Гранит Микашевичи,3,1
24.10.2009,Сморгонь,Гомель,1,1
24.10.2009,Витебск,Нафтан Новополоцк,1,0
25.10.2009,БАТЭ Борисов,МТЗ-РИПО Минск,2,2
25.10.2009,Динамо Минск,Торпедо Жодино,0,0
01.11.2009,Гомель,Динамо Минск,1,2
01.11.2009,Минск,Динамо Брест,2,0
01.11.2009,Шахтер Солигорск,Витебск,3,0
01.11.2009,Торпедо Жодино,БАТЭ Борисов,1,1
01.11.2009,Днепр Могилев,Сморгонь,4,0
01.11.2009,Нафтан Новополоцк,Гранит Микашевичи,3,1
01.11.2009,МТЗ-РИПО Минск,Неман Гродно,0,2
08.11.2009,Динамо Брест,Нафтан Новополоцк,2,0
08.11.2009,Динамо Минск,Днепр Могилев,5,2
08.11.2009,Неман Гродно,Торпедо Жодино,1,0
08.11.2009,Гранит Микашевичи,Шахтер Солигорск,2,1
08.11.2009,Сморгонь,Минск,1,3
08.11.2009,БАТЭ Борисов,Гомель,3,0
08.11.2009,Витебск,МТЗ-РИПО Минск,1,1
