date,team1,team2,score1,score2
18.05.1998,Гомель,Торпедо-Кадино Могилев,0,0
18.05.1998,Неман Гродно,Динамо Брест,2,1
22.05.1998,Шахтер Солигорск,Неман Гродно,0,0
22.05.1998,БАТЭ Борисов,Гомель,1,1
22.05.1998,Молодечно,Коммунальник Слоним,5,2
22.05.1998,Торпедо Минск,Белшина Бобруйск,1,1
22.05.1998,Локомотив-96 Витебск,Динамо Минск,1,0
22.05.1998,Динамо Брест,Славия Мозырь,1,2
22.05.1998,Торпедо-Кадино Могилев,Динамо-93 Минск,3,1
22.05.1998,Днепр-Трансмаш,Нафтан-Девон Новополоцк,2,0
29.05.1998,Торпедо Минск,Торпедо-Кадино Могилев,2,2
30.05.1998,Белшина Бобруйск,Коммунальник Слоним,5,1
30.05.1998,Гомель,Динамо Брест,1,0
30.05.1998,Неман Гродно,Локомотив-96 Витебск,0,0
30.05.1998,Нафтан-Девон Новополоцк,Молодечно,5,1
30.05.1998,Динамо-93 Минск,БАТЭ Борисов,1,1
30.05.1998,Славия Мозырь,Шахтер Солигорск,4,1
30.05.1998,Динамо Минск,Днепр-Трансмаш,2,1
03.06.1998,Торпедо-Кадино Могилев,Белшина Бобруйск,0,2
03.06.1998,Молодечно,Динамо Минск,0,3
03.06.1998,Шахтер Солигорск,Гомель,1,2
03.06.1998,БАТЭ Борисов,Торпедо Минск,0,1
03.06.1998,Коммунальник Слоним,Нафтан-Девон Новополоцк,0,0
03.06.1998,Локомотив-96 Витебск,Славия Мозырь,3,0
03.06.1998,Динамо Брест,Динамо-93 Минск,3,1
04.06.1998,Днепр-Трансмаш,Неман Гродно,3,0
09.06.1998,Торпедо Минск,Динамо Брест,5,0
09.06.1998,Гомель,Локомотив-96 Витебск,3,0
09.06.1998,Динамо-93 Минск,Шахтер Солигорск,3,1
10.06.1998,Торпедо-Кадино Могилев,БАТЭ Борисов,3,1
10.06.1998,Неман Гродно,Молодечно,2,0
10.06.1998,Белшина Бобруйск,Нафтан-Девон Новополоцк,6,0
10.06.1998,Славия Мозырь,Днепр-Трансмаш,1,3
10.06.1998,Динамо Минск,Коммунальник Слоним,3,0
13.06.1998,Шахтер Солигорск,Торпедо Минск,0,3
13.06.1998,Локомотив-96 Витебск,Динамо-93 Минск,3,0
14.06.1998,Днепр-Трансмаш,Гомель,3,0
14.06.1998,БАТЭ Борисов,Белшина Бобруйск,1,0
14.06.1998,Нафтан-Девон Новополоцк,Динамо Минск,0,2
14.06.1998,Молодечно,Славия Мозырь,0,1
14.06.1998,Торпедо-Кадино Могилев,Динамо Брест,1,0
14.06.1998,Коммунальник Слоним,Неман Гродно,1,2
17.06.1998,Торпедо Минск,Локомотив-96 Витебск,0,1
18.06.1998,Неман Гродно,Нафтан-Девон Новополоцк,0,1
18.06.1998,Торпедо-Кадино Могилев,Шахтер Солигорск,1,1
18.06.1998,Славия Мозырь,Коммунальник Слоним,2,0
18.06.1998,БАТЭ Борисов,Динамо Брест,6,0
18.06.1998,Гомель,Молодечно,1,0
12.07.1998,Динамо-93 Минск,Днепр-Трансмаш,0,4
12.07.1998,Белшина Бобруйск,Динамо Минск,4,2
24.06.1998,Локомотив-96 Витебск,Торпедо-Кадино Могилев,1,1
24.06.1998,Днепр-Трансмаш,Торпедо Минск,1,0
25.06.1998,Коммунальник Слоним,Гомель,0,3
25.06.1998,Шахтер Солигорск,БАТЭ Борисов,3,5
25.06.1998,Нафтан-Девон Новополоцк,Славия Мозырь,0,1
25.06.1998,Молодечно,Динамо-93 Минск,1,1
25.06.1998,Белшина Бобруйск,Динамо Брест,2,0
25.06.1998,Динамо Минск,Неман Гродно,1,2
30.06.1998,Торпедо Минск,Молодечно,1,1
01.07.1998,Славия Мозырь,Динамо Минск,0,0
01.07.1998,Динамо Брест,Шахтер Солигорск,5,0
01.07.1998,Торпедо-Кадино Могилев,Днепр-Трансмаш,0,1
01.07.1998,Гомель,Нафтан-Девон Новополоцк,2,0
01.07.1998,Белшина Бобруйск,Неман Гродно,0,0
01.07.1998,БАТЭ Борисов,Локомотив-96 Витебск,1,3
01.07.1998,Динамо-93 Минск,Коммунальник Слоним,1,1
08.07.1998,Коммунальник Слоним,Торпедо Минск,0,0
08.07.1998,Днепр-Трансмаш,БАТЭ Борисов,1,0
08.07.1998,Неман Гродно,Славия Мозырь,1,1
08.07.1998,Шахтер Солигорск,Белшина Бобруйск,0,1
08.07.1998,Нафтан-Девон Новополоцк,Динамо-93 Минск,4,0
08.07.1998,Молодечно,Торпедо-Кадино Могилев,1,2
08.07.1998,Локомотив-96 Витебск,Динамо Брест,0,1
08.07.1998,Динамо Минск,Гомель,2,2
25.07.1998,Неман Гродно,Гомель,1,1
25.07.1998,Локомотив-96 Витебск,Шахтер Солигорск,1,2
25.07.1998,БАТЭ Борисов,Молодечно,3,0
25.07.1998,Нафтан-Девон Новополоцк,Торпедо Минск,1,5
25.07.1998,Белшина Бобруйск,Славия Мозырь,4,4
25.07.1998,Днепр-Трансмаш,Динамо Брест,2,0
25.07.1998,Коммунальник Слоним,Торпедо-Кадино Могилев,0,2
01.08.1998,БАТЭ Борисов,Коммунальник Слоним,1,0
01.08.1998,Динамо Брест,Молодечно,6,3
01.08.1998,Торпедо-Кадино Могилев,Нафтан-Девон Новополоцк,0,1
01.08.1998,Шахтер Солигорск,Днепр-Трансмаш,1,3
01.08.1998,Гомель,Славия Мозырь,0,0
02.08.1998,Локомотив-96 Витебск,Белшина Бобруйск,1,0
02.08.1998,Торпедо Минск,Динамо Минск,3,4
07.08.1998,Белшина Бобруйск,Гомель,2,0
07.08.1998,Динамо Минск,Торпедо-Кадино Могилев,2,1
08.08.1998,Коммунальник Слоним,Динамо Брест,1,0
08.08.1998,Неман Гродно,Торпедо Минск,0,0
08.08.1998,Молодечно,Шахтер Солигорск,0,1
08.08.1998,Нафтан-Девон Новополоцк,БАТЭ Борисов,0,1
08.08.1998,Днепр-Трансмаш,Локомотив-96 Витебск,2,0
14.08.1998,Торпедо-Кадино Могилев,Неман Гродно,0,0
15.08.1998,Шахтер Солигорск,Коммунальник Слоним,2,0
15.08.1998,Торпедо Минск,Славия Мозырь,0,0
15.08.1998,Динамо Брест,Нафтан-Девон Новополоцк,1,0
15.08.1998,Днепр-Трансмаш,Белшина Бобруйск,1,0
15.08.1998,БАТЭ Борисов,Динамо Минск,3,0
17.08.1998,Локомотив-96 Витебск,Молодечно,1,2
21.08.1998,Гомель,Торпедо Минск,2,1
21.08.1998,Нафтан-Девон Новополоцк,Шахтер Солигорск,4,4
21.08.1998,Неман Гродно,БАТЭ Борисов,1,2
21.08.1998,Славия Мозырь,Торпедо-Кадино Могилев,2,1
21.08.1998,Коммунальник Слоним,Локомотив-96 Витебск,2,3
21.08.1998,Молодечно,Днепр-Трансмаш,1,2
21.08.1998,Динамо Минск,Динамо Брест,0,5
25.08.1998,Неман Гродно,Шахтер Солигорск,2,3
25.08.1998,Славия Мозырь,Динамо Брест,1,2
25.08.1998,Белшина Бобруйск,Торпедо Минск,1,0
25.08.1998,Нафтан-Девон Новополоцк,Днепр-Трансмаш,0,1
25.08.1998,Гомель,БАТЭ Борисов,0,0
25.08.1998,Коммунальник Слоним,Молодечно,3,1
04.10.1998,Динамо Минск,Локомотив-96 Витебск,1,1
29.08.1998,Молодечно,Белшина Бобруйск,0,1
29.08.1998,Днепр-Трансмаш,Коммунальник Слоним,4,0
29.08.1998,Динамо Брест,Неман Гродно,1,2
29.08.1998,Торпедо-Кадино Могилев,Гомель,2,2
29.08.1998,БАТЭ Борисов,Славия Мозырь,2,0
30.08.1998,Шахтер Солигорск,Динамо Минск,0,1
31.08.1998,Локомотив-96 Витебск,Нафтан-Девон Новополоцк,2,1
08.09.1998,Торпедо-Кадино Могилев,Торпедо Минск,0,1
09.09.1998,Днепр-Трансмаш,Динамо Минск,3,1
09.09.1998,Динамо Брест,Гомель,2,1
09.09.1998,Локомотив-96 Витебск,Неман Гродно,3,0
09.09.1998,Коммунальник Слоним,Белшина Бобруйск,1,1
09.09.1998,Шахтер Солигорск,Славия Мозырь,2,2
09.09.1998,Молодечно,Нафтан-Девон Новополоцк,0,0
13.09.1998,Нафтан-Девон Новополоцк,Коммунальник Слоним,4,0
13.09.1998,Белшина Бобруйск,Торпедо-Кадино Могилев,2,1
13.09.1998,Торпедо Минск,БАТЭ Борисов,0,1
13.09.1998,Неман Гродно,Днепр-Трансмаш,0,1
13.09.1998,Славия Мозырь,Локомотив-96 Витебск,2,1
13.09.1998,Гомель,Шахтер Солигорск,2,1
13.09.1998,Динамо Минск,Молодечно,0,0
19.09.1998,Динамо Брест,Торпедо Минск,4,0
19.09.1998,Днепр-Трансмаш,Славия Мозырь,1,1
19.09.1998,Молодечно,Неман Гродно,1,2
19.09.1998,Локомотив-96 Витебск,Гомель,2,1
19.09.1998,БАТЭ Борисов,Торпедо-Кадино Могилев,4,1
19.09.1998,Коммунальник Слоним,Динамо Минск,1,0
19.09.1998,Нафтан-Девон Новополоцк,Белшина Бобруйск,0,1
27.09.1998,Славия Мозырь,Молодечно,1,2
27.09.1998,Гомель,Днепр-Трансмаш,1,2
27.09.1998,Динамо Брест,Торпедо-Кадино Могилев,1,1
27.09.1998,Динамо Минск,Нафтан-Девон Новополоцк,1,2
27.09.1998,Белшина Бобруйск,БАТЭ Борисов,4,0
27.09.1998,Неман Гродно,Коммунальник Слоним,2,0
27.09.1998,Торпедо Минск,Шахтер Солигорск,4,0
04.10.1998,Динамо Брест,БАТЭ Борисов,0,3
04.10.1998,Шахтер Солигорск,Торпедо-Кадино Могилев,3,1
04.10.1998,Локомотив-96 Витебск,Торпедо Минск,1,0
04.10.1998,Динамо Минск,Белшина Бобруйск,0,0
04.10.1998,Молодечно,Гомель,0,0
04.10.1998,Нафтан-Девон Новополоцк,Неман Гродно,5,2
04.10.1998,Коммунальник Слоним,Славия Мозырь,0,2
16.10.1998,Торпедо Минск,Днепр-Трансмаш,0,0
17.10.1998,Неман Гродно,Динамо Минск,1,4
17.10.1998,БАТЭ Борисов,Шахтер Солигорск,2,0
17.10.1998,Динамо Брест,Белшина Бобруйск,0,3
17.10.1998,Славия Мозырь,Нафтан-Девон Новополоцк,3,2
17.10.1998,Гомель,Коммунальник Слоним,2,1
17.10.1998,Торпедо-Кадино Могилев,Локомотив-96 Витебск,0,3
24.10.1998,Шахтер Солигорск,Динамо Брест,1,3
24.10.1998,Днепр-Трансмаш,Торпедо-Кадино Могилев,2,2
24.10.1998,Неман Гродно,Белшина Бобруйск,0,2
24.10.1998,Динамо Минск,Славия Мозырь,3,1
24.10.1998,Локомотив-96 Витебск,БАТЭ Борисов,0,0
24.10.1998,Нафтан-Девон Новополоцк,Гомель,2,0
24.10.1998,Молодечно,Торпедо Минск,0,1
31.10.1998,Гомель,Динамо Минск,4,3
31.10.1998,Динамо Брест,Локомотив-96 Витебск,0,1
31.10.1998,Торпедо-Кадино Могилев,Молодечно,0,1
31.10.1998,БАТЭ Борисов,Днепр-Трансмаш,1,0
31.10.1998,Славия Мозырь,Неман Гродно,3,2
31.10.1998,Торпедо Минск,Коммунальник Слоним,6,0
31.10.1998,Белшина Бобруйск,Шахтер Солигорск,2,1
