date,team1,team2,score1,score2
16.06.2004,БАТЭ Борисов,Локомотив Витебск,3,2
16.06.2004,Торпедо Жодино,Славия Мозырь,3,1
17.06.2004,Звезда-ВА-БГУ Минск,Дарида Ждановичи,1,1
23.06.2004,Локомотив Витебск,Динамо Брест,2,3
23.06.2004,Неман Гродно,Гомель,4,1
23.06.2004,Славия Мозырь,Звезда-ВА-БГУ Минск,0,0
23.06.2004,Торпедо-СКА Минск,Днепр-Трансмаш,5,1
23.06.2004,Белшина Бобруйск,БАТЭ Борисов,0,5
23.06.2004,Нафтан Новополоцк,МТЗ-РИПО Минск,2,2
24.06.2004,Дарида Ждановичи,Шахтер Солигорск,2,2
24.06.2004,Торпедо Жодино,Динамо Минск,0,1
29.06.2004,МТЗ-РИПО Минск,Неман Гродно,0,2
30.06.2004,Динамо Брест,Гомель,0,1
30.06.2004,Локомотив Витебск,Белшина Бобруйск,2,1
30.06.2004,Шахтер Солигорск,Славия Мозырь,2,1
30.06.2004,Днепр-Трансмаш,Нафтан Новополоцк,0,3
30.06.2004,Звезда-ВА-БГУ Минск,Динамо Минск,0,3
30.06.2004,БАТЭ Борисов,Дарида Ждановичи,4,1
30.06.2004,Торпедо Жодино,Торпедо-СКА Минск,1,0
05.07.2004,Белшина Бобруйск,Динамо Брест,0,0
05.07.2004,Неман Гродно,Днепр-Трансмаш,2,1
05.07.2004,Звезда-ВА-БГУ Минск,Торпедо-СКА Минск,1,0
05.07.2004,Дарида Ждановичи,Локомотив Витебск,0,3
05.07.2004,Гомель,МТЗ-РИПО Минск,2,1
05.07.2004,Нафтан Новополоцк,Торпедо Жодино,2,3
05.07.2004,Славия Мозырь,БАТЭ Борисов,0,1
07.07.2004,Динамо Минск,Шахтер Солигорск,1,0
09.07.2004,Днепр-Трансмаш,Гомель,1,2
10.07.2004,Торпедо Жодино,Неман Гродно,1,0
10.07.2004,Белшина Бобруйск,Дарида Ждановичи,2,2
10.07.2004,Звезда-ВА-БГУ Минск,Нафтан Новополоцк,2,4
10.07.2004,Динамо Брест,МТЗ-РИПО Минск,4,0
10.07.2004,Локомотив Витебск,Славия Мозырь,2,1
11.07.2004,Шахтер Солигорск,Торпедо-СКА Минск,0,0
12.08.2004,БАТЭ Борисов,Динамо Минск,1,1
17.07.2004,МТЗ-РИПО Минск,Днепр-Трансмаш,0,1
17.07.2004,Славия Мозырь,Белшина Бобруйск,2,1
17.07.2004,Дарида Ждановичи,Динамо Брест,0,1
17.07.2004,Неман Гродно,Звезда-ВА-БГУ Минск,2,0
19.07.2004,Нафтан Новополоцк,Шахтер Солигорск,0,1
19.07.2004,Торпедо-СКА Минск,БАТЭ Борисов,0,3
21.07.2004,Динамо Минск,Локомотив Витебск,2,1
25.07.2004,Гомель,Торпедо Жодино,3,0
01.08.2004,Динамо Брест,Днепр-Трансмаш,3,1
01.08.2004,МТЗ-РИПО Минск,Торпедо Жодино,0,5
01.08.2004,Гомель,Звезда-ВА-БГУ Минск,0,0
01.08.2004,Динамо Минск,Белшина Бобруйск,5,0
02.08.2004,Торпедо-СКА Минск,Локомотив Витебск,2,1
02.08.2004,Дарида Ждановичи,Славия Мозырь,3,0
03.08.2004,Неман Гродно,Шахтер Солигорск,1,2
03.08.2004,Нафтан Новополоцк,БАТЭ Борисов,0,2
07.08.2004,Славия Мозырь,Динамо Брест,1,0
07.08.2004,Звезда-ВА-БГУ Минск,МТЗ-РИПО Минск,3,0
07.08.2004,Дарида Ждановичи,Динамо Минск,0,4
07.08.2004,Торпедо Жодино,Днепр-Трансмаш,3,0
07.08.2004,Белшина Бобруйск,Торпедо-СКА Минск,0,1
08.08.2004,Шахтер Солигорск,Гомель,2,1
08.08.2004,БАТЭ Борисов,Неман Гродно,1,0
08.08.2004,Локомотив Витебск,Нафтан Новополоцк,1,0
22.08.2004,Гомель,БАТЭ Борисов,0,1
22.08.2004,Нафтан Новополоцк,Белшина Бобруйск,3,0
22.08.2004,Динамо Минск,Славия Мозырь,4,2
22.08.2004,Локомотив Витебск,Неман Гродно,1,2
22.08.2004,Днепр-Трансмаш,Звезда-ВА-БГУ Минск,2,1
22.08.2004,Динамо Брест,Торпедо Жодино,2,2
22.08.2004,Торпедо-СКА Минск,Дарида Ждановичи,1,0
22.08.2004,МТЗ-РИПО Минск,Шахтер Солигорск,1,4
26.08.2004,Звезда-ВА-БГУ Минск,Торпедо Жодино,0,2
26.08.2004,БАТЭ Борисов,МТЗ-РИПО Минск,3,0
26.08.2004,Дарида Ждановичи,Нафтан Новополоцк,1,3
26.08.2004,Славия Мозырь,Торпедо-СКА Минск,2,2
26.08.2004,Белшина Бобруйск,Неман Гродно,0,3
26.08.2004,Локомотив Витебск,Гомель,0,1
26.08.2004,Динамо Минск,Динамо Брест,3,0
26.08.2004,Шахтер Солигорск,Днепр-Трансмаш,1,0
30.08.2004,Торпедо Жодино,Шахтер Солигорск,1,2
30.08.2004,Нафтан Новополоцк,Славия Мозырь,3,1
30.08.2004,Гомель,Белшина Бобруйск,4,1
30.08.2004,Днепр-Трансмаш,БАТЭ Борисов,0,1
30.08.2004,Торпедо-СКА Минск,Динамо Минск,2,0
30.08.2004,Динамо Брест,Звезда-ВА-БГУ Минск,2,2
30.08.2004,Неман Гродно,Дарида Ждановичи,2,2
30.08.2004,МТЗ-РИПО Минск,Локомотив Витебск,6,0
12.09.2004,Торпедо-СКА Минск,Динамо Брест,2,3
12.09.2004,Локомотив Витебск,Днепр-Трансмаш,0,1
12.09.2004,Дарида Ждановичи,Гомель,1,1
12.09.2004,Динамо Минск,Нафтан Новополоцк,6,1
12.09.2004,БАТЭ Борисов,Торпедо Жодино,2,1
12.09.2004,Шахтер Солигорск,Звезда-ВА-БГУ Минск,1,0
12.09.2004,Славия Мозырь,Неман Гродно,1,3
12.09.2004,Белшина Бобруйск,МТЗ-РИПО Минск,1,2
16.09.2004,МТЗ-РИПО Минск,Дарида Ждановичи,2,0
17.09.2004,Торпедо Жодино,Локомотив Витебск,4,1
17.09.2004,Звезда-ВА-БГУ Минск,БАТЭ Борисов,0,2
17.09.2004,Неман Гродно,Динамо Минск,0,2
17.09.2004,Днепр-Трансмаш,Белшина Бобруйск,2,0
17.09.2004,Динамо Брест,Шахтер Солигорск,0,0
17.09.2004,Нафтан Новополоцк,Торпедо-СКА Минск,2,2
17.09.2004,Гомель,Славия Мозырь,2,1
21.09.2004,Белшина Бобруйск,Торпедо Жодино,0,1
21.09.2004,Динамо Минск,Гомель,1,0
21.09.2004,Локомотив Витебск,Звезда-ВА-БГУ Минск,2,1
21.09.2004,Нафтан Новополоцк,Динамо Брест,3,1
21.09.2004,БАТЭ Борисов,Шахтер Солигорск,0,1
21.09.2004,Дарида Ждановичи,Днепр-Трансмаш,1,1
21.09.2004,Торпедо-СКА Минск,Неман Гродно,1,2
21.09.2004,Славия Мозырь,МТЗ-РИПО Минск,1,1
29.09.2004,Шахтер Солигорск,Локомотив Витебск,4,1
29.09.2004,Торпедо Жодино,Дарида Ждановичи,2,0
29.09.2004,Гомель,Торпедо-СКА Минск,0,0
29.09.2004,Днепр-Трансмаш,Славия Мозырь,3,1
29.09.2004,Динамо Брест,БАТЭ Борисов,1,1
29.09.2004,Неман Гродно,Нафтан Новополоцк,0,2
29.09.2004,МТЗ-РИПО Минск,Динамо Минск,0,0
30.09.2004,Звезда-ВА-БГУ Минск,Белшина Бобруйск,2,1
03.10.2004,Славия Мозырь,Торпедо Жодино,0,2
03.10.2004,Локомотив Витебск,БАТЭ Борисов,0,1
03.10.2004,Торпедо-СКА Минск,МТЗ-РИПО Минск,0,0
03.10.2004,Неман Гродно,Динамо Брест,0,1
03.10.2004,Динамо Минск,Днепр-Трансмаш,2,1
03.10.2004,Нафтан Новополоцк,Гомель,1,0
04.10.2004,Дарида Ждановичи,Звезда-ВА-БГУ Минск,3,1
04.10.2004,Белшина Бобруйск,Шахтер Солигорск,1,2
16.10.2004,Звезда-ВА-БГУ Минск,Славия Мозырь,2,0
17.10.2004,БАТЭ Борисов,Белшина Бобруйск,2,1
17.10.2004,Шахтер Солигорск,Дарида Ждановичи,4,1
17.10.2004,МТЗ-РИПО Минск,Нафтан Новополоцк,2,1
17.10.2004,Динамо Минск,Торпедо Жодино,2,1
17.10.2004,Динамо Брест,Локомотив Витебск,0,1
17.10.2004,Гомель,Неман Гродно,1,0
17.10.2004,Днепр-Трансмаш,Торпедо-СКА Минск,1,0
21.10.2004,Славия Мозырь,Шахтер Солигорск,0,5
21.10.2004,Нафтан Новополоцк,Днепр-Трансмаш,0,2
21.10.2004,Динамо Минск,Звезда-ВА-БГУ Минск,4,0
21.10.2004,Гомель,Динамо Брест,1,1
21.10.2004,Дарида Ждановичи,БАТЭ Борисов,2,3
21.10.2004,Торпедо-СКА Минск,Торпедо Жодино,1,0
21.10.2004,Неман Гродно,МТЗ-РИПО Минск,0,0
21.10.2004,Белшина Бобруйск,Локомотив Витебск,2,1
25.10.2004,БАТЭ Борисов,Славия Мозырь,4,0
25.10.2004,МТЗ-РИПО Минск,Гомель,5,2
25.10.2004,Торпедо Жодино,Нафтан Новополоцк,3,1
25.10.2004,Шахтер Солигорск,Динамо Минск,0,1
25.10.2004,Локомотив Витебск,Дарида Ждановичи,1,3
25.10.2004,Динамо Брест,Белшина Бобруйск,2,2
25.10.2004,Днепр-Трансмаш,Неман Гродно,3,2
25.10.2004,Торпедо-СКА Минск,Звезда-ВА-БГУ Минск,0,1
31.10.2004,МТЗ-РИПО Минск,Динамо Брест,1,2
31.10.2004,Динамо Минск,БАТЭ Борисов,2,0
31.10.2004,Нафтан Новополоцк,Звезда-ВА-БГУ Минск,5,1
31.10.2004,Гомель,Днепр-Трансмаш,0,4
31.10.2004,Славия Мозырь,Локомотив Витебск,3,1
31.10.2004,Торпедо-СКА Минск,Шахтер Солигорск,0,0
31.10.2004,Неман Гродно,Торпедо Жодино,2,1
31.10.2004,Дарида Ждановичи,Белшина Бобруйск,1,0
07.11.2004,БАТЭ Борисов,Торпедо-СКА Минск,3,1
07.11.2004,Динамо Брест,Дарида Ждановичи,0,3
07.11.2004,Белшина Бобруйск,Славия Мозырь,0,0
07.11.2004,Торпедо Жодино,Гомель,4,0
07.11.2004,Шахтер Солигорск,Нафтан Новополоцк,1,0
07.11.2004,Локомотив Витебск,Динамо Минск,1,3
07.11.2004,Днепр-Трансмаш,МТЗ-РИПО Минск,1,1
07.11.2004,Звезда-ВА-БГУ Минск,Неман Гродно,0,3
11.11.2004,Локомотив Витебск,МТЗ-РИПО Минск,1,4
