date,team1,team2,score1,score2
06.06.2008,Гомель,Дарида,2,0
06.06.2008,Сморгонь,Локомотив Минск,0,0
06.06.2008,Неман Гродно,Динамо Брест,1,2
10.06.2008,БАТЭ Борисов,Гомель,2,0
10.06.2008,Динамо Брест,Гранит-Микашевичи,1,1
10.06.2008,Дарида,Торпедо Жодино,1,1
10.06.2008,МТЗ-РИПО Минск,Сморгонь,1,0
10.06.2008,Локомотив Минск,Нафтан Новополоцк,4,0
10.06.2008,Савит Могилев,Шахтер Солигорск,0,4
11.06.2008,Динамо Минск,Неман Гродно,3,0
11.06.2008,Витебск,Днепр Могилев,2,4
14.06.2008,Гомель,Торпедо Жодино,0,1
14.06.2008,Нафтан Новополоцк,МТЗ-РИПО Минск,2,3
14.06.2008,Шахтер Солигорск,Локомотив Минск,3,1
15.06.2008,БАТЭ Борисов,Савит Могилев,3,0
15.06.2008,Гранит-Микашевичи,Динамо Минск,2,3
15.06.2008,Днепр Могилев,Дарида,2,1
15.06.2008,Сморгонь,Динамо Брест,2,3
15.06.2008,Неман Гродно,Витебск,2,1
18.06.2008,МТЗ-РИПО Минск,Шахтер Солигорск,1,1
21.06.2008,Динамо Минск,Сморгонь,2,1
21.06.2008,Локомотив Минск,БАТЭ Борисов,0,3
21.06.2008,Торпедо Жодино,Днепр Могилев,0,0
21.06.2008,Витебск,Гранит-Микашевичи,2,1
21.06.2008,Динамо Брест,Нафтан Новополоцк,0,2
21.06.2008,Савит Могилев,Гомель,2,0
21.06.2008,Дарида,Неман Гродно,2,1
25.06.2008,Шахтер Солигорск,Динамо Брест,0,2
28.06.2008,Гомель,Днепр Могилев,4,3
28.06.2008,БАТЭ Борисов,МТЗ-РИПО Минск,4,3
28.06.2008,Сморгонь,Витебск,0,3
28.06.2008,Неман Гродно,Торпедо Жодино,1,0
28.06.2008,Савит Могилев,Локомотив Минск,2,1
28.06.2008,Нафтан Новополоцк,Динамо Минск,1,1
28.06.2008,Гранит-Микашевичи,Дарида,1,1
02.07.2008,Динамо Минск,Шахтер Солигорск,1,0
05.07.2008,Дарида,Сморгонь,0,1
05.07.2008,Динамо Брест,БАТЭ Борисов,1,3
05.07.2008,Локомотив Минск,Гомель,0,0
05.07.2008,Торпедо Жодино,Гранит-Микашевичи,0,2
05.07.2008,Витебск,Нафтан Новополоцк,1,1
05.07.2008,МТЗ-РИПО Минск,Савит Могилев,6,2
05.07.2008,Днепр Могилев,Неман Гродно,2,1
09.07.2008,Шахтер Солигорск,Витебск,2,1
10.07.2008,БАТЭ Борисов,Динамо Минск,2,0
11.07.2008,Гомель,Неман Гродно,2,2
12.07.2008,Локомотив Минск,МТЗ-РИПО Минск,0,3
12.07.2008,Нафтан Новополоцк,Дарида,1,0
12.07.2008,Гранит-Микашевичи,Днепр Могилев,2,3
12.07.2008,Савит Могилев,Динамо Брест,1,4
12.07.2008,Сморгонь,Торпедо Жодино,0,0
16.07.2008,Динамо Минск,Савит Могилев,3,2
19.07.2008,Торпедо Жодино,Нафтан Новополоцк,0,3
19.07.2008,Динамо Брест,Локомотив Минск,1,0
19.07.2008,Днепр Могилев,Сморгонь,5,0
19.07.2008,Дарида,Шахтер Солигорск,0,2
19.07.2008,Витебск,БАТЭ Борисов,0,2
19.07.2008,Неман Гродно,Гранит-Микашевичи,0,1
21.07.2008,МТЗ-РИПО Минск,Гомель,3,1
26.07.2008,Неман Гродно,Сморгонь,0,0
26.07.2008,Динамо Минск,Локомотив Минск,2,1
26.07.2008,Дарида,БАТЭ Борисов,0,2
26.07.2008,Днепр Могилев,Нафтан Новополоцк,1,1
26.07.2008,Динамо Брест,МТЗ-РИПО Минск,0,2
26.07.2008,Гомель,Гранит-Микашевичи,2,4
26.07.2008,Витебск,Савит Могилев,2,0
26.07.2008,Торпедо Жодино,Шахтер Солигорск,1,3
02.08.2008,Локомотив Минск,Витебск,0,3
02.08.2008,Нафтан Новополоцк,Неман Гродно,1,0
02.08.2008,Савит Могилев,Дарида,1,1
02.08.2008,Сморгонь,Гранит-Микашевичи,1,0
02.08.2008,Шахтер Солигорск,Днепр Могилев,0,0
04.08.2008,МТЗ-РИПО Минск,Динамо Минск,0,1
04.08.2008,Динамо Брест,Гомель,1,0
31.10.2008,БАТЭ Борисов,Торпедо Жодино,2,1
09.08.2008,Дарида,Локомотив Минск,0,2
09.08.2008,Гомель,Сморгонь,0,1
09.08.2008,Днепр Могилев,БАТЭ Борисов,3,3
10.08.2008,Динамо Минск,Динамо Брест,1,4
10.08.2008,Торпедо Жодино,Савит Могилев,1,0
10.08.2008,Гранит-Микашевичи,Нафтан Новополоцк,3,1
10.08.2008,Витебск,МТЗ-РИПО Минск,0,3
10.08.2008,Неман Гродно,Шахтер Солигорск,1,2
16.08.2008,Савит Могилев,Днепр Могилев,1,1
16.08.2008,МТЗ-РИПО Минск,Дарида,3,3
16.08.2008,Динамо Минск,Гомель,3,1
16.08.2008,Шахтер Солигорск,Гранит-Микашевичи,1,0
16.08.2008,Локомотив Минск,Торпедо Жодино,1,1
16.08.2008,Динамо Брест,Витебск,1,0
16.08.2008,Нафтан Новополоцк,Сморгонь,3,1
17.08.2008,БАТЭ Борисов,Неман Гродно,0,0
22.08.2008,Гранит-Микашевичи,БАТЭ Борисов,2,2
24.08.2008,Гомель,Нафтан Новополоцк,3,2
24.08.2008,Дарида,Динамо Брест,1,4
24.08.2008,Днепр Могилев,Локомотив Минск,2,1
24.08.2008,Сморгонь,Шахтер Солигорск,0,4
24.08.2008,Витебск,Динамо Минск,1,0
24.08.2008,Торпедо Жодино,МТЗ-РИПО Минск,0,2
24.08.2008,Неман Гродно,Савит Могилев,1,1
30.08.2008,Динамо Минск,Дарида,2,2
30.08.2008,Локомотив Минск,Неман Гродно,0,4
30.08.2008,Динамо Брест,Торпедо Жодино,2,0
30.08.2008,Савит Могилев,Гранит-Микашевичи,0,0
30.08.2008,МТЗ-РИПО Минск,Днепр Могилев,3,1
31.08.2008,БАТЭ Борисов,Сморгонь,2,2
31.08.2008,Шахтер Солигорск,Нафтан Новополоцк,3,0
31.08.2008,Витебск,Гомель,1,1
13.09.2008,Нафтан Новополоцк,БАТЭ Борисов,1,2
13.09.2008,Сморгонь,Савит Могилев,0,0
14.09.2008,Гомель,Шахтер Солигорск,2,6
14.09.2008,Дарида,Витебск,1,0
14.09.2008,Днепр Могилев,Динамо Брест,2,1
14.09.2008,Гранит-Микашевичи,Локомотив Минск,0,1
14.09.2008,Торпедо Жодино,Динамо Минск,0,1
14.09.2008,Неман Гродно,МТЗ-РИПО Минск,1,1
20.09.2008,МТЗ-РИПО Минск,Гранит-Микашевичи,2,0
20.09.2008,Динамо Минск,Днепр Могилев,1,0
20.09.2008,Дарида,Гомель,2,1
20.09.2008,Локомотив Минск,Сморгонь,1,2
20.09.2008,Динамо Брест,Неман Гродно,1,1
20.09.2008,Витебск,Торпедо Жодино,0,0
20.09.2008,Савит Могилев,Нафтан Новополоцк,1,4
21.09.2008,БАТЭ Борисов,Шахтер Солигорск,5,0
25.09.2008,Шахтер Солигорск,Савит Могилев,3,4
25.09.2008,Днепр Могилев,Витебск,1,1
25.09.2008,Гранит-Микашевичи,Динамо Брест,2,2
25.09.2008,Нафтан Новополоцк,Локомотив Минск,2,1
25.09.2008,Торпедо Жодино,Дарида,2,0
25.09.2008,Гомель,БАТЭ Борисов,0,2
25.09.2008,Неман Гродно,Динамо Минск,0,1
25.09.2008,Сморгонь,МТЗ-РИПО Минск,1,1
29.09.2008,Торпедо Жодино,Гомель,0,3
30.09.2008,Локомотив Минск,Шахтер Солигорск,0,4
30.09.2008,Динамо Брест,Сморгонь,0,0
30.09.2008,Дарида,Днепр Могилев,2,1
30.09.2008,Витебск,Неман Гродно,1,0
30.09.2008,МТЗ-РИПО Минск,Нафтан Новополоцк,0,2
30.09.2008,Динамо Минск,Гранит-Микашевичи,1,1
12.11.2008,Савит Могилев,БАТЭ Борисов,0,1
05.10.2008,Шахтер Солигорск,МТЗ-РИПО Минск,2,1
05.10.2008,Днепр Могилев,Торпедо Жодино,2,1
05.10.2008,Гомель,Савит Могилев,1,0
05.10.2008,Гранит-Микашевичи,Витебск,1,4
05.10.2008,Нафтан Новополоцк,Динамо Брест,0,0
05.10.2008,БАТЭ Борисов,Локомотив Минск,1,0
05.10.2008,Неман Гродно,Дарида,2,1
05.10.2008,Сморгонь,Динамо Минск,0,1
12.10.2008,Дарида,Гранит-Микашевичи,0,3
17.10.2008,МТЗ-РИПО Минск,БАТЭ Борисов,0,0
19.10.2008,Витебск,Сморгонь,2,0
19.10.2008,Днепр Могилев,Гомель,1,1
19.10.2008,Локомотив Минск,Савит Могилев,2,0
19.10.2008,Динамо Минск,Нафтан Новополоцк,3,0
19.10.2008,Торпедо Жодино,Неман Гродно,2,1
19.10.2008,Динамо Брест,Шахтер Солигорск,2,1
25.10.2008,Савит Могилев,МТЗ-РИПО Минск,1,2
25.10.2008,Гранит-Микашевичи,Торпедо Жодино,0,0
25.10.2008,Нафтан Новополоцк,Витебск,0,0
25.10.2008,БАТЭ Борисов,Динамо Брест,1,0
25.10.2008,Неман Гродно,Днепр Могилев,2,1
25.10.2008,Гомель,Локомотив Минск,1,0
25.10.2008,Сморгонь,Дарида,3,1
25.10.2008,Шахтер Солигорск,Динамо Минск,0,1
09.11.2008,Неман Гродно,Гомель,1,0
09.11.2008,Динамо Минск,БАТЭ Борисов,2,1
09.11.2008,Дарида,Нафтан Новополоцк,0,3
09.11.2008,Днепр Могилев,Гранит-Микашевичи,0,1
09.11.2008,Динамо Брест,Савит Могилев,4,1
09.11.2008,Витебск,Шахтер Солигорск,3,0
09.11.2008,Торпедо Жодино,Сморгонь,1,3
09.11.2008,МТЗ-РИПО Минск,Локомотив Минск,3,1
16.11.2008,Савит Могилев,Динамо Минск,1,4
16.11.2008,Гранит-Микашевичи,Неман Гродно,1,1
16.11.2008,Гомель,МТЗ-РИПО Минск,2,1
16.11.2008,Нафтан Новополоцк,Торпедо Жодино,0,0
16.11.2008,БАТЭ Борисов,Витебск,1,1
16.11.2008,Локомотив Минск,Динамо Брест,2,0
16.11.2008,Сморгонь,Днепр Могилев,1,0
16.11.2008,Шахтер Солигорск,Дарида,1,0
