date,team1,team2,score1,score2
15.05.2017,Торпедо-БелАЗ,Неман Гродно,1,1
15.05.2017,Днепр Могилев,Гомель,0,4
16.05.2017,Крумкачы Минск,Славия Мозырь,1,1
20.05.2017,БАТЭ Борисов,Динамо Минск,1,0
20.05.2017,Минск,Днепр Могилев,0,0
20.05.2017,Шахтер Солигорск,Слуцк,2,1
20.05.2017,Динамо Брест,Витебск,2,0
20.05.2017,Гомель,Нафтан Новополоцк,3,1
21.05.2017,Неман Гродно,Крумкачы Минск,2,0
21.05.2017,Городея,Торпедо-БелАЗ,3,2
21.05.2017,Славия Мозырь,Ислочь,2,3
24.05.2017,Динамо Минск,Шахтер Солигорск,2,2
24.05.2017,Днепр Могилев,Динамо Брест,1,0
26.05.2017,Городея,Неман Гродно,1,0
26.05.2017,Крумкачы Минск,Ислочь,2,0
26.05.2017,Витебск,БАТЭ Борисов,1,0
27.05.2017,Нафтан Новополоцк,Минск,0,1
27.05.2017,Слуцк,Славия Мозырь,0,0
27.05.2017,Торпедо-БелАЗ,Гомель,1,0
03.06.2017,Ислочь,Слуцк,1,2
03.06.2017,Городея,Крумкачы Минск,1,1
03.06.2017,Гомель,Неман Гродно,2,2
04.06.2017,БАТЭ Борисов,Днепр Могилев,2,1
04.06.2017,Минск,Торпедо-БелАЗ,0,0
04.06.2017,Шахтер Солигорск,Витебск,2,0
04.06.2017,Динамо Брест,Нафтан Новополоцк,2,0
04.06.2017,Славия Мозырь,Динамо Минск,0,2
15.06.2017,Неман Гродно,Минск,3,1
15.06.2017,Городея,Гомель,0,0
15.06.2017,Крумкачы Минск,Слуцк,1,1
16.06.2017,Динамо Минск,Ислочь,1,0
16.06.2017,Нафтан Новополоцк,БАТЭ Борисов,0,3
16.06.2017,Торпедо-БелАЗ,Динамо Брест,1,1
16.06.2017,Днепр Могилев,Шахтер Солигорск,0,1
17.06.2017,Витебск,Славия Мозырь,1,0
20.06.2017,Гомель,Крумкачы Минск,2,0
20.06.2017,БАТЭ Борисов,Торпедо-БелАЗ,0,0
20.06.2017,Минск,Городея,0,0
20.06.2017,Шахтер Солигорск,Нафтан Новополоцк,2,1
20.06.2017,Слуцк,Динамо Минск,0,3
21.06.2017,Славия Мозырь,Днепр Могилев,4,0
21.06.2017,Ислочь,Витебск,0,1
21.06.2017,Динамо Брест,Неман Гродно,0,2
24.06.2017,Гомель,Минск,2,1
24.06.2017,Крумкачы Минск,Динамо Минск,0,1
24.06.2017,Торпедо-БелАЗ,Шахтер Солигорск,1,2
25.06.2017,Неман Гродно,БАТЭ Борисов,0,1
25.06.2017,Витебск,Слуцк,0,1
25.06.2017,Городея,Динамо Брест,1,1
26.06.2017,Нафтан Новополоцк,Славия Мозырь,0,2
18.10.2017,Днепр Могилев,Ислочь,1,2
30.06.2017,Минск,Крумкачы Минск,0,0
01.07.2017,БАТЭ Борисов,Городея,2,0
01.07.2017,Ислочь,Нафтан Новополоцк,0,0
01.07.2017,Динамо Брест,Гомель,3,0
01.07.2017,Слуцк,Днепр Могилев,1,0
02.07.2017,Славия Мозырь,Торпедо-БелАЗ,0,3
02.07.2017,Динамо Минск,Витебск,1,3
03.07.2017,Шахтер Солигорск,Неман Гродно,0,0
29.07.2017,БАТЭ Борисов,Гомель,3,0
29.07.2017,Славия Мозырь,Неман Гродно,1,2
29.07.2017,Витебск,Крумкачы Минск,2,2
29.07.2017,Ислочь,Торпедо-БелАЗ,2,1
30.07.2017,Динамо Минск,Днепр Могилев,2,1
30.07.2017,Динамо Брест,Минск,4,0
30.07.2017,Шахтер Солигорск,Городея,4,0
31.07.2017,Слуцк,Нафтан Новополоцк,0,1
05.08.2017,Динамо Брест,Крумкачы Минск,3,0
05.08.2017,Городея,Славия Мозырь,0,0
05.08.2017,Днепр Могилев,Витебск,1,2
06.08.2017,Торпедо-БелАЗ,Слуцк,1,1
06.08.2017,Минск,БАТЭ Борисов,1,0
06.08.2017,Неман Гродно,Ислочь,1,1
07.08.2017,Нафтан Новополоцк,Динамо Минск,0,4
07.08.2017,Гомель,Шахтер Солигорск,0,0
11.08.2017,БАТЭ Борисов,Динамо Брест,1,0
11.08.2017,Ислочь,Городея,0,4
12.08.2017,Крумкачы Минск,Днепр Могилев,0,0
12.08.2017,Слуцк,Неман Гродно,1,2
12.08.2017,Витебск,Нафтан Новополоцк,2,0
13.08.2017,Динамо Минск,Торпедо-БелАЗ,1,0
13.08.2017,Славия Мозырь,Гомель,1,1
13.08.2017,Шахтер Солигорск,Минск,3,0
18.08.2017,Нафтан Новополоцк,Днепр Могилев,0,1
18.08.2017,Гомель,Ислочь,0,1
19.08.2017,Городея,Слуцк,1,1
19.08.2017,Торпедо-БелАЗ,Витебск,2,0
20.08.2017,Минск,Славия Мозырь,2,2
20.08.2017,БАТЭ Борисов,Крумкачы Минск,2,3
20.08.2017,Неман Гродно,Динамо Минск,0,1
20.08.2017,Динамо Брест,Шахтер Солигорск,2,2
25.08.2017,Днепр Могилев,Торпедо-БелАЗ,0,5
25.08.2017,Крумкачы Минск,Нафтан Новополоцк,2,2
26.08.2017,Слуцк,Гомель,1,0
26.08.2017,Витебск,Неман Гродно,2,2
26.08.2017,Ислочь,Минск,0,0
27.08.2017,Славия Мозырь,Динамо Брест,1,2
27.08.2017,Шахтер Солигорск,БАТЭ Борисов,0,4
27.08.2017,Динамо Минск,Городея,4,2
08.09.2017,Гомель,Динамо Минск,0,1
09.09.2017,Шахтер Солигорск,Крумкачы Минск,2,0
09.09.2017,БАТЭ Борисов,Славия Мозырь,2,0
10.09.2017,Городея,Витебск,3,2
10.09.2017,Минск,Слуцк,1,1
10.09.2017,Динамо Брест,Ислочь,4,1
11.09.2017,Неман Гродно,Днепр Могилев,2,0
11.09.2017,Торпедо-БелАЗ,Нафтан Новополоцк,1,1
16.09.2017,Днепр Могилев,Городея,2,2
16.09.2017,Крумкачы Минск,Торпедо-БелАЗ,0,3
16.09.2017,Витебск,Гомель,1,0
16.09.2017,Динамо Минск,Минск,1,0
17.09.2017,Славия Мозырь,Шахтер Солигорск,0,3
17.09.2017,Слуцк,Динамо Брест,1,0
17.09.2017,Нафтан Новополоцк,Неман Гродно,3,2
18.09.2017,Ислочь,БАТЭ Борисов,0,2
22.09.2017,Гомель,Днепр Могилев,0,0
22.09.2017,Динамо Брест,Динамо Минск,1,0
23.09.2017,БАТЭ Борисов,Слуцк,6,0
23.09.2017,Шахтер Солигорск,Ислочь,4,0
24.09.2017,Минск,Витебск,0,0
24.09.2017,Неман Гродно,Торпедо-БелАЗ,0,1
24.09.2017,Славия Мозырь,Крумкачы Минск,3,1
24.09.2017,Городея,Нафтан Новополоцк,2,0
29.09.2017,Витебск,Динамо Брест,2,2
29.09.2017,Ислочь,Славия Мозырь,1,0
30.09.2017,Нафтан Новополоцк,Гомель,0,3
30.09.2017,Крумкачы Минск,Неман Гродно,2,2
30.09.2017,Днепр Могилев,Минск,1,1
01.10.2017,Торпедо-БелАЗ,Городея,3,2
01.10.2017,Слуцк,Шахтер Солигорск,0,2
01.10.2017,Динамо Минск,БАТЭ Борисов,0,1
13.10.2017,Неман Гродно,Городея,2,1
14.10.2017,Ислочь,Крумкачы Минск,1,1
14.10.2017,Шахтер Солигорск,Динамо Минск,0,1
15.10.2017,Минск,Нафтан Новополоцк,2,2
15.10.2017,БАТЭ Борисов,Витебск,3,1
15.10.2017,Славия Мозырь,Слуцк,1,2
15.10.2017,Динамо Брест,Днепр Могилев,3,0
16.10.2017,Гомель,Торпедо-БелАЗ,0,1
20.10.2017,Крумкачы Минск,Городея,0,3
21.10.2017,Нафтан Новополоцк,Динамо Брест,0,4
21.10.2017,Неман Гродно,Гомель,3,0
22.10.2017,Слуцк,Ислочь,1,3
22.10.2017,Витебск,Шахтер Солигорск,1,2
22.10.2017,Динамо Минск,Славия Мозырь,0,0
23.10.2017,Торпедо-БелАЗ,Минск,1,1
23.10.2017,Днепр Могилев,БАТЭ Борисов,0,2
27.10.2017,Шахтер Солигорск,Днепр Могилев,2,1
28.10.2017,БАТЭ Борисов,Нафтан Новополоцк,1,1
28.10.2017,Гомель,Городея,0,0
28.10.2017,Слуцк,Крумкачы Минск,2,0
28.10.2017,Ислочь,Динамо Минск,1,5
29.10.2017,Славия Мозырь,Витебск,0,1
29.10.2017,Динамо Брест,Торпедо-БелАЗ,1,0
29.10.2017,Минск,Неман Гродно,0,1
03.11.2017,Витебск,Ислочь,0,2
03.11.2017,Днепр Могилев,Славия Мозырь,5,3
04.11.2017,Нафтан Новополоцк,Шахтер Солигорск,1,5
04.11.2017,Неман Гродно,Динамо Брест,0,2
04.11.2017,Крумкачы Минск,Гомель,0,1
05.11.2017,Городея,Минск,1,1
05.11.2017,Динамо Минск,Слуцк,2,0
06.11.2017,Торпедо-БелАЗ,БАТЭ Борисов,2,4
18.11.2017,Динамо Минск,Крумкачы Минск,1,0
18.11.2017,БАТЭ Борисов,Неман Гродно,3,1
18.11.2017,Славия Мозырь,Нафтан Новополоцк,1,2
18.11.2017,Слуцк,Витебск,2,3
18.11.2017,Динамо Брест,Городея,1,1
18.11.2017,Шахтер Солигорск,Торпедо-БелАЗ,1,2
18.11.2017,Ислочь,Днепр Могилев,1,0
18.11.2017,Минск,Гомель,0,2
26.11.2017,Городея,БАТЭ Борисов,3,3
26.11.2017,Витебск,Динамо Минск,1,4
26.11.2017,Крумкачы Минск,Минск,2,1
26.11.2017,Нафтан Новополоцк,Ислочь,1,2
26.11.2017,Неман Гродно,Шахтер Солигорск,3,1
26.11.2017,Гомель,Динамо Брест,0,1
26.11.2017,Днепр Могилев,Слуцк,0,0
26.11.2017,Торпедо-БелАЗ,Славия Мозырь,2,0
