date,team1,team2,score1,score2
17.05.2016,Крумкачы Минск,Динамо Минск,4,1
17.05.2016,Неман Гродно,Ислочь,2,1
22.05.2016,Динамо Минск,Витебск,1,0
22.05.2016,Славия Мозырь,Неман Гродно,1,0
22.05.2016,Шахтер Солигорск,Динамо Брест,3,1
23.05.2016,Городея,Минск,1,2
23.05.2016,Слуцк,Крумкачы Минск,2,0
23.05.2016,Нафтан Новополоцк,Гранит Микашевичи,1,1
25.05.2016,Торпедо-БелАЗ,Белшина Бобруйск,2,2
07.07.2016,Ислочь,БАТЭ Борисов,1,3
03.06.2016,Витебск,Слуцк,2,0
03.06.2016,Белшина Бобруйск,Городея,0,2
04.06.2016,Динамо Брест,Динамо Минск,1,4
04.06.2016,Крумкачы Минск,Нафтан Новополоцк,2,0
04.06.2016,Неман Гродно,Торпедо-БелАЗ,0,3
05.06.2016,Ислочь,Славия Мозырь,0,1
05.06.2016,БАТЭ Борисов,Гранит Микашевичи,4,0
05.06.2016,Минск,Шахтер Солигорск,1,0
09.06.2016,Городея,Неман Гродно,2,1
09.06.2016,Гранит Микашевичи,Крумкачы Минск,1,1
09.06.2016,Слуцк,Динамо Брест,0,1
09.06.2016,Нафтан Новополоцк,Витебск,1,2
10.06.2016,Динамо Минск,Минск,1,0
10.06.2016,Славия Мозырь,БАТЭ Борисов,2,1
10.06.2016,Шахтер Солигорск,Белшина Бобруйск,3,0
10.06.2016,Торпедо-БелАЗ,Ислочь,1,1
15.06.2016,Витебск,Гранит Микашевичи,0,1
15.06.2016,Белшина Бобруйск,Динамо Минск,1,2
15.06.2016,Динамо Брест,Нафтан Новополоцк,1,1
15.06.2016,Славия Мозырь,Торпедо-БелАЗ,0,1
15.06.2016,БАТЭ Борисов,Крумкачы Минск,5,0
15.06.2016,Минск,Слуцк,5,2
16.06.2016,Ислочь,Городея,2,0
16.06.2016,Неман Гродно,Шахтер Солигорск,0,1
19.06.2016,Торпедо-БелАЗ,БАТЭ Борисов,1,2
19.06.2016,Нафтан Новополоцк,Минск,1,1
19.06.2016,Гранит Микашевичи,Динамо Брест,2,1
19.06.2016,Слуцк,Белшина Бобруйск,2,1
19.06.2016,Крумкачы Минск,Витебск,1,0
20.06.2016,Динамо Минск,Неман Гродно,0,1
20.06.2016,Городея,Славия Мозырь,4,2
20.06.2016,Шахтер Солигорск,Ислочь,3,0
24.06.2016,Минск,Гранит Микашевичи,0,0
24.06.2016,Динамо Брест,Крумкачы Минск,1,2
25.06.2016,БАТЭ Борисов,Витебск,1,0
25.06.2016,Ислочь,Динамо Минск,3,1
25.06.2016,Белшина Бобруйск,Нафтан Новополоцк,1,0
25.06.2016,Славия Мозырь,Шахтер Солигорск,1,1
26.06.2016,Торпедо-БелАЗ,Городея,1,3
26.06.2016,Неман Гродно,Слуцк,0,0
01.07.2016,Крумкачы Минск,Минск,0,1
02.07.2016,Нафтан Новополоцк,Неман Гродно,2,0
02.07.2016,Витебск,Динамо Брест,1,0
02.07.2016,Городея,БАТЭ Борисов,1,1
02.07.2016,Слуцк,Ислочь,2,2
03.07.2016,Динамо Минск,Славия Мозырь,1,0
03.07.2016,Гранит Микашевичи,Белшина Бобруйск,0,4
04.07.2016,Шахтер Солигорск,Торпедо-БелАЗ,3,0
29.07.2016,Слуцк,Славия Мозырь,1,0
29.07.2016,Гранит Микашевичи,Неман Гродно,0,1
29.07.2016,БАТЭ Борисов,Динамо Брест,2,0
30.07.2016,Нафтан Новополоцк,Ислочь,0,2
31.07.2016,Витебск,Минск,0,0
31.07.2016,Крумкачы Минск,Белшина Бобруйск,2,1
31.07.2016,Шахтер Солигорск,Городея,2,2
08.10.2016,Динамо Минск,Торпедо-БелАЗ,1,1
06.08.2016,Славия Мозырь,Нафтан Новополоцк,2,0
06.08.2016,Ислочь,Гранит Микашевичи,3,2
07.08.2016,Минск,Динамо Брест,0,1
07.08.2016,Неман Гродно,Крумкачы Минск,2,2
08.08.2016,Шахтер Солигорск,БАТЭ Борисов,0,2
08.08.2016,Витебск,Белшина Бобруйск,1,0
08.08.2016,Городея,Динамо Минск,0,0
08.08.2016,Торпедо-БелАЗ,Слуцк,2,0
12.08.2016,Витебск,Неман Гродно,1,1
12.08.2016,Крумкачы Минск,Ислочь,0,1
13.08.2016,Динамо Минск,Шахтер Солигорск,1,3
13.08.2016,БАТЭ Борисов,Минск,3,1
13.08.2016,Динамо Брест,Белшина Бобруйск,2,1
14.08.2016,Нафтан Новополоцк,Торпедо-БелАЗ,1,3
14.08.2016,Слуцк,Городея,1,1
14.08.2016,Гранит Микашевичи,Славия Мозырь,0,0
19.08.2016,Славия Мозырь,Крумкачы Минск,1,0
19.08.2016,Неман Гродно,Динамо Брест,0,4
20.08.2016,Городея,Нафтан Новополоцк,3,0
20.08.2016,Торпедо-БелАЗ,Гранит Микашевичи,5,0
21.08.2016,Белшина Бобруйск,Минск,0,2
21.08.2016,Динамо Минск,БАТЭ Борисов,1,1
21.08.2016,Ислочь,Витебск,0,0
21.08.2016,Шахтер Солигорск,Слуцк,0,0
26.08.2016,Крумкачы Минск,Торпедо-БелАЗ,0,2
26.08.2016,Динамо Брест,Ислочь,1,1
27.08.2016,Минск,Неман Гродно,0,1
27.08.2016,Городея,Гранит Микашевичи,2,0
27.08.2016,Витебск,Славия Мозырь,1,1
28.08.2016,Нафтан Новополоцк,Шахтер Солигорск,1,1
28.08.2016,Слуцк,Динамо Минск,1,1
28.08.2016,БАТЭ Борисов,Белшина Бобруйск,2,1
09.09.2016,Торпедо-БелАЗ,Витебск,1,2
10.09.2016,Слуцк,БАТЭ Борисов,0,2
10.09.2016,Славия Мозырь,Динамо Брест,1,4
10.09.2016,Городея,Крумкачы Минск,1,1
10.09.2016,Динамо Минск,Нафтан Новополоцк,3,1
10.09.2016,Ислочь,Минск,0,4
10.09.2016,Шахтер Солигорск,Гранит Микашевичи,4,0
10.09.2016,Неман Гродно,Белшина Бобруйск,1,0
16.09.2016,Минск,Славия Мозырь,6,2
16.09.2016,Слуцк,Нафтан Новополоцк,1,1
17.09.2016,БАТЭ Борисов,Неман Гродно,4,0
17.09.2016,Торпедо-БелАЗ,Динамо Брест,0,1
17.09.2016,Белшина Бобруйск,Ислочь,0,0
17.09.2016,Динамо Минск,Гранит Микашевичи,5,0
17.09.2016,Витебск,Городея,1,1
18.09.2016,Крумкачы Минск,Шахтер Солигорск,0,1
25.09.2016,Динамо Минск,Крумкачы Минск,2,0
25.09.2016,Ислочь,Неман Гродно,0,0
25.09.2016,БАТЭ Борисов,Нафтан Новополоцк,4,1
25.09.2016,Торпедо-БелАЗ,Минск,0,0
25.09.2016,Шахтер Солигорск,Витебск,1,0
25.09.2016,Слуцк,Гранит Микашевичи,0,1
26.09.2016,Городея,Динамо Брест,1,1
26.09.2016,Славия Мозырь,Белшина Бобруйск,0,2
30.09.2016,Неман Гродно,Славия Мозырь,3,1
30.09.2016,Крумкачы Минск,Слуцк,0,3
01.10.2016,Белшина Бобруйск,Торпедо-БелАЗ,1,3
01.10.2016,Гранит Микашевичи,Нафтан Новополоцк,1,3
02.10.2016,Витебск,Динамо Минск,0,2
02.10.2016,БАТЭ Борисов,Ислочь,4,1
02.10.2016,Динамо Брест,Шахтер Солигорск,1,2
02.10.2016,Минск,Городея,3,1
14.10.2016,Гранит Микашевичи,БАТЭ Борисов,0,1
14.10.2016,Нафтан Новополоцк,Крумкачы Минск,1,0
15.10.2016,Динамо Минск,Динамо Брест,2,1
15.10.2016,Торпедо-БелАЗ,Неман Гродно,1,0
15.10.2016,Шахтер Солигорск,Минск,0,0
15.10.2016,Славия Мозырь,Ислочь,2,1
16.10.2016,Городея,Белшина Бобруйск,1,1
16.10.2016,Слуцк,Витебск,2,1
21.10.2016,Крумкачы Минск,Гранит Микашевичи,2,1
22.10.2016,Неман Гродно,Городея,3,0
22.10.2016,Ислочь,Торпедо-БелАЗ,3,2
22.10.2016,Витебск,Нафтан Новополоцк,2,0
23.10.2016,БАТЭ Борисов,Славия Мозырь,0,0
23.10.2016,Динамо Брест,Слуцк,0,0
23.10.2016,Белшина Бобруйск,Шахтер Солигорск,0,1
23.10.2016,Минск,Динамо Минск,0,0
28.10.2016,Крумкачы Минск,БАТЭ Борисов,0,3
29.10.2016,Динамо Минск,Белшина Бобруйск,3,1
29.10.2016,Нафтан Новополоцк,Динамо Брест,1,0
29.10.2016,Шахтер Солигорск,Неман Гродно,1,0
29.10.2016,Гранит Микашевичи,Витебск,0,3
30.10.2016,Торпедо-БелАЗ,Славия Мозырь,2,0
30.10.2016,Слуцк,Минск,0,1
30.10.2016,Городея,Ислочь,0,0
05.11.2016,Динамо Брест,Гранит Микашевичи,1,0
05.11.2016,Витебск,Крумкачы Минск,2,1
05.11.2016,БАТЭ Борисов,Торпедо-БелАЗ,1,2
05.11.2016,Минск,Нафтан Новополоцк,4,0
06.11.2016,Белшина Бобруйск,Слуцк,0,0
06.11.2016,Ислочь,Шахтер Солигорск,1,3
06.11.2016,Неман Гродно,Динамо Минск,2,3
07.11.2016,Славия Мозырь,Городея,3,3
19.11.2016,Витебск,БАТЭ Борисов,2,1
19.11.2016,Динамо Минск,Ислочь,1,0
19.11.2016,Нафтан Новополоцк,Белшина Бобруйск,2,2
19.11.2016,Крумкачы Минск,Динамо Брест,0,0
19.11.2016,Шахтер Солигорск,Славия Мозырь,5,1
19.11.2016,Слуцк,Неман Гродно,0,0
19.11.2016,Гранит Микашевичи,Минск,0,7
19.11.2016,Городея,Торпедо-БелАЗ,3,3
27.11.2016,Славия Мозырь,Динамо Минск,1,0
27.11.2016,Динамо Брест,Витебск,3,0
27.11.2016,БАТЭ Борисов,Городея,5,0
27.11.2016,Белшина Бобруйск,Гранит Микашевичи,1,1
27.11.2016,Ислочь,Слуцк,2,0
27.11.2016,Торпедо-БелАЗ,Шахтер Солигорск,1,1
27.11.2016,Минск,Крумкачы Минск,1,0
27.11.2016,Неман Гродно,Нафтан Новополоцк,0,1
