date,team1,team2,score1,score2
29.07.2007,Нафтан Новополоцк,Гомель,1,0
29.07.2007,Днепр Могилев,Витебск,1,2
29.07.2007,Шахтер Солигорск,Дарида,3,1
29.07.2007,Минск,Сморгонь,1,0
31.10.2007,Неман Гродно,БАТЭ Борисов,1,0
05.08.2007,Торпедо Жодино,Днепр Могилев,2,0
05.08.2007,Гомель,Шахтер Солигорск,1,1
05.08.2007,Витебск,Минск,1,0
05.08.2007,Дарида,МТЗ-РИПО Минск,1,1
05.08.2007,Нафтан Новополоцк,Неман Гродно,1,0
05.08.2007,Сморгонь,БАТЭ Борисов,1,0
06.08.2007,Динамо Брест,Динамо Минск,2,2
11.08.2007,БАТЭ Борисов,Витебск,4,1
11.08.2007,Динамо Минск,Дарида,2,1
11.08.2007,Минск,Торпедо Жодино,0,0
11.08.2007,Неман Гродно,Сморгонь,0,1
11.08.2007,Шахтер Солигорск,Нафтан Новополоцк,3,1
11.08.2007,Днепр Могилев,Динамо Брест,3,1
12.08.2007,МТЗ-РИПО Минск,Гомель,1,1
24.08.2007,Торпедо Жодино,БАТЭ Борисов,0,1
25.08.2007,Динамо Брест,Минск,0,0
25.08.2007,Гомель,Динамо Минск,4,4
25.08.2007,Витебск,Сморгонь,1,0
25.08.2007,Дарида,Днепр Могилев,2,1
25.08.2007,Шахтер Солигорск,Неман Гродно,1,1
26.08.2007,Нафтан Новополоцк,МТЗ-РИПО Минск,2,2
01.09.2007,Минск,Дарида,0,2
01.09.2007,Неман Гродно,Витебск,2,1
01.09.2007,Днепр Могилев,Гомель,2,0
01.09.2007,Сморгонь,Торпедо Жодино,0,0
01.09.2007,МТЗ-РИПО Минск,Шахтер Солигорск,1,3
02.09.2007,БАТЭ Борисов,Динамо Брест,2,1
26.09.2007,Динамо Минск,Нафтан Новополоцк,3,0
16.09.2007,Нафтан Новополоцк,Днепр Могилев,1,0
16.09.2007,МТЗ-РИПО Минск,Неман Гродно,1,1
16.09.2007,Динамо Брест,Сморгонь,4,0
16.09.2007,Гомель,Минск,1,0
16.09.2007,Шахтер Солигорск,Динамо Минск,2,2
16.09.2007,Торпедо Жодино,Витебск,2,0
16.09.2007,Дарида,БАТЭ Борисов,1,0
22.09.2007,Неман Гродно,Торпедо Жодино,0,1
22.09.2007,Минск,Нафтан Новополоцк,1,2
22.09.2007,Днепр Могилев,Шахтер Солигорск,2,3
22.09.2007,Витебск,Динамо Брест,3,1
22.09.2007,Динамо Минск,МТЗ-РИПО Минск,0,1
22.09.2007,Дарида,Сморгонь,1,0
24.09.2007,БАТЭ Борисов,Гомель,2,0
30.09.2007,Нафтан Новополоцк,БАТЭ Борисов,2,2
30.09.2007,Динамо Минск,Неман Гродно,0,0
30.09.2007,Гомель,Сморгонь,1,0
30.09.2007,Шахтер Солигорск,Минск,1,1
30.09.2007,МТЗ-РИПО Минск,Днепр Могилев,2,3
30.09.2007,Динамо Брест,Торпедо Жодино,1,0
01.10.2007,Дарида,Витебск,2,3
06.10.2007,Торпедо Жодино,Дарида,4,2
06.10.2007,Минск,МТЗ-РИПО Минск,1,2
06.10.2007,Витебск,Гомель,0,0
06.10.2007,Неман Гродно,Динамо Брест,1,0
06.10.2007,Днепр Могилев,Динамо Минск,1,1
06.10.2007,Сморгонь,Нафтан Новополоцк,1,1
07.10.2007,БАТЭ Борисов,Шахтер Солигорск,1,0
21.10.2007,Гомель,Торпедо Жодино,1,1
21.10.2007,Шахтер Солигорск,Сморгонь,3,0
21.10.2007,Неман Гродно,Днепр Могилев,0,0
21.10.2007,Дарида,Динамо Брест,1,2
21.10.2007,Нафтан Новополоцк,Витебск,0,0
21.10.2007,МТЗ-РИПО Минск,БАТЭ Борисов,0,0
22.10.2007,Динамо Минск,Минск,1,0
27.10.2007,Сморгонь,МТЗ-РИПО Минск,0,1
27.10.2007,Торпедо Жодино,Нафтан Новополоцк,1,2
27.10.2007,Неман Гродно,Дарида,0,3
27.10.2007,БАТЭ Борисов,Динамо Минск,3,0
27.10.2007,Витебск,Шахтер Солигорск,1,2
27.10.2007,Динамо Брест,Гомель,0,2
27.10.2007,Минск,Днепр Могилев,0,0
04.11.2007,Динамо Минск,Сморгонь,2,0
04.11.2007,Минск,Неман Гродно,2,1
04.11.2007,Нафтан Новополоцк,Динамо Брест,0,0
04.11.2007,МТЗ-РИПО Минск,Витебск,0,1
04.11.2007,Днепр Могилев,БАТЭ Борисов,1,2
04.11.2007,Гомель,Дарида,4,0
04.11.2007,Шахтер Солигорск,Торпедо Жодино,0,2
09.11.2007,БАТЭ Борисов,Минск,1,2
10.11.2007,Витебск,Динамо Минск,1,1
10.11.2007,Динамо Брест,Шахтер Солигорск,0,1
10.11.2007,Неман Гродно,Гомель,0,1
10.11.2007,Сморгонь,Днепр Могилев,1,0
10.11.2007,Торпедо Жодино,МТЗ-РИПО Минск,1,0
10.11.2007,Дарида,Нафтан Новополоцк,0,2
