date,team1,team2,score1,score2
14.09.2015,Динамо Брест,Белшина Бобруйск,2,1
14.09.2015,Минск,Гомель,1,0
19.09.2015,Славия Мозырь,Нафтан Новополоцк,0,3
19.09.2015,Слуцк,Динамо Брест,1,1
20.09.2015,Белшина Бобруйск,Шахтер Солигорск,3,1
20.09.2015,Гомель,Гранит Микашевичи,1,2
20.09.2015,БАТЭ Борисов,Торпедо-БелАЗ,1,0
21.09.2015,Динамо Минск,Витебск,0,0
21.09.2015,Неман Гродно,Минск,1,1
25.09.2015,Минск,БАТЭ Борисов,1,2
26.09.2015,Торпедо-БелАЗ,Шахтер Солигорск,3,0
26.09.2015,Нафтан Новополоцк,Динамо Минск,2,2
27.09.2015,Динамо Брест,Славия Мозырь,1,2
27.09.2015,Гранит Микашевичи,Неман Гродно,0,1
27.09.2015,Слуцк,Белшина Бобруйск,0,0
28.09.2015,Витебск,Гомель,1,0
03.10.2015,Славия Мозырь,Слуцк,1,6
03.10.2015,Белшина Бобруйск,Торпедо-БелАЗ,1,0
03.10.2015,Неман Гродно,Витебск,0,1
04.10.2015,Шахтер Солигорск,Минск,1,0
04.10.2015,Гомель,Нафтан Новополоцк,1,4
04.10.2015,БАТЭ Борисов,Гранит Микашевичи,1,1
05.10.2015,Динамо Минск,Динамо Брест,4,1
16.10.2015,Витебск,БАТЭ Борисов,0,2
17.10.2015,Минск,Торпедо-БелАЗ,0,2
17.10.2015,Гранит Микашевичи,Шахтер Солигорск,2,3
17.10.2015,Слуцк,Динамо Минск,0,1
18.10.2015,Славия Мозырь,Белшина Бобруйск,1,4
18.10.2015,Нафтан Новополоцк,Неман Гродно,1,2
19.10.2015,Динамо Брест,Гомель,0,4
24.10.2015,Белшина Бобруйск,Минск,4,0
24.10.2015,Торпедо-БелАЗ,Гранит Микашевичи,2,3
25.10.2015,Шахтер Солигорск,Витебск,4,1
25.10.2015,Гомель,Слуцк,1,3
25.10.2015,БАТЭ Борисов,Нафтан Новополоцк,2,1
26.10.2015,Неман Гродно,Динамо Брест,2,1
26.10.2015,Динамо Минск,Славия Мозырь,2,0
31.10.2015,Слуцк,Неман Гродно,0,0
31.10.2015,Динамо Минск,Белшина Бобруйск,0,0
31.10.2015,Витебск,Торпедо-БелАЗ,0,0
31.10.2015,Динамо Брест,БАТЭ Борисов,0,1
31.10.2015,Славия Мозырь,Гомель,3,1
31.10.2015,Гранит Микашевичи,Минск,2,0
31.10.2015,Нафтан Новополоцк,Шахтер Солигорск,3,4
08.11.2015,Белшина Бобруйск,Гранит Микашевичи,0,1
08.11.2015,Неман Гродно,Славия Мозырь,3,1
08.11.2015,Шахтер Солигорск,Динамо Брест,2,1
08.11.2015,Минск,Витебск,3,2
08.11.2015,Гомель,Динамо Минск,1,2
08.11.2015,БАТЭ Борисов,Слуцк,4,1
08.11.2015,Торпедо-БелАЗ,Нафтан Новополоцк,3,3
