date,team1,team2,score1,score2
18.06.1999,Торпедо-Кадино Могилев,Торпедо-МАЗ Минск,0,1
22.06.1999,Шахтер Солигорск,Локомотив-96 Витебск,0,2
22.06.1999,Торпедо-МАЗ Минск,Динамо Брест,2,0
23.06.1999,Свислочь-Кровля Осиповичи,Гомель,1,3
23.06.1999,Молодечно,Торпедо-Кадино Могилев,0,5
23.06.1999,Днепр-Трансмаш,Славия Мозырь,3,0
23.06.1999,Нафтан-Девон Новополоцк,Лида,4,1
23.06.1999,Неман-Белкард Гродно,БАТЭ Борисов,1,2
24.06.1999,Динамо Минск,Белшина Бобруйск,2,1
30.06.1999,БАТЭ Борисов,Днепр-Трансмаш,1,1
30.06.1999,Белшина Бобруйск,Торпедо-МАЗ Минск,2,1
30.06.1999,Динамо Брест,Молодечно,7,0
30.06.1999,Шахтер Солигорск,Неман-Белкард Гродно,3,0
30.06.1999,Лида,Свислочь-Кровля Осиповичи,0,2
30.06.1999,Торпедо-Кадино Могилев,Нафтан-Девон Новополоцк,2,0
30.06.1999,Славия Мозырь,Динамо Минск,4,0
01.07.1999,Локомотив-96 Витебск,Гомель,2,0
06.07.1999,Динамо Минск,БАТЭ Борисов,1,0
07.07.1999,Гомель,Лида,3,0
07.07.1999,Торпедо-МАЗ Минск,Славия Мозырь,1,6
07.07.1999,Молодечно,Белшина Бобруйск,1,2
07.07.1999,Неман-Белкард Гродно,Локомотив-96 Витебск,2,1
07.07.1999,Днепр-Трансмаш,Шахтер Солигорск,3,1
07.07.1999,Свислочь-Кровля Осиповичи,Торпедо-Кадино Могилев,3,2
07.07.1999,Нафтан-Девон Новополоцк,Динамо Брест,0,5
11.07.1999,Шахтер Солигорск,Динамо Брест,7,1
11.07.1999,Славия Мозырь,Локомотив-96 Витебск,3,0
11.07.1999,БАТЭ Борисов,Белшина Бобруйск,3,1
11.07.1999,Торпедо-МАЗ Минск,Свислочь-Кровля Осиповичи,2,0
11.07.1999,Неман-Белкард Гродно,Торпедо-Кадино Могилев,3,0
11.07.1999,Днепр-Трансмаш,Лида,3,1
11.07.1999,Молодечно,Нафтан-Девон Новополоцк,1,3
14.07.1999,Динамо Минск,Гомель,3,4
23.07.1999,Торпедо-МАЗ Минск,БАТЭ Борисов,1,3
23.07.1999,Днепр-Трансмаш,Неман-Белкард Гродно,1,1
24.07.1999,Гомель,Торпедо-Кадино Могилев,5,0
24.07.1999,Динамо Минск,Шахтер Солигорск,0,0
24.07.1999,Локомотив-96 Витебск,Лида,1,1
24.07.1999,Нафтан-Девон Новополоцк,Белшина Бобруйск,1,2
24.07.1999,Молодечно,Славия Мозырь,2,5
24.07.1999,Свислочь-Кровля Осиповичи,Динамо Брест,1,3
31.07.1999,Динамо Брест,Гомель,1,2
31.07.1999,БАТЭ Борисов,Молодечно,2,1
31.07.1999,Славия Мозырь,Нафтан-Девон Новополоцк,2,0
31.07.1999,Днепр-Трансмаш,Локомотив-96 Витебск,1,0
31.07.1999,Шахтер Солигорск,Торпедо-МАЗ Минск,1,0
31.07.1999,Неман-Белкард Гродно,Динамо Минск,0,0
31.07.1999,Белшина Бобруйск,Свислочь-Кровля Осиповичи,1,1
01.08.1999,Торпедо-Кадино Могилев,Лида,1,0
06.08.1999,Свислочь-Кровля Осиповичи,Славия Мозырь,2,3
06.08.1999,Гомель,Белшина Бобруйск,2,3
06.08.1999,Торпедо-МАЗ Минск,Неман-Белкард Гродно,2,1
06.08.1999,Нафтан-Девон Новополоцк,БАТЭ Борисов,0,4
07.08.1999,Лида,Динамо Брест,0,3
07.08.1999,Молодечно,Шахтер Солигорск,0,1
07.08.1999,Локомотив-96 Витебск,Торпедо-Кадино Могилев,4,1
08.08.1999,Динамо Минск,Днепр-Трансмаш,2,1
14.08.1999,Неман-Белкард Гродно,Молодечно,0,0
14.08.1999,Днепр-Трансмаш,Торпедо-МАЗ Минск,1,0
14.08.1999,Динамо Минск,Локомотив-96 Витебск,4,0
14.08.1999,Шахтер Солигорск,Нафтан-Девон Новополоцк,5,2
14.08.1999,Динамо Брест,Торпедо-Кадино Могилев,4,0
16.08.1999,БАТЭ Борисов,Свислочь-Кровля Осиповичи,2,0
16.08.1999,Белшина Бобруйск,Лида,4,1
01.10.1999,Славия Мозырь,Гомель,1,1
20.08.1999,Нафтан-Девон Новополоцк,Неман-Белкард Гродно,3,1
20.08.1999,Торпедо-Кадино Могилев,Белшина Бобруйск,0,3
21.08.1999,Локомотив-96 Витебск,Динамо Брест,0,1
21.08.1999,БАТЭ Борисов,Гомель,3,1
21.08.1999,Свислочь-Кровля Осиповичи,Шахтер Солигорск,0,1
21.08.1999,Молодечно,Днепр-Трансмаш,1,1
22.08.1999,Лида,Славия Мозырь,0,7
22.08.1999,Динамо Минск,Торпедо-МАЗ Минск,5,0
27.08.1999,Шахтер Солигорск,Гомель,2,2
27.08.1999,Неман-Белкард Гродно,Свислочь-Кровля Осиповичи,2,0
27.08.1999,Торпедо-МАЗ Минск,Локомотив-96 Витебск,1,1
27.08.1999,Днепр-Трансмаш,Нафтан-Девон Новополоцк,0,2
27.08.1999,Динамо Минск,Молодечно,2,0
27.08.1999,Славия Мозырь,Торпедо-Кадино Могилев,5,0
06.09.1999,БАТЭ Борисов,Лида,1,1
06.09.1999,Белшина Бобруйск,Динамо Брест,4,1
31.08.1999,БАТЭ Борисов,Торпедо-Кадино Могилев,4,0
31.08.1999,Молодечно,Торпедо-МАЗ Минск,2,2
31.08.1999,Динамо Брест,Славия Мозырь,2,7
31.08.1999,Нафтан-Девон Новополоцк,Динамо Минск,1,1
31.08.1999,Свислочь-Кровля Осиповичи,Днепр-Трансмаш,0,2
31.08.1999,Гомель,Неман-Белкард Гродно,2,0
31.08.1999,Локомотив-96 Витебск,Белшина Бобруйск,1,2
31.08.1999,Лида,Шахтер Солигорск,1,2
11.09.1999,Динамо Минск,Свислочь-Кровля Осиповичи,7,0
11.09.1999,БАТЭ Борисов,Динамо Брест,3,1
11.09.1999,Молодечно,Локомотив-96 Витебск,1,4
11.09.1999,Днепр-Трансмаш,Гомель,2,1
11.09.1999,Неман-Белкард Гродно,Лида,4,2
11.09.1999,Шахтер Солигорск,Торпедо-Кадино Могилев,1,0
11.09.1999,Славия Мозырь,Белшина Бобруйск,1,0
11.09.1999,Торпедо-МАЗ Минск,Нафтан-Девон Новополоцк,2,2
16.09.1999,Гомель,Динамо Минск,0,1
17.09.1999,Лида,Днепр-Трансмаш,0,0
18.09.1999,Нафтан-Девон Новополоцк,Молодечно,1,2
18.09.1999,Динамо Брест,Шахтер Солигорск,1,1
18.09.1999,Белшина Бобруйск,БАТЭ Борисов,0,3
18.09.1999,Свислочь-Кровля Осиповичи,Торпедо-МАЗ Минск,0,2
18.09.1999,Торпедо-Кадино Могилев,Неман-Белкард Гродно,1,0
18.09.1999,Локомотив-96 Витебск,Славия Мозырь,0,4
21.09.1999,Динамо Минск,Лида,5,0
22.09.1999,Нафтан-Девон Новополоцк,Локомотив-96 Витебск,3,1
22.09.1999,Днепр-Трансмаш,Торпедо-Кадино Могилев,5,2
22.09.1999,БАТЭ Борисов,Славия Мозырь,1,1
22.09.1999,Торпедо-МАЗ Минск,Гомель,1,1
22.09.1999,Неман-Белкард Гродно,Динамо Брест,2,1
22.09.1999,Шахтер Солигорск,Белшина Бобруйск,2,1
22.09.1999,Молодечно,Свислочь-Кровля Осиповичи,1,2
25.09.1999,Локомотив-96 Витебск,БАТЭ Борисов,0,1
26.09.1999,Динамо Брест,Днепр-Трансмаш,1,1
26.09.1999,Свислочь-Кровля Осиповичи,Нафтан-Девон Новополоцк,1,1
26.09.1999,Торпедо-Кадино Могилев,Динамо Минск,2,2
26.09.1999,Белшина Бобруйск,Неман-Белкард Гродно,5,1
26.09.1999,Славия Мозырь,Шахтер Солигорск,0,2
26.09.1999,Лида,Торпедо-МАЗ Минск,0,1
26.09.1999,Гомель,Молодечно,3,1
04.10.1999,Свислочь-Кровля Осиповичи,Локомотив-96 Витебск,2,2
04.10.1999,Неман-Белкард Гродно,Славия Мозырь,2,3
04.10.1999,Шахтер Солигорск,БАТЭ Борисов,0,1
04.10.1999,Молодечно,Лида,0,2
04.10.1999,Нафтан-Девон Новополоцк,Гомель,1,2
04.10.1999,Днепр-Трансмаш,Белшина Бобруйск,3,0
04.10.1999,Динамо Минск,Динамо Брест,3,2
05.10.1999,Торпедо-МАЗ Минск,Торпедо-Кадино Могилев,0,0
13.10.1999,Гомель,Свислочь-Кровля Осиповичи,4,1
13.10.1999,Белшина Бобруйск,Динамо Минск,1,1
13.10.1999,Лида,Нафтан-Девон Новополоцк,1,0
13.10.1999,БАТЭ Борисов,Неман-Белкард Гродно,4,1
13.10.1999,Динамо Брест,Торпедо-МАЗ Минск,2,1
13.10.1999,Славия Мозырь,Днепр-Трансмаш,4,0
13.10.1999,Торпедо-Кадино Могилев,Молодечно,4,1
13.10.1999,Локомотив-96 Витебск,Шахтер Солигорск,1,1
23.10.1999,Динамо Минск,Славия Мозырь,0,0
23.10.1999,Торпедо-МАЗ Минск,Белшина Бобруйск,2,1
23.10.1999,Неман-Белкард Гродно,Шахтер Солигорск,0,2
23.10.1999,Гомель,Локомотив-96 Витебск,2,0
23.10.1999,Днепр-Трансмаш,БАТЭ Борисов,0,0
23.10.1999,Молодечно,Динамо Брест,0,3
23.10.1999,Свислочь-Кровля Осиповичи,Лида,0,3
23.10.1999,Нафтан-Девон Новополоцк,Торпедо-Кадино Могилев,2,0
30.10.1999,Шахтер Солигорск,Днепр-Трансмаш,1,0
30.10.1999,Динамо Брест,Нафтан-Девон Новополоцк,3,2
30.10.1999,Славия Мозырь,Торпедо-МАЗ Минск,2,0
30.10.1999,Белшина Бобруйск,Молодечно,3,0
30.10.1999,БАТЭ Борисов,Динамо Минск,2,0
30.10.1999,Лида,Гомель,1,4
30.10.1999,Торпедо-Кадино Могилев,Свислочь-Кровля Осиповичи,3,0
30.10.1999,Локомотив-96 Витебск,Неман-Белкард Гродно,1,1
