date,team1,team2,score1,score2
12.08.2012,Нафтан Новополоцк,БАТЭ Борисов,0,4
01.11.2012,Гомель,Брест,2,0
17.08.2012,БАТЭ Борисов,Гомель,0,0
18.08.2012,Динамо Минск,Торпедо-БелАЗ,2,0
18.08.2012,Неман Гродно,Нафтан Новополоцк,3,0
19.08.2012,Брест,Славия-Мозырь,1,2
19.08.2012,Белшина Бобруйск,Минск,3,0
26.08.2012,Нафтан Новополоцк,Динамо Минск,0,2
26.08.2012,Торпедо-БелАЗ,Шахтер Солигорск,2,3
26.08.2012,Гомель,Неман Гродно,1,1
26.08.2012,Минск,Брест,2,1
18.10.2012,Славия-Мозырь,БАТЭ Борисов,1,2
01.09.2012,Славия-Мозырь,Нафтан Новополоцк,1,1
01.09.2012,Торпедо-БелАЗ,Белшина Бобруйск,2,2
02.09.2012,Динамо Минск,Неман Гродно,1,0
02.09.2012,Шахтер Солигорск,Брест,4,2
02.09.2012,Гомель,БАТЭ Борисов,1,2
15.09.2012,Минск,Славия-Мозырь,3,0
15.09.2012,Белшина Бобруйск,Динамо Минск,0,2
15.09.2012,Нафтан Новополоцк,Шахтер Солигорск,1,2
15.09.2012,БАТЭ Борисов,Торпедо-БелАЗ,2,0
15.09.2012,Брест,Гомель,2,1
22.09.2012,Торпедо-БелАЗ,Брест,0,0
22.09.2012,Неман Гродно,Белшина Бобруйск,0,0
22.09.2012,Шахтер Солигорск,Минск,0,2
22.09.2012,Гомель,Нафтан Новополоцк,2,0
23.09.2012,Динамо Минск,БАТЭ Борисов,0,0
28.09.2012,БАТЭ Борисов,Неман Гродно,5,1
29.09.2012,Минск,Гомель,1,1
30.09.2012,Славия-Мозырь,Шахтер Солигорск,0,0
30.09.2012,Брест,Динамо Минск,2,0
30.09.2012,Нафтан Новополоцк,Торпедо-БелАЗ,1,1
07.10.2012,Торпедо-БелАЗ,Минск,1,0
07.10.2012,Неман Гродно,Брест,3,0
07.10.2012,Гомель,Славия-Мозырь,4,1
07.10.2012,Динамо Минск,Нафтан Новополоцк,1,1
07.10.2012,Белшина Бобруйск,БАТЭ Борисов,0,1
20.10.2012,Нафтан Новополоцк,Неман Гродно,1,0
20.10.2012,Минск,Динамо Минск,0,2
20.10.2012,Брест,Белшина Бобруйск,4,0
20.10.2012,Шахтер Солигорск,Гомель,4,1
23.10.2012,Славия-Мозырь,Торпедо-БелАЗ,3,2
27.10.2012,Неман Гродно,Минск,2,1
27.10.2012,Белшина Бобруйск,Нафтан Новополоцк,3,2
27.10.2012,Динамо Минск,Славия-Мозырь,4,2
28.10.2012,БАТЭ Борисов,Брест,3,1
28.10.2012,Торпедо-БелАЗ,Шахтер Солигорск,0,2
03.11.2012,Славия-Мозырь,Неман Гродно,0,1
03.11.2012,Нафтан Новополоцк,БАТЭ Борисов,1,0
03.11.2012,Минск,Белшина Бобруйск,2,2
04.11.2012,Шахтер Солигорск,Динамо Минск,1,1
04.11.2012,Гомель,Торпедо-БелАЗ,3,0
10.11.2012,Белшина Бобруйск,Славия-Мозырь,0,0
10.11.2012,Брест,Нафтан Новополоцк,0,1
10.11.2012,Динамо Минск,Гомель,1,0
11.11.2012,БАТЭ Борисов,Минск,5,1
11.11.2012,Неман Гродно,Шахтер Солигорск,0,4
17.11.2012,Минск,Брест,0,0
17.11.2012,Гомель,Неман Гродно,0,1
17.11.2012,Славия-Мозырь,БАТЭ Борисов,0,0
17.11.2012,Шахтер Солигорск,Белшина Бобруйск,3,1
17.11.2012,Торпедо-БелАЗ,Динамо Минск,0,2
25.11.2012,Неман Гродно,Торпедо-БелАЗ,2,1
25.11.2012,Брест,Славия-Мозырь,2,0
25.11.2012,Белшина Бобруйск,Гомель,3,1
25.11.2012,Нафтан Новополоцк,Минск,1,2
25.11.2012,БАТЭ Борисов,Шахтер Солигорск,2,1
