date,team1,team2,score1,score2
13.07.2019,Торпедо Минск,Гомель,1,2
14.07.2019,Динамо Брест,Динамо Минск,1,2
25.09.2019,Городея,Шахтер Солигорск,0,0
25.09.2019,Славия Мозырь,Витебск,0,1
19.07.2019,Неман Гродно,Гомель,1,1
19.07.2019,Энергетик-БГУ,Слуцк,0,1
20.07.2019,Динамо Брест,Торпедо-БелАЗ,4,1
20.07.2019,Городея,Ислочь,1,2
21.07.2019,Витебск,Минск,1,1
30.10.2019,Торпедо Минск,Шахтер Солигорск,0,3
30.10.2019,Дняпро-МЧЗ,БАТЭ Борисов,0,1
30.10.2019,Славия Мозырь,Динамо Минск,1,1
09.08.2019,Ислочь,Торпедо Минск,3,0
09.08.2019,Торпедо-БелАЗ,Славия Мозырь,1,1
10.08.2019,Дняпро-МЧЗ,Динамо Брест,0,1
10.08.2019,Гомель,Слуцк,3,4
11.08.2019,БАТЭ Борисов,Энергетик-БГУ,4,1
11.08.2019,Динамо Минск,Минск,3,2
11.08.2019,Витебск,Городея,0,2
12.08.2019,Шахтер Солигорск,Неман Гродно,6,0
16.08.2019,Неман Гродно,Ислочь,1,1
16.08.2019,Энергетик-БГУ,Гомель,1,1
17.08.2019,Минск,Торпедо-БелАЗ,2,0
17.08.2019,Славия Мозырь,Дняпро-МЧЗ,1,0
18.08.2019,Торпедо Минск,Витебск,0,3
18.08.2019,Городея,Динамо Минск,3,1
19.08.2019,Слуцк,Шахтер Солигорск,0,5
25.09.2019,Динамо Брест,БАТЭ Борисов,1,1
23.08.2019,Дняпро-МЧЗ,Минск,1,0
23.08.2019,Ислочь,Слуцк,0,1
24.08.2019,Динамо Брест,Энергетик-БГУ,6,2
24.08.2019,Витебск,Неман Гродно,0,0
25.08.2019,Динамо Минск,Торпедо Минск,3,0
25.08.2019,Шахтер Солигорск,Гомель,3,1
25.08.2019,Торпедо-БелАЗ,Городея,1,1
25.08.2019,БАТЭ Борисов,Славия Мозырь,4,0
30.08.2019,Торпедо Минск,Торпедо-БелАЗ,0,3
30.08.2019,Городея,Дняпро-МЧЗ,3,2
31.08.2019,Гомель,Ислочь,2,2
31.08.2019,Слуцк,Витебск,3,0
31.08.2019,Славия Мозырь,Динамо Брест,2,4
01.09.2019,Минск,БАТЭ Борисов,3,2
01.09.2019,Энергетик-БГУ,Шахтер Солигорск,1,2
01.09.2019,Неман Гродно,Динамо Минск,0,1
13.09.2019,Дняпро-МЧЗ,Торпедо Минск,3,0
14.09.2019,Динамо Брест,Минск,3,0
14.09.2019,Торпедо-БелАЗ,Неман Гродно,1,0
14.09.2019,БАТЭ Борисов,Городея,2,1
15.09.2019,Славия Мозырь,Энергетик-БГУ,2,2
15.09.2019,Динамо Минск,Слуцк,2,1
15.09.2019,Ислочь,Шахтер Солигорск,0,1
16.09.2019,Витебск,Гомель,1,2
20.09.2019,Минск,Славия Мозырь,1,0
20.09.2019,Торпедо Минск,БАТЭ Борисов,0,3
20.09.2019,Городея,Динамо Брест,1,3
21.09.2019,Слуцк,Торпедо-БелАЗ,1,2
21.09.2019,Шахтер Солигорск,Витебск,4,0
21.09.2019,Неман Гродно,Дняпро-МЧЗ,1,0
22.09.2019,Гомель,Динамо Минск,0,1
22.09.2019,Энергетик-БГУ,Ислочь,1,2
27.09.2019,Дняпро-МЧЗ,Слуцк,2,0
27.09.2019,Минск,Энергетик-БГУ,1,6
28.09.2019,Динамо Брест,Торпедо Минск,3,0
28.09.2019,Торпедо-БелАЗ,Гомель,2,0
28.09.2019,БАТЭ Борисов,Неман Гродно,1,0
29.09.2019,Витебск,Ислочь,2,0
29.09.2019,Славия Мозырь,Городея,0,1
29.09.2019,Динамо Минск,Шахтер Солигорск,1,1
04.10.2019,Торпедо Минск,Славия Мозырь,0,3
04.10.2019,Городея,Минск,1,2
05.10.2019,Слуцк,БАТЭ Борисов,0,3
05.10.2019,Шахтер Солигорск,Торпедо-БелАЗ,3,0
05.10.2019,Неман Гродно,Динамо Брест,0,1
06.10.2019,Ислочь,Динамо Минск,1,1
06.10.2019,Энергетик-БГУ,Витебск,2,0
06.10.2019,Гомель,Дняпро-МЧЗ,0,0
18.10.2019,Минск,Торпедо Минск,3,0
19.10.2019,БАТЭ Борисов,Гомель,1,1
19.10.2019,Славия Мозырь,Неман Гродно,0,1
19.10.2019,Динамо Минск,Витебск,0,2
20.10.2019,Дняпро-МЧЗ,Шахтер Солигорск,2,0
20.10.2019,Динамо Брест,Слуцк,3,2
20.10.2019,Торпедо-БелАЗ,Ислочь,1,3
21.10.2019,Городея,Энергетик-БГУ,1,0
25.10.2019,Неман Гродно,Минск,1,0
26.10.2019,Ислочь,Дняпро-МЧЗ,1,1
26.10.2019,Торпедо Минск,Городея,0,3
26.10.2019,Энергетик-БГУ,Динамо Минск,3,3
26.10.2019,Слуцк,Славия Мозырь,0,0
26.10.2019,Гомель,Динамо Брест,1,2
27.10.2019,Шахтер Солигорск,БАТЭ Борисов,2,2
27.10.2019,Витебск,Торпедо-БелАЗ,0,0
01.11.2019,Минск,Слуцк,1,0
02.11.2019,Городея,Неман Гродно,1,0
03.11.2019,Динамо Брест,Шахтер Солигорск,1,1
03.11.2019,Торпедо-БелАЗ,Динамо Минск,4,0
03.11.2019,Торпедо Минск,Энергетик-БГУ,0,3
03.11.2019,БАТЭ Борисов,Ислочь,2,4
03.11.2019,Дняпро-МЧЗ,Витебск,2,0
