date,team1,team2,score1,score2
26.08.1995,Динамо Брест,Шинник Бобруйск,4,2
26.08.1995,Ведрич Речица,Шахтер Солигорск,0,0
26.08.1995,Обувщик Лида,МПКЦ Мозырь,0,3
26.08.1995,Молодечно,Атака-Аура Минск,1,0
26.08.1995,Торпедо Могилев,Бобруйск,5,1
26.08.1995,Торпедо Минск,Двина Витебск,0,0
27.08.1995,Неман Гродно,Динамо Минск,2,3
28.08.1995,Днепр Могилёв,Динамо-93 Минск,1,3
09.09.1995,Двина Витебск,МПКЦ Мозырь,1,1
09.09.1995,Обувщик Лида,Ведрич Речица,3,0
09.09.1995,Днепр Могилёв,Бобруйск,5,1
09.09.1995,Динамо-93 Минск,Шахтер Солигорск,1,0
09.09.1995,Неман Гродно,Динамо Брест,2,3
09.09.1995,Молодечно,Шинник Бобруйск,6,1
10.09.1995,Торпедо Минск,Торпедо Могилев,0,3
22.10.1995,Динамо Минск,Атака-Аура Минск,0,0
17.09.1995,Торпедо Могилев,Ведрич Речица,2,2
17.09.1995,Динамо Минск,Молодечно,2,0
17.09.1995,Шинник Бобруйск,Неман Гродно,3,1
17.09.1995,Атака-Аура Минск,Динамо Брест,3,1
17.09.1995,МПКЦ Мозырь,Днепр Могилёв,1,0
17.09.1995,Шахтер Солигорск,Торпедо Минск,0,1
18.09.1995,Двина Витебск,Динамо-93 Минск,0,1
18.09.1995,Бобруйск,Обувщик Лида,0,2
21.09.1995,Днепр Могилёв,Динамо Минск,0,1
22.09.1995,Динамо Брест,Торпедо Могилев,3,0
22.09.1995,Неман Гродно,Шахтер Солигорск,1,0
22.09.1995,Торпедо Минск,МПКЦ Мозырь,0,5
23.09.1995,Динамо-93 Минск,Атака-Аура Минск,1,1
23.09.1995,Ведрич Речица,Бобруйск,2,1
23.09.1995,Молодечно,Двина Витебск,0,1
23.09.1995,Обувщик Лида,Шинник Бобруйск,0,0
30.09.1995,Атака-Аура Минск,МПКЦ Мозырь,1,1
01.10.1995,Молодечно,Торпедо Могилев,4,0
01.10.1995,Двина Витебск,Шинник Бобруйск,1,1
01.10.1995,Днепр Могилёв,Динамо Брест,4,3
01.10.1995,Неман Гродно,Обувщик Лида,1,0
01.10.1995,Динамо Минск,Шахтер Солигорск,1,1
02.10.1995,Динамо-93 Минск,Бобруйск,6,0
02.10.1995,Торпедо Минск,Ведрич Речица,1,0
14.10.1995,Обувщик Лида,Атака-Аура Минск,1,3
14.10.1995,Шахтер Солигорск,Двина Витебск,1,0
14.10.1995,Ведрич Речица,Неман Гродно,9,0
14.10.1995,Динамо Брест,Торпедо Минск,1,2
14.10.1995,Торпедо Могилев,Днепр Могилёв,2,1
14.10.1995,Шинник Бобруйск,Динамо-93 Минск,0,1
15.10.1995,Бобруйск,Молодечно,0,7
03.11.1995,МПКЦ Мозырь,Динамо Минск,2,1
26.10.1995,Ведрич Речица,Динамо Минск,1,2
27.10.1995,Днепр Могилёв,Атака-Аура Минск,0,0
27.10.1995,Торпедо Могилев,Шахтер Солигорск,0,0
27.10.1995,Торпедо Минск,Молодечно,0,4
27.10.1995,Неман Гродно,Динамо-93 Минск,2,0
27.10.1995,Динамо Брест,МПКЦ Мозырь,0,3
27.10.1995,Бобруйск,Шинник Бобруйск,0,4
27.10.1995,Обувщик Лида,Двина Витебск,0,2
05.11.1995,Динамо-93 Минск,Торпедо Минск,3,1
06.11.1995,Двина Витебск,Неман Гродно,2,0
06.11.1995,МПКЦ Мозырь,Ведрич Речица,3,0
06.11.1995,Атака-Аура Минск,Бобруйск,3,0
06.11.1995,Шахтер Солигорск,Динамо Брест,3,1
06.11.1995,Молодечно,Днепр Могилёв,2,1
06.11.1995,Динамо Минск,Обувщик Лида,6,2
06.11.1995,Шинник Бобруйск,Торпедо Могилев,0,2
