date,team1,team2,score1,score2
14.05.2002,Торпедо-МАЗ Минск,БАТЭ Борисов,0,0
14.05.2002,Неман Гродно,Белшина Бобруйск,1,0
14.05.2002,Шахтер Солигорск,Днепр-Трансмаш,3,0
14.05.2002,Торпедо Жодино,Молодечно-2000,2,0
14.05.2002,Славия Мозырь,Гомель,0,2
22.05.2002,Молодечно-2000,Гомель,0,3
22.05.2002,БАТЭ Борисов,Неман Гродно,2,1
22.05.2002,Торпедо Жодино,Шахтер Солигорск,0,0
22.05.2002,Локомотив-96 Витебск,Торпедо-МАЗ Минск,0,1
22.05.2002,Славия Мозырь,Белшина Бобруйск,1,6
22.05.2002,Звезда-ВА-БГУ Минск,Динамо Брест,0,0
22.05.2002,Днепр-Трансмаш,Динамо Минск,2,1
30.05.2002,Торпедо-МАЗ Минск,Звезда-ВА-БГУ Минск,1,0
31.05.2002,Шахтер Солигорск,Молодечно-2000,3,1
31.05.2002,Славия Мозырь,БАТЭ Борисов,0,2
31.05.2002,Динамо Минск,Торпедо Жодино,2,1
31.05.2002,Неман Гродно,Локомотив-96 Витебск,1,0
31.05.2002,Динамо Брест,Днепр-Трансмаш,0,0
31.05.2002,Гомель,Белшина Бобруйск,1,0
04.06.2002,Торпедо Жодино,Динамо Брест,2,1
04.06.2002,Шахтер Солигорск,Динамо Минск,1,0
04.06.2002,Днепр-Трансмаш,Торпедо-МАЗ Минск,0,0
04.06.2002,Локомотив-96 Витебск,Славия Мозырь,2,0
04.06.2002,Молодечно-2000,Белшина Бобруйск,2,3
04.06.2002,БАТЭ Борисов,Гомель,0,1
04.06.2002,Звезда-ВА-БГУ Минск,Неман Гродно,0,2
12.06.2002,Динамо Минск,Молодечно-2000,4,1
12.06.2002,Гомель,Локомотив-96 Витебск,3,0
12.06.2002,Динамо Брест,Шахтер Солигорск,1,0
12.06.2002,Белшина Бобруйск,БАТЭ Борисов,2,1
12.06.2002,Неман Гродно,Днепр-Трансмаш,3,2
12.06.2002,Славия Мозырь,Звезда-ВА-БГУ Минск,1,2
13.06.2002,Торпедо-МАЗ Минск,Торпедо Жодино,0,1
18.06.2002,Торпедо Жодино,Неман Гродно,0,2
18.06.2002,Молодечно-2000,БАТЭ Борисов,1,3
18.06.2002,Динамо Минск,Динамо Брест,1,2
18.06.2002,Шахтер Солигорск,Торпедо-МАЗ Минск,2,2
18.06.2002,Днепр-Трансмаш,Славия Мозырь,3,0
18.06.2002,Локомотив-96 Витебск,Белшина Бобруйск,0,4
19.06.2002,Звезда-ВА-БГУ Минск,Гомель,1,2
25.06.2002,Белшина Бобруйск,Звезда-ВА-БГУ Минск,1,1
25.06.2002,Торпедо-МАЗ Минск,Динамо Минск,0,1
25.06.2002,Гомель,Днепр-Трансмаш,3,2
25.06.2002,Славия Мозырь,Торпедо Жодино,3,2
25.06.2002,Динамо Брест,Молодечно-2000,2,1
25.06.2002,Неман Гродно,Шахтер Солигорск,1,0
25.06.2002,БАТЭ Борисов,Локомотив-96 Витебск,6,0
02.07.2002,Днепр-Трансмаш,Белшина Бобруйск,2,0
02.07.2002,Динамо Минск,Неман Гродно,1,1
02.07.2002,Динамо Брест,Торпедо-МАЗ Минск,0,1
02.07.2002,Молодечно-2000,Локомотив-96 Витебск,3,1
02.07.2002,Торпедо Жодино,Гомель,3,2
02.07.2002,Шахтер Солигорск,Славия Мозырь,2,2
02.07.2002,Звезда-ВА-БГУ Минск,БАТЭ Борисов,1,2
09.07.2002,Белшина Бобруйск,Торпедо Жодино,1,0
09.07.2002,Локомотив-96 Витебск,Звезда-ВА-БГУ Минск,2,1
09.07.2002,Славия Мозырь,Динамо Минск,0,4
09.07.2002,Гомель,Шахтер Солигорск,1,1
09.07.2002,Торпедо-МАЗ Минск,Молодечно-2000,3,2
09.07.2002,Неман Гродно,Динамо Брест,2,1
10.07.2002,БАТЭ Борисов,Днепр-Трансмаш,2,0
28.07.2002,Локомотив-96 Витебск,Днепр-Трансмаш,2,3
28.07.2002,Гомель,Динамо Минск,1,1
28.07.2002,Славия Мозырь,Динамо Брест,1,1
28.07.2002,Молодечно-2000,Звезда-ВА-БГУ Минск,1,1
28.07.2002,Неман Гродно,Торпедо-МАЗ Минск,1,1
14.08.2002,БАТЭ Борисов,Торпедо Жодино,4,0
14.08.2002,Белшина Бобруйск,Шахтер Солигорск,0,1
03.08.2002,Динамо Брест,Гомель,2,1
03.08.2002,Динамо Минск,Белшина Бобруйск,2,1
03.08.2002,Торпедо Жодино,Локомотив-96 Витебск,5,0
03.08.2002,Неман Гродно,Молодечно-2000,2,0
03.08.2002,Шахтер Солигорск,БАТЭ Борисов,2,0
03.08.2002,Днепр-Трансмаш,Звезда-ВА-БГУ Минск,4,0
04.08.2002,Торпедо-МАЗ Минск,Славия Мозырь,1,0
10.08.2002,БАТЭ Борисов,Динамо Минск,1,0
10.08.2002,Локомотив-96 Витебск,Шахтер Солигорск,1,3
10.08.2002,Белшина Бобруйск,Динамо Брест,1,1
10.08.2002,Славия Мозырь,Неман Гродно,1,3
10.08.2002,Гомель,Торпедо-МАЗ Минск,0,2
10.08.2002,Звезда-ВА-БГУ Минск,Торпедо Жодино,1,2
10.08.2002,Молодечно-2000,Днепр-Трансмаш,1,2
24.08.2002,Шахтер Солигорск,Звезда-ВА-БГУ Минск,2,1
24.08.2002,Белшина Бобруйск,Торпедо-МАЗ Минск,3,2
24.08.2002,Славия Мозырь,Молодечно-2000,3,0
24.08.2002,Торпедо Жодино,Днепр-Трансмаш,2,0
24.08.2002,Динамо Брест,БАТЭ Борисов,0,1
24.08.2002,Неман Гродно,Гомель,2,1
24.08.2002,Динамо Минск,Локомотив-96 Витебск,5,1
31.08.2002,Белшина Бобруйск,Неман Гродно,1,5
31.08.2002,Днепр-Трансмаш,Шахтер Солигорск,1,1
31.08.2002,БАТЭ Борисов,Торпедо-МАЗ Минск,0,2
02.09.2002,Молодечно-2000,Торпедо Жодино,0,2
02.09.2002,Гомель,Славия Мозырь,3,2
02.09.2002,Локомотив-96 Витебск,Динамо Брест,1,3
02.09.2002,Звезда-ВА-БГУ Минск,Динамо Минск,1,2
10.09.2002,Торпедо-МАЗ Минск,Локомотив-96 Витебск,2,1
11.09.2002,Белшина Бобруйск,Славия Мозырь,2,2
11.09.2002,Динамо Минск,Днепр-Трансмаш,1,1
11.09.2002,Неман Гродно,БАТЭ Борисов,0,1
11.09.2002,Гомель,Молодечно-2000,5,0
11.09.2002,Шахтер Солигорск,Торпедо Жодино,3,0
11.09.2002,Динамо Брест,Звезда-ВА-БГУ Минск,1,2
22.09.2002,Звезда-ВА-БГУ Минск,Торпедо-МАЗ Минск,0,1
22.09.2002,БАТЭ Борисов,Славия Мозырь,3,1
22.09.2002,Днепр-Трансмаш,Динамо Брест,2,0
22.09.2002,Молодечно-2000,Шахтер Солигорск,0,2
22.09.2002,Локомотив-96 Витебск,Неман Гродно,1,5
22.09.2002,Торпедо Жодино,Динамо Минск,0,0
23.09.2002,Белшина Бобруйск,Гомель,3,0
27.09.2002,Динамо Минск,Шахтер Солигорск,1,1
28.09.2002,Славия Мозырь,Локомотив-96 Витебск,2,1
28.09.2002,Белшина Бобруйск,Молодечно-2000,3,2
28.09.2002,Динамо Брест,Торпедо Жодино,0,1
28.09.2002,Неман Гродно,Звезда-ВА-БГУ Минск,2,0
28.09.2002,Гомель,БАТЭ Борисов,1,0
28.09.2002,Торпедо-МАЗ Минск,Днепр-Трансмаш,1,1
06.10.2002,Шахтер Солигорск,Динамо Брест,2,0
06.10.2002,БАТЭ Борисов,Белшина Бобруйск,2,4
06.10.2002,Днепр-Трансмаш,Неман Гродно,1,2
06.10.2002,Молодечно-2000,Динамо Минск,0,1
06.10.2002,Торпедо Жодино,Торпедо-МАЗ Минск,0,2
06.10.2002,Звезда-ВА-БГУ Минск,Славия Мозырь,2,2
07.10.2002,Локомотив-96 Витебск,Гомель,0,4
20.10.2002,Гомель,Звезда-ВА-БГУ Минск,2,2
20.10.2002,Торпедо-МАЗ Минск,Шахтер Солигорск,1,2
20.10.2002,Славия Мозырь,Днепр-Трансмаш,3,2
20.10.2002,БАТЭ Борисов,Молодечно-2000,4,0
20.10.2002,Динамо Брест,Динамо Минск,0,0
20.10.2002,Неман Гродно,Торпедо Жодино,1,1
20.10.2002,Белшина Бобруйск,Локомотив-96 Витебск,1,2
26.10.2002,Звезда-ВА-БГУ Минск,Белшина Бобруйск,2,3
26.10.2002,Торпедо Жодино,Славия Мозырь,1,2
26.10.2002,Молодечно-2000,Динамо Брест,1,3
26.10.2002,Локомотив-96 Витебск,БАТЭ Борисов,1,4
26.10.2002,Днепр-Трансмаш,Гомель,1,3
26.10.2002,Шахтер Солигорск,Неман Гродно,1,0
26.10.2002,Динамо Минск,Торпедо-МАЗ Минск,0,1
30.10.2002,Белшина Бобруйск,Днепр-Трансмаш,3,1
30.10.2002,Локомотив-96 Витебск,Молодечно-2000,1,3
30.10.2002,Неман Гродно,Динамо Минск,2,0
30.10.2002,Гомель,Торпедо Жодино,1,4
30.10.2002,БАТЭ Борисов,Звезда-ВА-БГУ Минск,3,1
30.10.2002,Торпедо-МАЗ Минск,Динамо Брест,0,1
30.10.2002,Славия Мозырь,Шахтер Солигорск,5,2
03.11.2002,Молодечно-2000,Торпедо-МАЗ Минск,0,0
03.11.2002,Днепр-Трансмаш,БАТЭ Борисов,1,4
03.11.2002,Шахтер Солигорск,Гомель,3,1
03.11.2002,Динамо Брест,Неман Гродно,1,1
03.11.2002,Звезда-ВА-БГУ Минск,Локомотив-96 Витебск,4,1
03.11.2002,Торпедо Жодино,Белшина Бобруйск,4,0
03.11.2002,Динамо Минск,Славия Мозырь,6,3
07.11.2002,БАТЭ Борисов,Неман Гродно,1,0
