date,team1,team2,score1,score2
31.05.2000,Гомель,Ведрич-97 Речица,3,0
31.05.2000,Динамо Брест,Белшина Бобруйск,1,3
31.05.2000,Славия Мозырь,Неман-Белкард Гродно,2,0
31.05.2000,Торпедо-Кадино Могилев,Торпедо-МАЗ Минск,0,1
31.05.2000,Коммунальник Слоним,БАТЭ Борисов,1,3
08.06.2000,Шахтер Солигорск,Динамо Минск,2,0
08.06.2000,Торпедо-МАЗ Минск,Лида,4,1
08.06.2000,Днепр-Трансмаш,Динамо Брест,3,0
08.06.2000,БАТЭ Борисов,Славия Мозырь,1,3
08.06.2000,Ведрич-97 Речица,Нафтан-Девон Новополоцк,1,0
08.06.2000,Белшина Бобруйск,Торпедо-Кадино Могилев,1,0
08.06.2000,Неман-Белкард Гродно,Гомель,3,1
08.06.2000,Локомотив-96 Витебск,Коммунальник Слоним,0,1
12.06.2000,Славия Мозырь,Локомотив-96 Витебск,4,1
12.06.2000,Торпедо-МАЗ Минск,Белшина Бобруйск,3,1
12.06.2000,Торпедо-Кадино Могилев,Днепр-Трансмаш,0,4
12.06.2000,Динамо Брест,Шахтер Солигорск,0,1
12.06.2000,Гомель,БАТЭ Борисов,3,1
12.06.2000,Лида,Коммунальник Слоним,0,0
12.06.2000,Нафтан-Девон Новополоцк,Неман-Белкард Гродно,1,3
13.06.2000,Динамо Минск,Ведрич-97 Речица,1,2
21.06.2000,Шахтер Солигорск,Торпедо-Кадино Могилев,1,0
21.06.2000,БАТЭ Борисов,Нафтан-Девон Новополоцк,8,0
21.06.2000,Коммунальник Слоним,Славия Мозырь,2,2
21.06.2000,Неман-Белкард Гродно,Динамо Минск,0,0
21.06.2000,Локомотив-96 Витебск,Гомель,0,2
21.06.2000,Белшина Бобруйск,Лида,3,0
21.06.2000,Ведрич-97 Речица,Динамо Брест,0,0
21.06.2000,Днепр-Трансмаш,Торпедо-МАЗ Минск,1,1
28.06.2000,Динамо Минск,БАТЭ Борисов,0,0
28.06.2000,Торпедо-Кадино Могилев,Ведрич-97 Речица,0,0
28.06.2000,Гомель,Коммунальник Слоним,0,0
28.06.2000,Нафтан-Девон Новополоцк,Локомотив-96 Витебск,0,0
28.06.2000,Торпедо-МАЗ Минск,Шахтер Солигорск,3,3
28.06.2000,Славия Мозырь,Лида,3,1
28.06.2000,Белшина Бобруйск,Днепр-Трансмаш,3,1
28.06.2000,Динамо Брест,Неман-Белкард Гродно,1,0
05.07.2000,Славия Мозырь,Гомель,3,2
05.07.2000,Днепр-Трансмаш,Лида,6,0
05.07.2000,БАТЭ Борисов,Динамо Брест,1,0
05.07.2000,Локомотив-96 Витебск,Динамо Минск,2,1
05.07.2000,Коммунальник Слоним,Нафтан-Девон Новополоцк,2,1
05.07.2000,Неман-Белкард Гродно,Торпедо-Кадино Могилев,4,2
05.07.2000,Шахтер Солигорск,Белшина Бобруйск,1,0
05.07.2000,Ведрич-97 Речица,Торпедо-МАЗ Минск,0,2
16.07.2000,Динамо Брест,Локомотив-96 Витебск,3,1
16.07.2000,Торпедо-МАЗ Минск,Неман-Белкард Гродно,1,0
16.07.2000,Лида,Гомель,0,3
16.07.2000,Динамо Минск,Коммунальник Слоним,4,1
16.07.2000,Белшина Бобруйск,Ведрич-97 Речица,0,0
16.07.2000,Нафтан-Девон Новополоцк,Славия Мозырь,1,4
16.07.2000,Торпедо-Кадино Могилев,БАТЭ Борисов,1,3
17.07.2000,Днепр-Трансмаш,Шахтер Солигорск,0,1
22.07.2000,Гомель,Нафтан-Девон Новополоцк,3,0
22.07.2000,БАТЭ Борисов,Торпедо-МАЗ Минск,0,0
22.07.2000,Локомотив-96 Витебск,Торпедо-Кадино Могилев,2,0
22.07.2000,Славия Мозырь,Динамо Минск,0,1
22.07.2000,Ведрич-97 Речица,Днепр-Трансмаш,2,2
22.07.2000,Шахтер Солигорск,Лида,2,2
22.07.2000,Неман-Белкард Гродно,Белшина Бобруйск,1,0
22.07.2000,Коммунальник Слоним,Динамо Брест,1,2
05.08.2000,Гомель,Динамо Минск,0,2
06.08.2000,Неман-Белкард Гродно,Днепр-Трансмаш,3,0
06.08.2000,Лида,Нафтан-Девон Новополоцк,0,0
06.08.2000,Славия Мозырь,Динамо Брест,3,1
06.08.2000,БАТЭ Борисов,Белшина Бобруйск,1,0
06.08.2000,Коммунальник Слоним,Торпедо-Кадино Могилев,0,4
06.08.2000,Локомотив-96 Витебск,Торпедо-МАЗ Минск,2,2
06.08.2000,Ведрич-97 Речица,Шахтер Солигорск,1,1
12.08.2000,Днепр-Трансмаш,БАТЭ Борисов,1,2
12.08.2000,Динамо Минск,Нафтан-Девон Новополоцк,2,0
13.08.2000,Белшина Бобруйск,Локомотив-96 Витебск,0,2
13.08.2000,Торпедо-МАЗ Минск,Коммунальник Слоним,3,0
13.08.2000,Ведрич-97 Речица,Лида,1,2
13.08.2000,Шахтер Солигорск,Неман-Белкард Гродно,0,1
14.08.2000,Динамо Брест,Гомель,2,1
14.09.2000,Торпедо-Кадино Могилев,Славия Мозырь,0,4
20.08.2000,БАТЭ Борисов,Шахтер Солигорск,4,1
20.08.2000,Коммунальник Слоним,Белшина Бобруйск,1,1
20.08.2000,Славия Мозырь,Торпедо-МАЗ Минск,1,1
20.08.2000,Локомотив-96 Витебск,Днепр-Трансмаш,1,2
20.08.2000,Неман-Белкард Гродно,Ведрич-97 Речица,1,0
20.08.2000,Лида,Динамо Минск,0,4
20.08.2000,Нафтан-Девон Новополоцк,Динамо Брест,1,2
20.08.2000,Гомель,Торпедо-Кадино Могилев,2,2
26.08.2000,Днепр-Трансмаш,Коммунальник Слоним,2,0
27.08.2000,Торпедо-Кадино Могилев,Нафтан-Девон Новополоцк,1,3
27.08.2000,Неман-Белкард Гродно,Лида,0,0
27.08.2000,Динамо Брест,Динамо Минск,1,2
27.08.2000,Ведрич-97 Речица,БАТЭ Борисов,2,3
27.08.2000,Шахтер Солигорск,Локомотив-96 Витебск,4,0
28.08.2000,Белшина Бобруйск,Славия Мозырь,3,6
28.08.2000,Торпедо-МАЗ Минск,Гомель,4,0
06.09.2000,БАТЭ Борисов,Неман-Белкард Гродно,3,0
06.09.2000,Гомель,Белшина Бобруйск,1,0
06.09.2000,Лида,Динамо Брест,0,1
06.09.2000,Славия Мозырь,Днепр-Трансмаш,4,1
06.09.2000,Динамо Минск,Торпедо-Кадино Могилев,2,1
06.09.2000,Локомотив-96 Витебск,Ведрич-97 Речица,3,1
06.09.2000,Нафтан-Девон Новополоцк,Торпедо-МАЗ Минск,0,3
06.09.2000,Коммунальник Слоним,Шахтер Солигорск,1,1
10.09.2000,Торпедо-МАЗ Минск,Динамо Минск,1,2
10.09.2000,Ведрич-97 Речица,Коммунальник Слоним,1,0
10.09.2000,Неман-Белкард Гродно,Локомотив-96 Витебск,3,0
10.09.2000,Шахтер Солигорск,Славия Мозырь,2,2
10.09.2000,Торпедо-Кадино Могилев,Динамо Брест,0,2
10.09.2000,БАТЭ Борисов,Лида,5,0
10.09.2000,Днепр-Трансмаш,Гомель,3,1
10.09.2000,Белшина Бобруйск,Нафтан-Девон Новополоцк,1,3
17.09.2000,Гомель,Шахтер Солигорск,2,1
17.09.2000,Динамо Брест,Торпедо-МАЗ Минск,1,1
17.09.2000,Лида,Торпедо-Кадино Могилев,3,0
17.09.2000,Динамо Минск,Белшина Бобруйск,1,0
17.09.2000,Нафтан-Девон Новополоцк,Днепр-Трансмаш,0,4
17.09.2000,Славия Мозырь,Ведрич-97 Речица,3,0
17.09.2000,Коммунальник Слоним,Неман-Белкард Гродно,1,1
17.09.2000,Локомотив-96 Витебск,БАТЭ Борисов,0,0
21.09.2000,Шахтер Солигорск,Нафтан-Девон Новополоцк,2,0
21.09.2000,БАТЭ Борисов,Коммунальник Слоним,6,0
21.09.2000,Динамо Минск,Днепр-Трансмаш,2,1
21.09.2000,Неман-Белкард Гродно,Славия Мозырь,1,2
21.09.2000,Белшина Бобруйск,Динамо Брест,3,1
21.09.2000,Ведрич-97 Речица,Гомель,1,3
21.09.2000,Локомотив-96 Витебск,Лида,2,1
21.09.2000,Торпедо-МАЗ Минск,Торпедо-Кадино Могилев,1,4
25.09.2000,Лида,Торпедо-МАЗ Минск,0,2
25.09.2000,Коммунальник Слоним,Локомотив-96 Витебск,0,1
25.09.2000,Нафтан-Девон Новополоцк,Ведрич-97 Речица,1,1
25.09.2000,Торпедо-Кадино Могилев,Белшина Бобруйск,0,2
25.09.2000,Динамо Минск,Шахтер Солигорск,0,1
25.09.2000,Славия Мозырь,БАТЭ Борисов,2,0
25.09.2000,Гомель,Неман-Белкард Гродно,0,1
25.09.2000,Динамо Брест,Днепр-Трансмаш,1,6
29.09.2000,Неман-Белкард Гродно,Нафтан-Девон Новополоцк,6,2
29.09.2000,Шахтер Солигорск,Динамо Брест,0,0
29.09.2000,БАТЭ Борисов,Гомель,2,0
29.09.2000,Коммунальник Слоним,Лида,3,0
29.09.2000,Днепр-Трансмаш,Торпедо-Кадино Могилев,3,1
29.09.2000,Ведрич-97 Речица,Динамо Минск,0,1
29.09.2000,Локомотив-96 Витебск,Славия Мозырь,1,2
29.09.2000,Белшина Бобруйск,Торпедо-МАЗ Минск,0,1
14.10.2000,Динамо Минск,Неман-Белкард Гродно,3,0
15.10.2000,Нафтан-Девон Новополоцк,БАТЭ Борисов,0,7
15.10.2000,Динамо Брест,Ведрич-97 Речица,1,0
15.10.2000,Гомель,Локомотив-96 Витебск,2,1
15.10.2000,Торпедо-МАЗ Минск,Днепр-Трансмаш,1,2
15.10.2000,Славия Мозырь,Коммунальник Слоним,5,0
15.10.2000,Лида,Белшина Бобруйск,0,1
15.10.2000,Торпедо-Кадино Могилев,Шахтер Солигорск,1,4
19.10.2000,Днепр-Трансмаш,Белшина Бобруйск,1,0
19.10.2000,Шахтер Солигорск,Торпедо-МАЗ Минск,2,0
19.10.2000,Ведрич-97 Речица,Торпедо-Кадино Могилев,3,1
19.10.2000,БАТЭ Борисов,Динамо Минск,3,1
19.10.2000,Локомотив-96 Витебск,Нафтан-Девон Новополоцк,3,1
19.10.2000,Неман-Белкард Гродно,Динамо Брест,3,1
19.10.2000,Лида,Славия Мозырь,0,5
19.10.2000,Коммунальник Слоним,Гомель,1,2
23.10.2000,Динамо Брест,БАТЭ Борисов,0,1
23.10.2000,Лида,Днепр-Трансмаш,0,0
23.10.2000,Нафтан-Девон Новополоцк,Коммунальник Слоним,2,0
23.10.2000,Гомель,Славия Мозырь,1,0
23.10.2000,Динамо Минск,Локомотив-96 Витебск,2,2
23.10.2000,Торпедо-Кадино Могилев,Неман-Белкард Гродно,3,4
23.10.2000,Белшина Бобруйск,Шахтер Солигорск,5,2
24.10.2000,Торпедо-МАЗ Минск,Ведрич-97 Речица,1,0
31.10.2000,Коммунальник Слоним,Динамо Минск,0,1
31.10.2000,Ведрич-97 Речица,Белшина Бобруйск,0,2
31.10.2000,Славия Мозырь,Нафтан-Девон Новополоцк,5,0
31.10.2000,БАТЭ Борисов,Торпедо-Кадино Могилев,4,0
31.10.2000,Шахтер Солигорск,Днепр-Трансмаш,2,2
31.10.2000,Гомель,Лида,2,1
31.10.2000,Неман-Белкард Гродно,Торпедо-МАЗ Минск,2,1
31.10.2000,Локомотив-96 Витебск,Динамо Брест,3,2
04.11.2000,Днепр-Трансмаш,Ведрич-97 Речица,1,1
04.11.2000,Торпедо-Кадино Могилев,Локомотив-96 Витебск,3,2
04.11.2000,Динамо Минск,Славия Мозырь,0,1
04.11.2000,Нафтан-Девон Новополоцк,Гомель,1,2
04.11.2000,Лида,Шахтер Солигорск,0,3
04.11.2000,Торпедо-МАЗ Минск,БАТЭ Борисов,0,1
04.11.2000,Белшина Бобруйск,Неман-Белкард Гродно,1,1
04.11.2000,Динамо Брест,Коммунальник Слоним,5,2
