date,team1,team2,score1,score2
20.05.2003,Нафтан Новополоцк,Дарида Ждановичи,1,2
20.05.2003,Шахтер Солигорск,БАТЭ Борисов,3,1
20.05.2003,Звезда-ВА-БГУ Минск,Белшина Бобруйск,0,2
20.05.2003,Славия Мозырь,Торпедо-СКА Минск,0,2
20.05.2003,Неман Гродно,Днепр-Трансмаш,1,1
20.05.2003,Локомотив Минск,Динамо Брест,0,2
20.05.2003,Торпедо Жодино,Молодечно-2000,3,0
28.05.2003,Нафтан Новополоцк,БАТЭ Борисов,1,1
28.05.2003,Динамо Брест,Неман Гродно,0,1
28.05.2003,Гомель,Звезда-ВА-БГУ Минск,2,0
28.05.2003,Торпедо-СКА Минск,Динамо Минск,2,0
28.05.2003,Молодечно-2000,Шахтер Солигорск,0,3
28.05.2003,Дарида Ждановичи,Локомотив Минск,2,0
28.05.2003,Днепр-Трансмаш,Славия Мозырь,1,1
28.05.2003,Белшина Бобруйск,Торпедо Жодино,2,2
01.06.2003,Шахтер Солигорск,Белшина Бобруйск,1,1
01.06.2003,Торпедо-СКА Минск,Днепр-Трансмаш,1,1
01.06.2003,Неман Гродно,Дарида Ждановичи,1,0
01.06.2003,Нафтан Новополоцк,Молодечно-2000,2,0
01.06.2003,Торпедо Жодино,Гомель,0,0
01.06.2003,Славия Мозырь,Динамо Брест,1,1
01.06.2003,Локомотив Минск,БАТЭ Борисов,2,2
02.06.2003,Динамо Минск,Звезда-ВА-БГУ Минск,4,0
14.06.2003,Днепр-Трансмаш,Динамо Минск,0,1
14.06.2003,Белшина Бобруйск,Нафтан Новополоцк,1,3
14.06.2003,БАТЭ Борисов,Неман Гродно,4,0
14.06.2003,Динамо Брест,Торпедо-СКА Минск,1,5
14.06.2003,Гомель,Шахтер Солигорск,1,0
14.06.2003,Молодечно-2000,Локомотив Минск,0,0
14.06.2003,Дарида Ждановичи,Славия Мозырь,2,2
14.06.2003,Звезда-ВА-БГУ Минск,Торпедо Жодино,1,0
18.06.2003,Локомотив Минск,Белшина Бобруйск,3,2
18.06.2003,Торпедо-СКА Минск,Дарида Ждановичи,2,0
18.06.2003,Динамо Минск,Торпедо Жодино,3,1
18.06.2003,Славия Мозырь,БАТЭ Борисов,0,7
18.06.2003,Неман Гродно,Молодечно-2000,3,1
18.06.2003,Нафтан Новополоцк,Гомель,0,2
18.06.2003,Днепр-Трансмаш,Динамо Брест,1,1
18.06.2003,Шахтер Солигорск,Звезда-ВА-БГУ Минск,9,0
26.06.2003,Белшина Бобруйск,Неман Гродно,1,1
26.06.2003,БАТЭ Борисов,Торпедо-СКА Минск,2,0
26.06.2003,Динамо Брест,Динамо Минск,0,2
26.06.2003,Гомель,Локомотив Минск,3,0
26.06.2003,Молодечно-2000,Славия Мозырь,2,1
26.06.2003,Дарида Ждановичи,Днепр-Трансмаш,3,2
26.06.2003,Звезда-ВА-БГУ Минск,Нафтан Новополоцк,1,0
29.07.2003,Торпедо Жодино,Шахтер Солигорск,0,0
01.07.2003,Локомотив Минск,Звезда-ВА-БГУ Минск,2,1
02.07.2003,Динамо Минск,Шахтер Солигорск,2,2
02.07.2003,Днепр-Трансмаш,БАТЭ Борисов,3,3
02.07.2003,Неман Гродно,Гомель,1,4
02.07.2003,Нафтан Новополоцк,Торпедо Жодино,0,3
02.07.2003,Динамо Брест,Дарида Ждановичи,1,0
02.07.2003,Торпедо-СКА Минск,Молодечно-2000,2,1
02.07.2003,Славия Мозырь,Белшина Бобруйск,3,2
08.07.2003,Дарида Ждановичи,Динамо Минск,0,3
08.07.2003,БАТЭ Борисов,Динамо Брест,3,1
09.07.2003,Звезда-ВА-БГУ Минск,Неман Гродно,2,1
09.07.2003,Белшина Бобруйск,Торпедо-СКА Минск,1,1
09.07.2003,Торпедо Жодино,Локомотив Минск,2,0
09.07.2003,Гомель,Славия Мозырь,3,1
09.07.2003,Молодечно-2000,Днепр-Трансмаш,0,2
09.07.2003,Шахтер Солигорск,Нафтан Новополоцк,1,0
12.07.2003,Дарида Ждановичи,БАТЭ Борисов,1,0
13.07.2003,Славия Мозырь,Звезда-ВА-БГУ Минск,3,3
13.07.2003,Динамо Брест,Молодечно-2000,0,0
13.07.2003,Торпедо-СКА Минск,Гомель,2,0
13.07.2003,Неман Гродно,Торпедо Жодино,0,0
13.07.2003,Днепр-Трансмаш,Белшина Бобруйск,5,2
14.07.2003,Динамо Минск,Нафтан Новополоцк,1,0
13.08.2003,Локомотив Минск,Шахтер Солигорск,1,2
19.07.2003,Звезда-ВА-БГУ Минск,Торпедо-СКА Минск,1,3
19.07.2003,Гомель,Днепр-Трансмаш,3,1
19.07.2003,Нафтан Новополоцк,Локомотив Минск,2,1
19.07.2003,БАТЭ Борисов,Динамо Минск,1,2
19.07.2003,Торпедо Жодино,Славия Мозырь,1,3
19.07.2003,Белшина Бобруйск,Динамо Брест,2,2
19.07.2003,Молодечно-2000,Дарида Ждановичи,1,1
19.07.2003,Шахтер Солигорск,Неман Гродно,2,0
03.08.2003,Шахтер Солигорск,Славия Мозырь,1,0
03.08.2003,Молодечно-2000,БАТЭ Борисов,1,4
03.08.2003,Гомель,Динамо Брест,5,1
03.08.2003,Торпедо Жодино,Торпедо-СКА Минск,2,2
03.08.2003,Нафтан Новополоцк,Неман Гродно,1,2
03.08.2003,Белшина Бобруйск,Дарида Ждановичи,1,0
03.08.2003,Звезда-ВА-БГУ Минск,Днепр-Трансмаш,0,3
04.08.2003,Динамо Минск,Локомотив Минск,1,0
16.08.2003,БАТЭ Борисов,Белшина Бобруйск,2,0
16.08.2003,Днепр-Трансмаш,Торпедо Жодино,1,4
16.08.2003,Дарида Ждановичи,Гомель,0,2
16.08.2003,Славия Мозырь,Нафтан Новополоцк,2,3
16.08.2003,Динамо Брест,Звезда-ВА-БГУ Минск,0,1
17.08.2003,Молодечно-2000,Динамо Минск,0,2
17.08.2003,Торпедо-СКА Минск,Шахтер Солигорск,2,1
17.08.2003,Неман Гродно,Локомотив Минск,2,0
23.08.2003,Нафтан Новополоцк,Торпедо-СКА Минск,1,1
23.08.2003,Неман Гродно,Динамо Минск,0,0
23.08.2003,Гомель,БАТЭ Борисов,2,0
23.08.2003,Шахтер Солигорск,Днепр-Трансмаш,3,1
23.08.2003,Локомотив Минск,Славия Мозырь,0,1
23.08.2003,Белшина Бобруйск,Молодечно-2000,2,0
23.08.2003,Торпедо Жодино,Динамо Брест,0,0
24.08.2003,Звезда-ВА-БГУ Минск,Дарида Ждановичи,1,0
31.08.2003,Динамо Брест,Шахтер Солигорск,0,3
31.08.2003,БАТЭ Борисов,Звезда-ВА-БГУ Минск,1,0
31.08.2003,Белшина Бобруйск,Динамо Минск,0,1
31.08.2003,Днепр-Трансмаш,Нафтан Новополоцк,2,0
31.08.2003,Дарида Ждановичи,Торпедо Жодино,0,2
31.08.2003,Молодечно-2000,Гомель,0,1
31.08.2003,Торпедо-СКА Минск,Локомотив Минск,3,0
01.09.2003,Неман Гродно,Славия Мозырь,1,0
14.09.2003,Локомотив Минск,Днепр-Трансмаш,0,0
14.09.2003,Гомель,Белшина Бобруйск,4,2
14.09.2003,Торпедо Жодино,БАТЭ Борисов,0,3
14.09.2003,Нафтан Новополоцк,Динамо Брест,5,0
14.09.2003,Неман Гродно,Торпедо-СКА Минск,0,2
14.09.2003,Звезда-ВА-БГУ Минск,Молодечно-2000,1,5
14.09.2003,Шахтер Солигорск,Дарида Ждановичи,1,0
15.09.2003,Динамо Минск,Славия Мозырь,3,0
20.09.2003,Гомель,Динамо Минск,3,0
20.09.2003,Днепр-Трансмаш,Неман Гродно,0,0
20.09.2003,БАТЭ Борисов,Шахтер Солигорск,4,1
20.09.2003,Белшина Бобруйск,Звезда-ВА-БГУ Минск,1,0
20.09.2003,Торпедо-СКА Минск,Славия Мозырь,4,0
20.09.2003,Дарида Ждановичи,Нафтан Новополоцк,0,1
20.09.2003,Молодечно-2000,Торпедо Жодино,0,2
15.10.2003,Динамо Брест,Локомотив Минск,0,0
28.09.2003,Локомотив Минск,Дарида Ждановичи,3,0
28.09.2003,Славия Мозырь,Днепр-Трансмаш,2,1
28.09.2003,Торпедо Жодино,Белшина Бобруйск,2,1
28.09.2003,БАТЭ Борисов,Нафтан Новополоцк,2,1
28.09.2003,Неман Гродно,Динамо Брест,0,0
28.09.2003,Звезда-ВА-БГУ Минск,Гомель,0,1
28.09.2003,Шахтер Солигорск,Молодечно-2000,1,0
29.09.2003,Динамо Минск,Торпедо-СКА Минск,1,0
04.10.2003,БАТЭ Борисов,Локомотив Минск,4,0
04.10.2003,Белшина Бобруйск,Шахтер Солигорск,0,0
04.10.2003,Днепр-Трансмаш,Торпедо-СКА Минск,0,2
04.10.2003,Звезда-ВА-БГУ Минск,Динамо Минск,2,6
04.10.2003,Дарида Ждановичи,Неман Гродно,0,1
04.10.2003,Молодечно-2000,Нафтан Новополоцк,1,2
04.10.2003,Гомель,Торпедо Жодино,0,0
04.10.2003,Динамо Брест,Славия Мозырь,0,0
11.10.2003,Славия Мозырь,Дарида Ждановичи,0,0
11.10.2003,Торпедо Жодино,Звезда-ВА-БГУ Минск,2,0
11.10.2003,Нафтан Новополоцк,Белшина Бобруйск,0,4
11.10.2003,Неман Гродно,БАТЭ Борисов,0,3
11.10.2003,Торпедо-СКА Минск,Динамо Брест,1,1
11.10.2003,Динамо Минск,Днепр-Трансмаш,4,0
11.10.2003,Шахтер Солигорск,Гомель,2,1
11.10.2003,Локомотив Минск,Молодечно-2000,0,0
18.10.2003,Торпедо Жодино,Динамо Минск,0,1
18.10.2003,БАТЭ Борисов,Славия Мозырь,5,0
18.10.2003,Белшина Бобруйск,Локомотив Минск,4,0
18.10.2003,Звезда-ВА-БГУ Минск,Шахтер Солигорск,1,4
18.10.2003,Дарида Ждановичи,Торпедо-СКА Минск,0,3
18.10.2003,Молодечно-2000,Неман Гродно,0,1
18.10.2003,Гомель,Нафтан Новополоцк,3,0
18.10.2003,Динамо Брест,Днепр-Трансмаш,1,1
22.10.2003,Торпедо-СКА Минск,БАТЭ Борисов,0,2
22.10.2003,Шахтер Солигорск,Торпедо Жодино,2,0
22.10.2003,Динамо Минск,Динамо Брест,3,0
22.10.2003,Локомотив Минск,Гомель,0,2
22.10.2003,Славия Мозырь,Молодечно-2000,2,0
22.10.2003,Днепр-Трансмаш,Дарида Ждановичи,1,0
22.10.2003,Нафтан Новополоцк,Звезда-ВА-БГУ Минск,2,3
22.10.2003,Неман Гродно,Белшина Бобруйск,2,0
26.10.2003,Белшина Бобруйск,Славия Мозырь,3,2
26.10.2003,Звезда-ВА-БГУ Минск,Локомотив Минск,0,0
26.10.2003,Дарида Ждановичи,Динамо Брест,3,0
26.10.2003,Шахтер Солигорск,Динамо Минск,1,1
26.10.2003,Молодечно-2000,Торпедо-СКА Минск,0,3
26.10.2003,Гомель,Неман Гродно,2,0
26.10.2003,Торпедо Жодино,Нафтан Новополоцк,3,1
26.10.2003,БАТЭ Борисов,Днепр-Трансмаш,2,0
31.10.2003,Локомотив Минск,Торпедо Жодино,0,0
01.11.2003,Динамо Минск,Дарида Ждановичи,5,0
01.11.2003,Неман Гродно,Звезда-ВА-БГУ Минск,2,0
01.11.2003,Торпедо-СКА Минск,Белшина Бобруйск,5,2
01.11.2003,Динамо Брест,БАТЭ Борисов,0,1
01.11.2003,Нафтан Новополоцк,Шахтер Солигорск,3,3
01.11.2003,Славия Мозырь,Гомель,1,4
01.11.2003,Днепр-Трансмаш,Молодечно-2000,2,2
05.11.2003,Гомель,Торпедо-СКА Минск,1,0
05.11.2003,Белшина Бобруйск,Днепр-Трансмаш,4,5
05.11.2003,Шахтер Солигорск,Локомотив Минск,3,0
05.11.2003,Нафтан Новополоцк,Динамо Минск,3,2
05.11.2003,Звезда-ВА-БГУ Минск,Славия Мозырь,2,1
05.11.2003,Торпедо Жодино,Неман Гродно,5,0
05.11.2003,БАТЭ Борисов,Дарида Ждановичи,2,0
05.11.2003,Молодечно-2000,Динамо Брест,1,2
09.11.2003,Динамо Брест,Белшина Бобруйск,1,1
09.11.2003,Локомотив Минск,Нафтан Новополоцк,1,0
09.11.2003,Динамо Минск,БАТЭ Борисов,0,4
09.11.2003,Славия Мозырь,Торпедо Жодино,2,2
09.11.2003,Днепр-Трансмаш,Гомель,1,2
09.11.2003,Дарида Ждановичи,Молодечно-2000,2,0
09.11.2003,Неман Гродно,Шахтер Солигорск,1,2
09.11.2003,Торпедо-СКА Минск,Звезда-ВА-БГУ Минск,1,0
