date,team1,team2,score1,score2
12.05.1996,Днепр Могилёв,Нафтан-Девон Новополоцк,1,2
13.05.1996,Торпедо-Кадино Могилев,Динамо Минск,0,1
13.05.1996,Торпедо Минск,Динамо-93 Минск,2,1
13.05.1996,Локомотив-96 Витебск,Молодечно,2,0
13.05.1996,Обувщик Лида,Белшина Бобруйск,1,2
13.05.1996,Динамо Брест,МПКЦ Мозырь,1,2
13.05.1996,Неман Гродно,Атака-Аура Минск,0,1
13.05.1996,Шахтер Солигорск,Ведрич Речица,1,0
21.05.1996,Динамо-93 Минск,Днепр Могилёв,0,0
22.05.1996,Шахтер Солигорск,Торпедо-Кадино Могилев,2,1
22.05.1996,Динамо Минск,Неман Гродно,5,1
22.05.1996,Ведрич Речица,Динамо Брест,0,0
22.05.1996,Нафтан-Девон Новополоцк,Обувщик Лида,2,0
22.05.1996,МПКЦ Мозырь,Локомотив-96 Витебск,2,0
22.05.1996,Белшина Бобруйск,Торпедо Минск,3,1
23.05.1996,Атака-Аура Минск,Молодечно,2,1
04.06.1996,Торпедо-Кадино Могилев,Ведрич Речица,1,1
04.06.1996,Торпедо Минск,Динамо Минск,0,5
04.06.1996,Динамо Брест,Белшина Бобруйск,0,0
05.06.1996,Днепр Могилёв,Атака-Аура Минск,0,1
05.06.1996,Обувщик Лида,Шахтер Солигорск,0,0
05.06.1996,Локомотив-96 Витебск,Динамо-93 Минск,0,0
05.06.1996,Молодечно,Нафтан-Девон Новополоцк,3,1
05.06.1996,Неман Гродно,МПКЦ Мозырь,0,1
08.06.1996,Торпедо Минск,Динамо Брест,1,3
09.06.1996,МПКЦ Мозырь,Нафтан-Девон Новополоцк,3,1
09.06.1996,Локомотив-96 Витебск,Обувщик Лида,1,1
09.06.1996,Атака-Аура Минск,Белшина Бобруйск,0,2
09.06.1996,Неман Гродно,Торпедо-Кадино Могилев,3,1
09.06.1996,Днепр Могилёв,Шахтер Солигорск,0,0
10.06.1996,Молодечно,Ведрич Речица,2,0
10.06.1996,Динамо-93 Минск,Динамо Минск,2,1
15.06.1996,Нафтан-Девон Новополоцк,Динамо Брест,1,1
15.06.1996,Белшина Бобруйск,Молодечно,1,1
15.06.1996,Шахтер Солигорск,Локомотив-96 Витебск,0,4
15.06.1996,Торпедо-Кадино Могилев,Торпедо Минск,5,1
15.06.1996,Динамо Минск,Атака-Аура Минск,4,1
15.06.1996,Ведрич Речица,Днепр Могилёв,0,1
15.06.1996,Обувщик Лида,Неман Гродно,1,1
15.06.1996,МПКЦ Мозырь,Динамо-93 Минск,0,2
19.06.1996,Локомотив-96 Витебск,Ведрич Речица,3,1
19.06.1996,Молодечно,Динамо Минск,2,4
19.06.1996,Неман Гродно,Шахтер Солигорск,2,2
19.06.1996,Днепр Могилёв,Белшина Бобруйск,3,0
19.06.1996,Динамо Брест,Торпедо-Кадино Могилев,7,0
20.06.1996,Динамо-93 Минск,Нафтан-Девон Новополоцк,4,1
21.06.1996,Торпедо Минск,Обувщик Лида,1,3
21.07.1996,Атака-Аура Минск,МПКЦ Мозырь,1,1
26.06.1996,Динамо-93 Минск,Ведрич Речица,2,3
27.06.1996,Неман Гродно,Торпедо Минск,0,0
27.06.1996,Молодечно,Обувщик Лида,1,0
27.06.1996,Локомотив-96 Витебск,Динамо Брест,1,1
27.06.1996,МПКЦ Мозырь,Белшина Бобруйск,5,1
28.06.1996,Днепр Могилёв,Торпедо-Кадино Могилев,2,1
28.06.1996,Динамо Минск,Нафтан-Девон Новополоцк,6,0
07.08.1996,Атака-Аура Минск,Шахтер Солигорск,3,0
03.07.1996,Динамо Брест,Неман Гродно,1,2
03.07.1996,Белшина Бобруйск,Динамо-93 Минск,3,1
03.07.1996,Шахтер Солигорск,Молодечно,0,0
03.07.1996,Торпедо-Кадино Могилев,Локомотив-96 Витебск,0,2
03.07.1996,Динамо Минск,МПКЦ Мозырь,1,0
03.07.1996,Нафтан-Девон Новополоцк,Торпедо Минск,1,1
03.07.1996,Ведрич Речица,Атака-Аура Минск,0,1
03.07.1996,Обувщик Лида,Днепр Могилёв,0,2
10.07.1996,Молодечно,Динамо-93 Минск,0,1
10.07.1996,Динамо Брест,Шахтер Солигорск,4,1
10.07.1996,Неман Гродно,Белшина Бобруйск,0,3
10.07.1996,Днепр Могилёв,МПКЦ Мозырь,0,4
10.07.1996,Торпедо Минск,Ведрич Речица,2,1
10.07.1996,Локомотив-96 Витебск,Динамо Минск,1,1
11.07.1996,Торпедо-Кадино Могилев,Обувщик Лида,4,1
12.09.1996,Атака-Аура Минск,Нафтан-Девон Новополоцк,0,0
23.06.1996,Динамо Минск,Днепр Могилёв,2,2
17.07.1996,Обувщик Лида,Динамо Брест,4,0
17.07.1996,Белшина Бобруйск,Локомотив-96 Витебск,1,0
17.07.1996,Шахтер Солигорск,Торпедо Минск,3,1
17.07.1996,Нафтан-Девон Новополоцк,Торпедо-Кадино Могилев,3,2
17.07.1996,МПКЦ Мозырь,Молодечно,2,1
17.07.1996,Ведрич Речица,Неман Гродно,0,2
16.10.1996,Динамо-93 Минск,Атака-Аура Минск,3,0
27.07.1996,Молодечно,Неман Гродно,4,0
27.07.1996,МПКЦ Мозырь,Торпедо-Кадино Могилев,7,1
27.07.1996,Нафтан-Девон Новополоцк,Ведрич Речица,4,0
27.07.1996,Днепр Могилёв,Локомотив-96 Витебск,1,2
27.07.1996,Атака-Аура Минск,Торпедо Минск,2,1
27.07.1996,Белшина Бобруйск,Шахтер Солигорск,3,0
28.07.1996,Динамо Минск,Обувщик Лида,4,0
29.07.1996,Динамо-93 Минск,Динамо Брест,0,0
10.08.1996,Динамо-93 Минск,Торпедо-Кадино Могилев,3,0
11.08.1996,Нафтан-Девон Новополоцк,Локомотив-96 Витебск,1,1
11.08.1996,Динамо Минск,Шахтер Солигорск,2,0
11.08.1996,Днепр Могилёв,Неман Гродно,3,0
11.08.1996,Белшина Бобруйск,Ведрич Речица,7,0
11.08.1996,Молодечно,Торпедо Минск,4,1
12.08.1996,МПКЦ Мозырь,Обувщик Лида,1,0
12.08.1996,Атака-Аура Минск,Динамо Брест,1,2
15.08.1996,Динамо-93 Минск,Шахтер Солигорск,2,1
15.08.1996,Динамо Минск,Белшина Бобруйск,4,0
16.08.1996,МПКЦ Мозырь,Ведрич Речица,3,1
16.08.1996,Локомотив-96 Витебск,Торпедо Минск,2,0
16.08.1996,Днепр Могилёв,Динамо Брест,3,1
16.08.1996,Нафтан-Девон Новополоцк,Неман Гродно,4,0
17.08.1996,Молодечно,Торпедо-Кадино Могилев,5,0
17.08.1996,Атака-Аура Минск,Обувщик Лида,2,1
25.08.1996,Динамо Брест,Молодечно,1,1
25.08.1996,Белшина Бобруйск,Нафтан-Девон Новополоцк,4,1
25.08.1996,Торпедо Минск,Днепр Могилёв,0,0
25.08.1996,Ведрич Речица,Динамо Минск,0,1
25.08.1996,Неман Гродно,Локомотив-96 Витебск,0,1
26.08.1996,Торпедо-Кадино Могилев,Атака-Аура Минск,0,0
26.08.1996,Шахтер Солигорск,МПКЦ Мозырь,0,2
26.08.1996,Обувщик Лида,Динамо-93 Минск,1,0
03.09.1996,Торпедо-Кадино Могилев,Белшина Бобруйск,1,6
04.09.1996,Торпедо Минск,МПКЦ Мозырь,1,1
04.09.1996,Обувщик Лида,Ведрич Речица,0,1
04.09.1996,Локомотив-96 Витебск,Атака-Аура Минск,1,1
04.09.1996,Динамо Брест,Динамо Минск,1,2
04.09.1996,Шахтер Солигорск,Нафтан-Девон Новополоцк,0,1
04.09.1996,Днепр Могилёв,Молодечно,1,3
02.11.1996,Неман Гродно,Динамо-93 Минск,1,0
08.09.1996,Нафтан-Девон Новополоцк,Днепр Могилёв,2,1
08.09.1996,Ведрич Речица,Шахтер Солигорск,1,2
08.09.1996,МПКЦ Мозырь,Динамо Брест,4,0
08.09.1996,Молодечно,Локомотив-96 Витебск,0,4
08.09.1996,Динамо Минск,Торпедо-Кадино Могилев,1,0
08.09.1996,Белшина Бобруйск,Обувщик Лида,2,1
08.09.1996,Атака-Аура Минск,Неман Гродно,1,1
09.09.1996,Динамо-93 Минск,Торпедо Минск,1,0
14.09.1996,Неман Гродно,Динамо Минск,2,3
15.09.1996,Динамо Брест,Ведрич Речица,1,0
15.09.1996,Обувщик Лида,Нафтан-Девон Новополоцк,1,3
15.09.1996,Торпедо Минск,Белшина Бобруйск,2,3
15.09.1996,Торпедо-Кадино Могилев,Шахтер Солигорск,1,0
16.09.1996,Днепр Могилёв,Динамо-93 Минск,0,1
16.09.1996,Молодечно,Атака-Аура Минск,1,2
16.09.1996,Локомотив-96 Витебск,МПКЦ Мозырь,0,2
18.09.1996,Динамо Минск,Торпедо Минск,5,0
19.09.1996,Динамо-93 Минск,Локомотив-96 Витебск,1,5
19.09.1996,Ведрич Речица,Торпедо-Кадино Могилев,2,0
19.09.1996,МПКЦ Мозырь,Неман Гродно,1,0
19.09.1996,Нафтан-Девон Новополоцк,Молодечно,2,3
19.09.1996,Шахтер Солигорск,Обувщик Лида,4,0
19.09.1996,Белшина Бобруйск,Динамо Брест,4,0
20.09.1996,Атака-Аура Минск,Днепр Могилёв,0,2
23.09.1996,Динамо Брест,Торпедо Минск,1,1
23.09.1996,Обувщик Лида,Локомотив-96 Витебск,2,0
23.09.1996,Динамо Минск,Динамо-93 Минск,6,0
23.09.1996,Торпедо-Кадино Могилев,Неман Гродно,2,1
23.09.1996,Ведрич Речица,Молодечно,1,0
24.09.1996,Шахтер Солигорск,Днепр Могилёв,0,1
24.09.1996,Нафтан-Девон Новополоцк,МПКЦ Мозырь,0,3
24.09.1996,Белшина Бобруйск,Атака-Аура Минск,3,0
29.09.1996,Торпедо Минск,Торпедо-Кадино Могилев,0,1
29.09.1996,Динамо-93 Минск,МПКЦ Мозырь,1,2
29.09.1996,Днепр Могилёв,Ведрич Речица,2,1
29.09.1996,Неман Гродно,Обувщик Лида,1,1
29.09.1996,Динамо Брест,Нафтан-Девон Новополоцк,3,0
29.09.1996,Молодечно,Белшина Бобруйск,0,0
29.09.1996,Локомотив-96 Витебск,Шахтер Солигорск,3,2
30.09.1996,Атака-Аура Минск,Динамо Минск,0,5
13.10.1996,Нафтан-Девон Новополоцк,Динамо-93 Минск,1,2
13.10.1996,Шахтер Солигорск,Неман Гродно,1,0
13.10.1996,Белшина Бобруйск,Днепр Могилёв,3,1
13.10.1996,МПКЦ Мозырь,Атака-Аура Минск,1,0
13.10.1996,Обувщик Лида,Торпедо Минск,3,0
13.10.1996,Ведрич Речица,Локомотив-96 Витебск,0,3
13.10.1996,Динамо Минск,Молодечно,1,0
13.10.1996,Торпедо-Кадино Могилев,Динамо Брест,0,0
19.10.1996,Динамо Брест,Локомотив-96 Витебск,3,3
19.10.1996,Обувщик Лида,Молодечно,0,1
19.10.1996,Торпедо Минск,Неман Гродно,0,0
19.10.1996,Торпедо-Кадино Могилев,Днепр Могилёв,2,1
19.10.1996,Нафтан-Девон Новополоцк,Динамо Минск,1,4
20.10.1996,Шахтер Солигорск,Атака-Аура Минск,3,2
20.10.1996,Ведрич Речица,Динамо-93 Минск,0,4
20.10.1996,Белшина Бобруйск,МПКЦ Мозырь,1,2
23.10.1996,Молодечно,Шахтер Солигорск,2,1
23.10.1996,Локомотив-96 Витебск,Торпедо-Кадино Могилев,3,0
23.10.1996,Торпедо Минск,Нафтан-Девон Новополоцк,3,0
23.10.1996,Днепр Могилёв,Обувщик Лида,1,1
23.10.1996,Неман Гродно,Динамо Брест,1,0
24.10.1996,МПКЦ Мозырь,Динамо Минск,1,1
24.10.1996,Динамо-93 Минск,Белшина Бобруйск,1,0
25.10.1996,Атака-Аура Минск,Ведрич Речица,1,0
27.10.1996,Обувщик Лида,Торпедо-Кадино Могилев,2,0
27.10.1996,Динамо-93 Минск,Молодечно,1,1
27.10.1996,Шахтер Солигорск,Динамо Брест,2,1
28.10.1996,Ведрич Речица,Торпедо Минск,0,6
28.10.1996,МПКЦ Мозырь,Днепр Могилёв,2,0
28.10.1996,Белшина Бобруйск,Неман Гродно,3,1
28.10.1996,Нафтан-Девон Новополоцк,Атака-Аура Минск,3,1
01.11.1996,Динамо Минск,Локомотив-96 Витебск,1,1
05.11.1996,Торпедо-Кадино Могилев,Нафтан-Девон Новополоцк,2,1
05.11.1996,Торпедо Минск,Шахтер Солигорск,2,2
06.11.1996,Днепр Могилёв,Динамо Минск,1,1
06.11.1996,Неман Гродно,Ведрич Речица,2,0
06.11.1996,Молодечно,МПКЦ Мозырь,1,2
06.11.1996,Локомотив-96 Витебск,Белшина Бобруйск,0,1
06.11.1996,Динамо Брест,Обувщик Лида,2,0
06.11.1996,Атака-Аура Минск,Динамо-93 Минск,1,3
10.11.1996,Обувщик Лида,Динамо Минск,1,2
10.11.1996,Локомотив-96 Витебск,Днепр Могилёв,1,2
10.11.1996,Ведрич Речица,Нафтан-Девон Новополоцк,0,1
10.11.1996,Торпедо Минск,Атака-Аура Минск,2,1
10.11.1996,Торпедо-Кадино Могилев,МПКЦ Мозырь,1,1
10.11.1996,Шахтер Солигорск,Белшина Бобруйск,1,2
10.11.1996,Неман Гродно,Молодечно,0,0
10.11.1996,Динамо Брест,Динамо-93 Минск,1,3
