date,team1,team2,score1,score2
25.09.2005,Нафтан Новополоцк,Гомель,0,2
25.09.2005,Торпедо Жодино,БАТЭ Борисов,1,1
25.09.2005,Неман Гродно,МТЗ-РИПО Минск,0,2
30.09.2005,МТЗ-РИПО Минск,Динамо Брест,0,4
01.10.2005,БАТЭ Борисов,Локомотив Минск,1,0
01.10.2005,Динамо Минск,Торпедо Жодино,2,0
01.10.2005,Шахтер Солигорск,Нафтан Новополоцк,2,2
01.10.2005,Славия Мозырь,Неман Гродно,1,1
01.10.2005,Гомель,Звезда-БГУ Минск,4,2
01.10.2005,Днепр-Трансмаш,Дарида,3,3
16.10.2005,Неман Гродно,Локомотив Минск,2,0
16.10.2005,Нафтан Новополоцк,Днепр-Трансмаш,3,4
16.10.2005,Торпедо Жодино,Гомель,1,0
16.10.2005,Динамо Брест,Славия Мозырь,2,0
16.10.2005,Звезда-БГУ Минск,Шахтер Солигорск,1,3
17.10.2005,Дарида,МТЗ-РИПО Минск,1,3
26.10.2005,Динамо Минск,БАТЭ Борисов,2,2
21.10.2005,БАТЭ Борисов,Неман Гродно,2,0
22.10.2005,Шахтер Солигорск,Торпедо Жодино,4,0
22.10.2005,МТЗ-РИПО Минск,Нафтан Новополоцк,1,0
22.10.2005,Гомель,Динамо Минск,2,1
22.10.2005,Днепр-Трансмаш,Звезда-БГУ Минск,4,0
22.10.2005,Славия Мозырь,Дарида,0,1
23.10.2005,Локомотив Минск,Динамо Брест,3,2
30.10.2005,Торпедо Жодино,Днепр-Трансмаш,3,0
30.10.2005,Гомель,БАТЭ Борисов,2,3
30.10.2005,Дарида,Локомотив Минск,0,0
30.10.2005,Звезда-БГУ Минск,МТЗ-РИПО Минск,1,2
30.10.2005,Динамо Минск,Шахтер Солигорск,1,0
30.10.2005,Динамо Брест,Неман Гродно,4,1
30.10.2005,Нафтан Новополоцк,Славия Мозырь,3,1
05.11.2005,БАТЭ Борисов,Динамо Брест,2,1
05.11.2005,Днепр-Трансмаш,Динамо Минск,0,0
05.11.2005,Славия Мозырь,Звезда-БГУ Минск,0,1
05.11.2005,Неман Гродно,Дарида,1,3
05.11.2005,Шахтер Солигорск,Гомель,1,0
05.11.2005,МТЗ-РИПО Минск,Торпедо Жодино,1,0
05.11.2005,Локомотив Минск,Нафтан Новополоцк,0,2
