date,team1,team2,score1,score2
01.07.2001,Неман-Белкард Гродно,Днепр-Трансмаш,0,1
01.07.2001,Белшина Бобруйск,Шахтер Солигорск,1,0
01.07.2001,Ведрич-97 Речица,Динамо Брест,2,3
01.07.2001,Нафтан Новополоцк,Славия Мозырь,0,2
01.07.2001,БАТЭ Борисов,Молодечно-2000,6,3
10.08.2001,Торпедо-МАЗ Минск,Динамо Минск,0,0
05.07.2001,Славия Мозырь,Днепр-Трансмаш,4,2
07.07.2001,Молодечно-2000,Неман-Белкард Гродно,0,3
07.07.2001,Динамо Брест,Локомотив-96 Витебск,3,1
07.07.2001,Гомель,Торпедо-МАЗ Минск,2,3
07.07.2001,Шахтер Солигорск,БАТЭ Борисов,1,0
07.07.2001,Нафтан Новополоцк,Ведрич-97 Речица,2,0
25.07.2001,Динамо Минск,Белшина Бобруйск,0,1
14.07.2001,Неман-Белкард Гродно,Шахтер Солигорск,1,0
14.07.2001,Торпедо-МАЗ Минск,Динамо Брест,1,0
14.07.2001,Белшина Бобруйск,Гомель,1,0
14.07.2001,Днепр-Трансмаш,Молодечно-2000,4,2
14.07.2001,Локомотив-96 Витебск,Нафтан Новополоцк,4,0
01.08.2001,БАТЭ Борисов,Динамо Минск,1,3
22.08.2001,Ведрич-97 Речица,Славия Мозырь,0,1
28.07.2001,Локомотив-96 Витебск,Ведрич-97 Речица,2,0
28.07.2001,Славия Мозырь,Молодечно-2000,4,0
28.07.2001,БАТЭ Борисов,Гомель,1,0
28.07.2001,Днепр-Трансмаш,Шахтер Солигорск,2,2
28.07.2001,Торпедо-МАЗ Минск,Нафтан Новополоцк,2,1
28.07.2001,Неман-Белкард Гродно,Динамо Минск,1,1
29.07.2001,Белшина Бобруйск,Динамо Брест,3,2
04.08.2001,Нафтан Новополоцк,Белшина Бобруйск,1,3
04.08.2001,Гомель,Неман-Белкард Гродно,2,1
04.08.2001,Локомотив-96 Витебск,Славия Мозырь,0,4
04.08.2001,Шахтер Солигорск,Молодечно-2000,4,1
04.08.2001,Динамо Брест,БАТЭ Борисов,1,0
04.08.2001,Ведрич-97 Речица,Торпедо-МАЗ Минск,1,2
05.08.2001,Динамо Минск,Днепр-Трансмаш,0,1
17.08.2001,БАТЭ Борисов,Нафтан Новополоцк,4,1
17.08.2001,Славия Мозырь,Шахтер Солигорск,2,0
18.08.2001,Торпедо-МАЗ Минск,Локомотив-96 Витебск,5,0
18.08.2001,Неман-Белкард Гродно,Динамо Брест,3,1
18.08.2001,Днепр-Трансмаш,Гомель,0,0
18.08.2001,Белшина Бобруйск,Ведрич-97 Речица,2,0
18.08.2001,Молодечно-2000,Динамо Минск,1,3
08.09.2001,Ведрич-97 Речица,БАТЭ Борисов,0,3
10.09.2001,Нафтан Новополоцк,Неман-Белкард Гродно,1,2
10.09.2001,Динамо Минск,Шахтер Солигорск,2,0
10.09.2001,Гомель,Молодечно-2000,3,0
10.09.2001,Локомотив-96 Витебск,Белшина Бобруйск,1,1
10.09.2001,Торпедо-МАЗ Минск,Славия Мозырь,2,0
10.09.2001,Динамо Брест,Днепр-Трансмаш,0,0
15.09.2001,БАТЭ Борисов,Локомотив-96 Витебск,2,0
16.09.2001,Белшина Бобруйск,Торпедо-МАЗ Минск,3,1
16.09.2001,Молодечно-2000,Динамо Брест,1,0
16.09.2001,Неман-Белкард Гродно,Ведрич-97 Речица,2,0
16.09.2001,Славия Мозырь,Динамо Минск,0,0
16.09.2001,Днепр-Трансмаш,Нафтан Новополоцк,1,1
16.09.2001,Шахтер Солигорск,Гомель,3,1
22.09.2001,Нафтан Новополоцк,Молодечно-2000,0,1
22.09.2001,Белшина Бобруйск,Славия Мозырь,2,0
22.09.2001,Динамо Брест,Шахтер Солигорск,2,1
22.09.2001,Локомотив-96 Витебск,Неман-Белкард Гродно,1,1
22.09.2001,Гомель,Динамо Минск,0,4
22.09.2001,Ведрич-97 Речица,Днепр-Трансмаш,1,2
30.10.2001,Торпедо-МАЗ Минск,БАТЭ Борисов,1,4
30.09.2001,Динамо Минск,Динамо Брест,1,1
30.09.2001,Шахтер Солигорск,Нафтан Новополоцк,3,0
30.09.2001,Неман-Белкард Гродно,Торпедо-МАЗ Минск,1,0
30.09.2001,Молодечно-2000,Ведрич-97 Речица,2,0
30.09.2001,Днепр-Трансмаш,Локомотив-96 Витебск,1,1
30.09.2001,Славия Мозырь,Гомель,0,0
01.10.2001,БАТЭ Борисов,Белшина Бобруйск,0,1
10.10.2001,Локомотив-96 Витебск,Молодечно-2000,1,1
10.10.2001,Белшина Бобруйск,Неман-Белкард Гродно,0,0
10.10.2001,Динамо Брест,Гомель,0,3
10.10.2001,Ведрич-97 Речица,Шахтер Солигорск,0,3
10.10.2001,Торпедо-МАЗ Минск,Днепр-Трансмаш,0,0
10.10.2001,БАТЭ Борисов,Славия Мозырь,3,2
10.10.2001,Нафтан Новополоцк,Динамо Минск,1,2
18.10.2001,Славия Мозырь,Динамо Брест,2,3
18.10.2001,Днепр-Трансмаш,Белшина Бобруйск,0,3
18.10.2001,Шахтер Солигорск,Локомотив-96 Витебск,0,0
18.10.2001,Гомель,Нафтан Новополоцк,2,0
18.10.2001,Неман-Белкард Гродно,БАТЭ Борисов,4,2
18.10.2001,Молодечно-2000,Торпедо-МАЗ Минск,1,1
18.10.2001,Динамо Минск,Ведрич-97 Речица,4,1
22.10.2001,Нафтан Новополоцк,Динамо Брест,2,1
22.10.2001,Локомотив-96 Витебск,Динамо Минск,1,3
22.10.2001,Торпедо-МАЗ Минск,Шахтер Солигорск,0,2
22.10.2001,Неман-Белкард Гродно,Славия Мозырь,1,1
22.10.2001,Ведрич-97 Речица,Гомель,2,4
22.10.2001,Белшина Бобруйск,Молодечно-2000,2,0
22.10.2001,БАТЭ Борисов,Днепр-Трансмаш,2,0
26.10.2001,Динамо Минск,Торпедо-МАЗ Минск,3,1
26.10.2001,Гомель,Локомотив-96 Витебск,5,0
26.10.2001,Славия Мозырь,Нафтан Новополоцк,3,0
26.10.2001,Молодечно-2000,БАТЭ Борисов,2,1
26.10.2001,Шахтер Солигорск,Белшина Бобруйск,4,2
26.10.2001,Динамо Брест,Ведрич-97 Речица,0,0
26.10.2001,Днепр-Трансмаш,Неман-Белкард Гродно,0,2
03.11.2001,БАТЭ Борисов,Шахтер Солигорск,0,0
03.11.2001,Днепр-Трансмаш,Славия Мозырь,1,2
03.11.2001,Торпедо-МАЗ Минск,Гомель,0,0
03.11.2001,Белшина Бобруйск,Динамо Минск,1,2
03.11.2001,Неман-Белкард Гродно,Молодечно-2000,3,0
03.11.2001,Ведрич-97 Речица,Нафтан Новополоцк,0,3
03.11.2001,Локомотив-96 Витебск,Динамо Брест,0,0
07.11.2001,Динамо Минск,БАТЭ Борисов,2,0
07.11.2001,Гомель,Белшина Бобруйск,3,2
07.11.2001,Нафтан Новополоцк,Локомотив-96 Витебск,2,1
07.11.2001,Шахтер Солигорск,Неман-Белкард Гродно,4,1
07.11.2001,Молодечно-2000,Днепр-Трансмаш,2,1
07.11.2001,Динамо Брест,Торпедо-МАЗ Минск,1,3
07.11.2001,Славия Мозырь,Ведрич-97 Речица,6,3
