date,team1,team2,score1,score2
10.08.2013,Динамо Брест,Днепр Могилев,2,0
10.08.2013,Неман Гродно,Гомель,2,0
10.08.2013,Белшина Бобруйск,Торпедо-БелАЗ,1,3
11.08.2013,БАТЭ Борисов,Шахтер Солигорск,4,0
11.08.2013,Славия-Мозырь,Динамо Минск,3,2
12.08.2013,Минск,Нафтан Новополоцк,1,2
17.08.2013,Шахтер Солигорск,Минск,4,1
17.08.2013,Славия-Мозырь,Динамо Брест,1,1
17.08.2013,Нафтан Новополоцк,Днепр Могилев,2,1
18.08.2013,Динамо Минск,Белшина Бобруйск,2,0
18.08.2013,Торпедо-БелАЗ,Неман Гродно,1,1
18.08.2013,Гомель,БАТЭ Борисов,3,2
01.09.2013,Минск,Гомель,0,0
01.09.2013,Динамо Брест,Нафтан Новополоцк,2,1
01.09.2013,Белшина Бобруйск,Славия-Мозырь,2,2
01.09.2013,БАТЭ Борисов,Торпедо-БелАЗ,2,0
01.09.2013,Днепр Могилев,Шахтер Солигорск,2,0
01.09.2013,Неман Гродно,Динамо Минск,3,1
14.09.2013,Минск,Нафтан Новополоцк,4,0
14.09.2013,Белшина Бобруйск,Славия-Мозырь,2,1
15.09.2013,БАТЭ Борисов,Неман Гродно,1,0
15.09.2013,Динамо Брест,Днепр Могилев,0,1
15.09.2013,Шахтер Солигорск,Торпедо-БелАЗ,1,0
15.09.2013,Динамо Минск,Гомель,3,1
21.09.2013,Торпедо-БелАЗ,Гомель,2,1
21.09.2013,Нафтан Новополоцк,Динамо Брест,1,3
21.09.2013,Шахтер Солигорск,БАТЭ Борисов,0,3
22.09.2013,Неман Гродно,Динамо Минск,0,1
22.09.2013,Славия-Мозырь,Днепр Могилев,2,1
22.09.2013,Белшина Бобруйск,Минск,3,1
28.09.2013,Минск,Славия-Мозырь,1,1
28.09.2013,Динамо Брест,Белшина Бобруйск,0,1
29.09.2013,Динамо Минск,Шахтер Солигорск,1,0
29.09.2013,БАТЭ Борисов,Торпедо-БелАЗ,0,1
29.09.2013,Днепр Могилев,Нафтан Новополоцк,0,2
30.09.2013,Гомель,Неман Гродно,0,1
05.10.2013,Торпедо-БелАЗ,Неман Гродно,0,0
05.10.2013,БАТЭ Борисов,Динамо Минск,2,1
05.10.2013,Славия-Мозырь,Нафтан Новополоцк,0,1
06.10.2013,Минск,Динамо Брест,3,1
06.10.2013,Шахтер Солигорск,Гомель,1,2
06.10.2013,Белшина Бобруйск,Днепр Могилев,1,1
19.10.2013,Нафтан Новополоцк,Белшина Бобруйск,0,1
19.10.2013,Динамо Брест,Славия-Мозырь,3,1
19.10.2013,Днепр Могилев,Минск,1,0
20.10.2013,Неман Гродно,Шахтер Солигорск,2,1
20.10.2013,Гомель,БАТЭ Борисов,0,1
20.10.2013,Динамо Минск,Торпедо-БелАЗ,0,0
26.10.2013,Днепр Могилев,Динамо Брест,3,0
26.10.2013,Гомель,Динамо Минск,1,4
26.10.2013,Торпедо-БелАЗ,Шахтер Солигорск,1,0
27.10.2013,Нафтан Новополоцк,Минск,2,1
27.10.2013,Славия-Мозырь,Белшина Бобруйск,0,1
27.10.2013,Неман Гродно,БАТЭ Борисов,1,0
02.11.2013,Динамо Брест,Нафтан Новополоцк,1,1
02.11.2013,Динамо Минск,Неман Гродно,1,2
02.11.2013,Гомель,Торпедо-БелАЗ,1,2
03.11.2013,БАТЭ Борисов,Шахтер Солигорск,2,2
03.11.2013,Днепр Могилев,Славия-Мозырь,0,1
03.11.2013,Минск,Белшина Бобруйск,2,3
09.11.2013,Шахтер Солигорск,Динамо Минск,0,0
09.11.2013,Нафтан Новополоцк,Днепр Могилев,1,0
09.11.2013,Торпедо-БелАЗ,БАТЭ Борисов,1,3
10.11.2013,Славия-Мозырь,Минск,1,2
10.11.2013,Белшина Бобруйск,Динамо Брест,0,4
10.11.2013,Неман Гродно,Гомель,1,2
23.11.2013,Нафтан Новополоцк,Славия-Мозырь,2,1
23.11.2013,Днепр Могилев,Белшина Бобруйск,1,5
23.11.2013,Динамо Брест,Минск,1,0
24.11.2013,Динамо Минск,БАТЭ Борисов,2,1
24.11.2013,Неман Гродно,Торпедо-БелАЗ,3,0
24.11.2013,Гомель,Шахтер Солигорск,1,3
30.11.2013,Белшина Бобруйск,Нафтан Новополоцк,1,0
30.11.2013,Славия-Мозырь,Динамо Брест,0,1
30.11.2013,Минск,Днепр Могилев,1,0
01.12.2013,БАТЭ Борисов,Гомель,2,0
01.12.2013,Шахтер Солигорск,Неман Гродно,1,1
01.12.2013,Торпедо-БелАЗ,Динамо Минск,0,1
